mass_MeV,observed_counts,smooth_truth_counts,truth_gp_variance,signal_m66_counts,signal_m78_counts,signal_m80_counts
241.3125,24265.0,24114.89619105072,540.9127202951291,0.0,0.0,0.0
241.9375,23759.0,23678.735544623272,531.1872410031905,0.0,0.0,0.0
242.5625,23220.0,23250.249743254208,521.8942525704005,0.0,0.0,0.0
243.1875,22715.0,22829.317337288892,513.0134201653225,0.0,0.0,0.0
243.8125,22302.0,22415.818323863088,504.5205467359912,0.0,0.0,0.0
244.4375,22045.0,22009.63414900851,496.3879860964154,0.0,0.0,0.0
245.0625,21563.0,21610.6476813838,488.5850518049917,0.0,0.0,0.0
245.6875,21282.0,21218.74320253296,481.07863474735615,0.0,0.0,0.0
246.3125,20657.0,20833.806393798583,473.83383710489784,0.0,0.0,0.0
246.9375,20475.0,20455.724328649158,466.81444843553874,0.0,0.0,0.0
247.5625,20313.0,20084.38545544842,459.98370888121514,0.0,0.0,0.0
248.1874999999999,19866.0,19719.679597112277,453.3048501891493,0.0,0.0,0.0
248.8125,19225.0,19361.497929790312,446.7418542497226,0.0,0.0,0.0
249.4375,18967.0,19009.732982173336,440.26002057237736,0.0,0.0,0.0
250.06250000000003,18767.0,18664.278623286755,433.8265383054877,0.0,0.0,0.0
250.6875,18547.0,18325.030052443868,427.41110735899645,0.0,0.0,0.0
251.3125,18038.0,17991.88379712167,420.9864310149373,0.0,0.0,0.0
251.93749999999997,17656.0,17664.737701564245,414.5287023981572,0.0,0.0,0.0
252.56250000000003,17348.0,17343.49091405517,408.0179788353122,0.0,0.0,0.0
253.1875,16938.0,17028.043889149594,401.4385286330906,0.0,0.0,0.0
253.8125,16446.0,16718.298376829407,394.77911407317066,0.0,0.0,0.0
254.43749999999997,16455.0,16414.15741246353,388.03312881590136,0.0,0.0,0.0
255.06250000000003,16273.0,16115.5253128741,381.19869962390123,0.0,0.0,0.0
255.6875,15969.0,15822.307671169909,374.27873935522024,0.0,0.0,0.0
256.3125,15490.0,15534.411345146658,367.28083103300924,0.0,0.0,0.0
256.9375,15151.0,15251.744456133769,360.2170828080151,0.0,0.0,0.0
257.5625,14975.0,14974.216378117531,353.1039314470931,0.0,0.0,0.0
258.1875,14911.0,14701.737734677303,345.96173906226664,0.0,0.0,0.0
258.8125,14642.0,14434.220385948161,338.81448936063464,0.0,0.0,0.0
259.4375,14014.0,14171.57743125749,331.68929358692185,0.0,0.0,0.0
260.0625,13884.0,13913.723193773834,324.615877551978,0.0,0.0,0.0
260.6875,13634.0,13660.573217793391,317.6260331226379,0.0,0.0,0.0
261.3125,13525.0,13412.044260005827,310.7529860337223,0.0,0.0,0.0
261.9375,13243.0,13168.054284553626,304.0307372659917,0.0,0.0,0.0
262.5625,12904.0,12928.52245386277,297.49343466772154,0.0,0.0,0.0
263.1875,12621.0,12693.369118507557,291.1746666856075,0.0,0.0,0.0
263.8125,12446.0,12462.515815197756,285.10675635097016,0.0,0.0,0.0
264.4375,12276.0,12235.885259029683,279.3201343249158,0.0,0.0,0.0
265.0625,11924.0,12013.40132585297,273.84260281328017,0.0,0.0,0.0
265.6875,11643.0,11794.9890578359,268.6987925066285,0.0,0.0,0.0
266.3125,11486.0,11580.57464439698,263.90949392404383,0.0,0.0,0.0
266.9375,11471.0,11370.085420083877,259.49116921550007,0.0,0.0,0.0
267.5625,11071.0,11163.449852757432,255.45545685754226,0.0,0.0,0.0
268.1874999999999,10917.0,10960.597535614168,251.8087575750956,0.0,0.0,0.0
268.8125,10769.0,10761.459179742342,248.55191986017954,0.0,0.0,0.0
269.4375,10527.0,10565.966603120092,245.67999229839123,0.0,0.0,0.0
270.0625,10244.0,10374.052721311244,243.18206987187435,0.0,0.0,0.0
270.6875,10189.0,10185.65153830578,241.04126142767504,0.0,0.0,0.0
271.3125,9895.0,10000.698139215612,239.23474075708785,0.0,0.0,0.0
271.9375,9918.0,9819.128677073315,237.73392051461093,0.0,0.0,0.0
272.5625,9616.0,9640.880363572123,236.50473112446616,0.0,0.0,0.0
273.1875,9451.0,9465.89146201904,235.50803503401653,0.0,0.0,0.0
273.8125,9342.0,9294.101273614313,234.70013152538777,0.0,0.0,0.0
274.4375,9137.0,9125.450127304282,234.0333855151405,0.0,0.0,0.0
275.0625,8900.0,8959.879372638801,233.45698416254405,0.0,0.0,0.0
275.6875,8816.0,8797.331365321084,232.91780429059415,0.0,0.0,0.0
276.3125,8693.0,8637.749458854873,232.36137419602335,0.0,0.0,0.0
276.9375,8467.0,8481.077993206136,231.73294619616766,0.0,0.0,0.0
277.5625,8301.0,8327.2622832017,230.9786781242492,0.0,0.0,0.0
278.1875,8194.0,8176.24860794698,230.04689717563537,0.0,0.0,0.0
278.8125,7924.0,8027.984200611031,228.88944849367644,0.0,0.0,0.0
279.4374999999999,7870.0,7882.417235948405,227.4631279796904,0.0,0.0,0.0
280.0625,7727.0,7739.496819610776,225.73116672635365,0.0,0.0,0.0
280.6875,7555.0,7599.172977485362,223.66479457791556,0.0,0.0,0.0
281.3125,7606.0,7461.396644020303,221.2448151356867,0.0,0.0,0.0
281.9375,7428.0,7326.119649295866,218.4632584471957,0.0,0.0,0.0
282.5625,7317.0,7193.2947103924025,215.3250158414481,0.0,0.0,0.0
283.1875,7119.0,7062.875417381956,211.84951264749589,0.0,0.0,0.0
283.8124999999999,6901.0,6934.8162235403925,208.0723593593301,0.0,0.0,0.0
284.4375,6885.0,6809.072434167262,204.04700229232893,0.0,0.0,0.0
285.0625,6642.0,6685.600192481853,199.846340892189,0.0,0.0,0.0
285.6875,6555.0,6564.356471329322,195.5642875466679,0.0,0.0,0.0
286.3125,6414.0,6445.2990595781575,191.3173071422683,0.0,0.0,0.0
286.9375,6328.0,6328.386552014923,187.2458525447753,0.0,0.0,0.0
287.5625,6279.0,6213.578336804758,183.51574789754872,0.0,0.0,0.0
288.1875,6106.0,6100.834584330886,180.31946378131994,0.0,0.0,0.0
288.8125,5993.0,5990.11623590563,177.87728991427392,0.0,0.0,0.0
289.4375,5843.0,5881.38499323511,176.43840805228123,0.0,0.0,0.0
290.0625,5792.0,5774.603305523588,176.2818117522417,0.0,0.0,0.0
290.6875,5641.0,5669.73435927087,177.71711314715182,0.0,0.0,0.0
291.3125,5522.0,5566.742066754741,181.08519707683104,0.0,0.0,0.0
291.9375,5464.0,5465.591054562851,186.75871276469954,0.0,0.0,0.0
292.5625,5441.0,5366.246653198647,195.1424161011215,0.0,0.0,0.0
293.1875,5249.0,5268.674884915896,206.67333943669794,0.0,0.0,0.0
293.8125,5091.0,5172.842454267051,221.82077788331304,0.0,0.0,0.0
294.4375,5008.0,5078.716734945074,241.08611176832028,0.0,0.0,0.0
295.0625,4988.0,4986.265761299148,265.00243210871815,0.0,0.0,0.0
295.6875,4909.0,4895.458215944725,294.13399133997893,0.0,0.0,0.0
296.3125,4821.0,4806.263419659997,329.0754542534326,0.0,0.0,0.0
296.9375,4707.0,4718.651320694498,370.4509782403155,0.0,0.0,0.0
297.5625,4659.0,4632.592483772287,418.9130886940721,0.0,0.0,0.0
298.1875,4583.0,4548.058080035736,475.14138020703564,0.0,0.0,0.0
298.8125,4439.0,4465.019876784975,539.8410354734381,0.0,0.0,0.0
299.4374999999999,4389.0,4383.450226537802,613.7411601160679,0.0,0.0,0.0
