mass_MeV,signed_r,A_hat_window,sigma_A_window,raw_twice_delta_nll,null_feasible_fallback,diagonal_load_relative,lane
83,0.3252359084258812,2154.5560809485205,6699.162606917487,0.10577839612960815,False,1e-06,inject_66
84,0.12827051784585422,851.0333441248772,6609.404622979564,0.016453325748443604,False,1e-06,inject_66
85,-0.10626737789081973,-694.2973746123678,6550.192393899029,0.011292755603790283,False,1e-06,inject_66
86,-0.33388531202860655,-2065.352783757934,6600.288565283889,0.11147940158843994,False,1e-06,inject_66
87,-0.47804012417877606,-3060.6610731108026,6435.083661956318,0.22852236032485962,False,1e-06,inject_66
88,-0.58985764442904,-3766.7541926760964,6371.334119648911,0.34793204069137573,False,1e-06,inject_66
60,-0.22728167863037274,-1541.636175687779,6782.689901242896,0.05165696144104004,False,1e-06,inject_78
61,0.1551384489022283,1088.297098321153,7015.623651620314,0.024067938327789307,False,1e-06,inject_78
62,0.7690495178912607,5196.067597865746,6758.2652894736175,0.5914371609687805,False,1e-06,inject_78
63,1.0165911847115294,7002.596532259281,6848.582755926818,1.033457636833191,False,1e-06,inject_78
64,1.3390034746049466,9123.662057688303,6817.711494111554,1.7929303050041199,False,1e-06,inject_78
65,1.1069781240181527,7725.222666228058,6966.465313739453,1.2254005670547485,False,1e-06,inject_78
66,0.9140729659043763,6521.082838810684,7135.7130859564695,0.8355293869972229,False,1e-06,inject_78
67,0.4914605357837795,3421.577709891166,6962.688346388349,0.24153345823287964,False,1e-06,inject_78
68,-0.15641127845996267,-1105.5865226351248,7062.220432239473,0.02446448802947998,False,1e-06,inject_78
69,-0.9794110067695148,-6844.484349175761,6984.627080391607,0.9592459201812744,False,1e-06,inject_78
70,-1.6913688426473406,-11532.593557769847,6815.7619242857345,2.8607285618782043,False,1e-06,inject_78
71,-2.428814832476828,-16640.489769976175,6865.807497348031,5.899141490459442,False,1e-06,inject_78
72,-2.497853227615249,-16775.405328329398,6713.5408484342315,6.239270746707916,False,1e-06,inject_78
73,-1.9892805395012563,-13756.387952187302,6914.304543044291,3.9572370648384094,False,1e-06,inject_78
74,-1.0015428978583283,-6934.104269926255,6925.775214654488,1.0030881762504578,False,1e-06,inject_78
75,0.21636273328717973,1494.731373690337,6896.666854877052,0.04681283235549927,False,1e-06,inject_78
76,1.5146826734676477,10371.223744988163,6848.303004196058,2.2942636013031006,False,1e-06,inject_78
77,2.517685845721418,17302.75761581975,6873.284796112009,6.338742017745972,False,1e-06,inject_78
78,2.9426178178397775,19644.17455134024,6684.662466859828,8.658999621868134,False,1e-06,inject_78
79,2.6642008211354673,17659.756521061463,6651.9098273377895,7.097966015338898,False,1e-06,inject_78
80,1.7657987964805764,11946.983144048168,6767.268309067321,3.118045389652252,False,1e-06,inject_78
81,0.668825993721098,4384.061263281773,6553.250341097545,0.44732820987701416,False,1e-06,inject_78
82,-0.5971067308294737,-4014.8118177899637,6722.417469620146,0.3565364480018616,False,1e-06,inject_78
83,-1.4817130463589039,-9932.523860106981,6703.059558803815,2.195473551750183,False,1e-06,inject_78
84,-1.8322155662493735,-12047.694422372268,6612.609454507333,3.3570138812065125,False,1e-06,inject_78
85,-1.8561674228115321,-12167.801179624525,6552.915419048465,3.4453575015068054,False,1e-06,inject_78
86,-1.6069731891474996,-10623.86525483658,6602.449022215321,2.5823628306388855,False,1e-06,inject_78
87,-1.1942315792925395,-7695.522726858433,6436.1387725320255,1.4261890649795532,False,1e-06,inject_78
88,-0.7086997393459455,-4649.3739117958785,6371.305338333368,0.5022553205490112,False,1e-06,inject_78
60,-0.27628824029749177,-1865.603677834559,6783.233441388841,0.07633519172668457,False,1e-07,inject_80
61,-0.22926702613794991,-931.7099288991409,7017.649679017893,0.052563369274139404,False,1e-06,inject_80
62,0.2773427828919648,1825.7595745330013,6760.75155920828,0.07691901922225952,False,1e-06,inject_80
63,0.4312088131241054,3088.987317656941,6851.274273067368,0.18594104051589966,False,1e-06,inject_80
64,0.80605880776922,5497.147122747954,6819.973850955427,0.6497308015823364,False,1e-06,inject_80
65,0.683532363315168,4779.0789597543235,6968.160727457975,0.46721649169921875,False,1e-06,inject_80
66,0.7399494357489639,5295.767034708185,7136.2583090605685,0.54752516746521,False,1e-06,inject_80
67,0.6437855886603222,4528.794692368871,6962.072614317274,0.41445988416671753,False,1e-06,inject_80
68,0.4151133033324476,2930.435163928095,7060.1063026224265,0.17231905460357666,False,1e-06,inject_80
69,-0.03743003039600097,-261.7229525275879,6981.666885465607,0.0014010071754455566,False,1e-06,inject_80
70,-0.5257956492930702,-3583.054962935326,6812.943377567969,0.27646106481552124,False,1e-06,inject_80
71,-1.2522739945449168,-8597.994492484873,6863.301477272159,1.5681901574134827,False,1e-06,inject_80
72,-1.607564611575112,-10776.344524858909,6711.699102423722,2.5842639803886414,False,1e-06,inject_80
73,-1.7203379491436008,-11883.580011284655,6913.250995825879,2.959562659263611,False,1e-06,inject_80
74,-1.5937332638628479,-11054.603976951457,6925.456732553831,2.539985716342926,False,1e-06,inject_80
75,-1.2542117688422059,-8648.967117085525,6896.43700527879,1.573047161102295,False,1e-06,inject_80
76,-0.5494215394184958,-3761.70663041851,6847.943819367045,0.30186402797698975,False,1e-06,inject_80
77,0.4025466555453505,2765.6650876055364,6872.674844795471,0.16204380989074707,False,1e-06,inject_80
78,1.3869810259304365,9269.26796492926,6684.0264629265275,1.9237163662910461,False,1e-06,inject_80
79,2.131264428679995,14109.859625679544,6651.21546269811,4.542288064956665,False,1e-06,inject_80
80,2.3642792919369704,15979.906571868878,6766.639736962694,5.589816570281982,False,1e-06,inject_80
81,2.1551844825242283,14084.42839782618,6552.632642103216,4.644820153713226,False,1e-06,inject_80
82,1.3013495272154192,8745.891363144905,6721.744384283814,1.6935105919837952,False,1e-06,inject_80
83,0.33333117762504333,2233.312131850225,6702.097643073326,0.1111096739768982,False,1e-06,inject_80
84,-0.474814790455811,-3139.846255427629,6611.746370716725,0.2254490852355957,False,1e-06,inject_80
85,-1.132298556847593,-7419.451450057521,6552.279821369237,1.2821000218391418,False,1e-06,inject_80
86,-1.4779467073944932,-9758.56465990402,6602.0639642337865,2.184326469898224,False,1e-06,inject_80
87,-1.538115117840757,-9900.599435205619,6436.479756595617,2.3657981157302856,False,1e-06,inject_80
88,-1.3741878148208377,-8759.10823103421,6372.277752068127,1.888392150402069,False,1e-06,inject_80
