mass_MeV,dataset_set,eps2_current,density_current_events_per_GeV,density_2021_full_equivalent_events_per_GeV,density_2015,density_2016,density_2021,projection_scale,eps2_observed_equivalent,babar_eps2_90_logy,current_over_babar,proxy_over_babar
146,2016+2021,2.2682639159798321e-06,572459909.19949746,5348968692.2473345,0,41736711.083071113,530723198.11642635,0.32714290864362522,7.4204645504502182e-07,3.5082573180429717e-07,6.4655004190090279,2.1151426129111908
147,2016+2021,2.391363738588981e-06,556678799.46144629,5210208861.837636,0,39619903.641869649,517058895.81957662,0.32686978273786282,7.8166454567978364e-07,4.5936850401429351e-07,5.2057633853682148,1.7016067467600298
148,2016+2021,2.5377539731978325e-06,541303080.32432234,5074439272.1074944,0,37621281.23730319,503681799.08701915,0.32660754972908668,8.2884960700139842e-07,6.1383212668536572e-07,4.1342801441518855,1.3502871077750629
149,2016+2021,2.7223336554016774e-06,526349409.30385602,4942148579.929677,0,35705057.012098156,490644352.29175788,0.32634665907674171,8.884244933325112e-07,6.4589864078635359e-07,4.2148000994201729,1.3754859311220919
150,2016+2021,2.8245772679168495e-06,511859615.52269465,4813381996.7836561,0,33912684.271476708,477946931.25121796,0.32609960175416747,9.21093522191559e-07,4.3975108431461347e-07,6.4231274661190989,2.0945793087176932
151,2016+2021,2.9327953834725376e-06,497690333.10358965,4686926182.8017397,0,32219683.137128618,465470649.96646106,0.32586337095791207,9.5569058998816353e-07,3.2199561943237743e-07,9.1081841071085012,2.9680235764476568
152,2016+2021,2.9758521159956498e-06,484003143.80366117,4564267584.1677532,0,30640428.207650982,453362715.59601021,0.32564059724672917,9.6905826037076618e-07,3.9148958160394374e-07,7.6013571135239424,2.4753104703336102
153,2016+2021,3.0948758810580665e-06,470784018.87025225,4445584964.6526155,0,29139469.338878542,441644549.53137368,0.32542161682727178,1.0071395130936432e-06,5.5980139855655953e-07,5.5285247393775059,1.7991014593577992
154,2016+2021,3.1883400535043988e-06,457890361.51230347,4329369961.0779161,0,27725961.560568739,430164399.95173472,0.32521337702667735,1.0368908359095826e-06,5.7512334449654595e-07,5.5437500216504381,1.8029016659326544
155,2016+2021,3.6984608799002701e-06,445398942.96647781,4216455126.5846233,0,26392700.342239466,419006242.62423837,0.32501308773426185,1.2020481904407618e-06,5.948084488765503e-07,6.2179023967897074,2.0208996572108902
156,2016+2021,4.2682018818393067e-06,433149935.05458719,4105320472.8426733,0,25130986.411466565,408018948.64312065,0.32482211834144487,1.3864063767679849e-06,7.5579066239347278e-07,5.6473334406151139,1.8343788111610815
157,2016+2021,4.7696759011306252e-06,421278904.35774338,3997467475.4116783,0,23924618.685083944,397354285.67265946,0.32463279183273441,1.5483932039213481e-06,9.8849241923686839e-07,4.8252023063696221,1.5664188958745195
158,2016+2021,5.2160123163476773e-06,409838084.89906663,3893195086.6364141,0,22798418.039361373,387039666.85970527,0.32445395574029784,1.6923558292291176e-06,1.0993815443726502e-06,4.744496888315636,1.5393707834115422
159,2016+2021,5.547701760158401e-06,398541598.51105964,3789855635.0005145,0,21728927.790009107,376812670.72105056,0.32428398087226518,1.7990308114762387e-06,9.6361774369023133e-07,5.7571602396123884,1.8669548410210293
160,2016+2021,5.7661464801252099e-06,387734488.44176787,3690783304.9503789,0,20729064.385255519,367005424.05651236,0.32412157648233009,1.8689324873662217e-06,8.1108250288012081e-07,7.1091984596509716,2.304244612267826
161,2016+2021,5.6784216769359265e-06,377183876.41526556,3593882385.0064902,0,19772931.0162406,357410945.39902496,0.32396241645282037,1.8395952080982392e-06,6.7286181686032938e-07,8.4392092620625494,2.7339866254888063
162,2016+2021,5.3025405986129306e-06,366895814.7013846,3499208708.2741499,0,18861048.748855088,348034765.95252949,0.32380716593764741,1.7170006435061695e-06,4.996846964935314e-07,10.611773055734506,3.4361681587508786
163,2016+2021,4.849011918685275e-06,356914480.25420922,3407011867.4847345,0,18014770.561928626,338899709.69228059,0.32366464371937803,1.5694537150522872e-06,4.2173727082280295e-07,11.497707824648572,3.7214015066543848
164,2016+2021,4.303705886355318e-06,347193111.80326164,3317056909.7100081,0,17208245.369178731,329984866.43408293,0.3235259259427824,1.3923604318685073e-06,3.5515798511544954e-07,12.117722441060511,3.9203973730617352
165,2016+2021,3.7773938342436222e-06,337683003.46053892,3229000455.9076147,0,16425508.744197184,321257494.71634173,0.32338550352565038,1.2215544071015609e-06,3.1842226766444497e-07,11.862844461067212,3.8362719292886931
166,2016+2021,3.3286769745908335e-06,328501953.48604029,3143702004.8843317,0,15701947.775119018,312800005.71092129,0.32325726356678502,1.0760190101039977e-06,3.1400332960000001e-07,10.600769676013122,3.4267757971697561
167,2016+2021,2.882076248620888e-06,319626735.64677328,3061155699.5488195,0,15012406.324323721,304614329.32244956,0.32313116012352283,9.3128864178131819e-07,3.3767681982221011e-07,8.5350135971380183,2.7579288453132498
168,2016+2021,2.5656444283129036e-06,310896831.63568503,2979823360.9973578,0,14349439.484388027,296547392.15129697,0.32300770924262157,8.2872292952044643e-07,3.9348999858468414e-07,6.5202278013191828,2.1060838458441644
169,2016+2021,2.2661171864717229e-06,302349800.15865654,2899890748.8066959,0,13734139.19776326,288615660.96089327,0.32289701088896067,7.3172246583582086e-07,4.8572391501110481e-07,4.6654428914003834,1.5064575641063338
170,2016+2021,2.1182111964352926e-06,294050470.76339018,2822160124.4743695,0,13149398.128836924,280901072.63455325,0.32279003124286965,6.8373745827634444e-07,6.6005165290452403e-07,3.2091597485048498,1.0358847754832401
171,2016+2021,2.0113206240400367e-06,286091895.69425398,2747609775.7545953,0,12589909.020882718,273501986.67337126,0.32268237983739856,6.4901772558128057e-07,8.9529443999999987e-07,2.2465465372934035,0.72492098306930253
172,2016+2021,1.9122957905475226e-06,278421905.15417069,2675580829.7275634,0,12070913.534904854,266350991.61926582,0.32258388102996421,6.1687579779208343e-07,1.1166771462599978e-06,1.7124876218271594,0.55242090326477877
173,2016+2021,1.9143938375454056e-06,270952083.42386329,2605434977.3266878,0,11565095.212438388,259386988.21142492,0.32248248206553703,6.1735847638261086e-07,1.2105018576555672e-06,1.5814877320825407,0.5100020891981748
174,2016+2021,2.0375408332485607e-06,263593177.65436941,2536113670.9232116,0,11090900.624498071,252502277.02987134,0.32239086332770317,6.5688454829645113e-07,1.1467129979561043e-06,1.7768533511700517,0.57284128589043548
175,2016+2021,2.3167229612100777e-06,256544814.67950717,2469812034.1539321,0,10626234.737904442,245918579.94160274,0.32229210674037057,7.4666152390218576e-07,1.053147734444945e-06,2.1998081422366562,0.70898080058607271
176,2016+2021,2.5818807981599391e-06,249655002.34178591,2404822373.6361637,0,10191961.086855039,239463041.25493088,0.3222022985745539,8.3188792781263628e-07,1.0267028576069903e-06,2.5147303126999305,0.81025188704702444
177,2016+2021,3.1271685038881895e-06,242934118.11081791,2341299157.0309424,0,9782447.1196929626,233151670.99112496,0.32211859913618707,1.0073191377352696e-06,1.0213523781071898e-06,3.0617919641833904,0.98626013834918846
178,2016+2021,3.9047307869496007e-06,236404818.46971935,2279579155.5967278,0,9385447.6778295282,227019370.79188982,0.32203333047411231,1.2574534599261815e-06,8.7037177286461687e-07,4.4862792069854578,1.4447314344622866
179,2016+2021,4.8790662384682611e-06,230004616.20972583,2218943825.053534,0,9011370.7826360501,220993245.42708978,0.32195496161223774,1.5708395835096142e-06,6.8015800124769157e-07,7.1734306286451561,2.3095215826735016
180,2016+2021,5.6402212548599452e-06,223804095.98228487,2160200139.936028,0,8648979.9874245021,215155115.99486038,0.32187483247236176,1.815445271515099e-06,5.1221143344814143e-07,11.011509869841642,3.544327894623037
181,2021,7.0945775109059235e-06,209423665.46438509,2094236654.6438508,0,0,209423665.46438509,0.31622776601683794,2.2435023971070788e-06,4.3373863472897025e-07,16.35680325166123,5.1724753514497817
182,2021,7.1694241069041233e-06,203890389.41582435,2038903894.1582437,0,0,203890389.41582435,0.31622776601683794,2.2671709689535543e-06,4.0663064737540331e-07,17.631293049796312,5.5755044131252891
183,2021,7.1864188681788101e-06,198621214.40460414,1986212144.0460415,0,0,198621214.40460414,0.31622776601683794,2.2725451843454381e-06,3.7089164851180516e-07,19.376060089285275,6.1272481962426957
184,2021,6.7045278396222065e-06,193360941.65798712,1933609416.5798712,0,0,193360941.65798712,0.31622776601683794,2.1201578609214271e-06,3.3108951894334677e-07,20.249894533113952,6.4035789102832048
185,2021,6.158231036899832e-06,188216407.43907794,1882164074.3907795,0,0,188216407.43907794,0.31622776601683794,1.9474036434143892e-06,3.1214568999999982e-07,19.728707568891423,6.2387651209100161
186,2021,5.5382234339401307e-06,183203373.06387761,1832033730.6387761,0,0,183203373.06387761,0.31622776601683794,1.7513400242169884e-06,2.907764692403318e-07,19.04632602634257,6.0229771301386688
187,2021,4.7591326261566946e-06,178278504.14348978,1782785041.4348979,0,0,178278504.14348978,0.31622776601683794,1.5049698785473787e-06,2.7032954697812962e-07,17.604929536399219,5.5671675381793717
188,2021,4.1332860097431463e-06,173567784.67781383,1735677846.7781382,0,0,173567784.67781383,0.31622776601683794,1.3070598011697254e-06,2.6811232532826942e-07,15.416247666654129,4.875045559988326
189,2021,3.6311665190690296e-06,168874228.16818193,1688742281.6818192,0,0,168874228.16818193,0.31622776601683794,1.1482756763603371e-06,3.2560800942573405e-07,11.151956997228719,3.5265584479494825
190,2021,3.289509020784863e-06,164378838.92039412,1643788389.2039413,0,0,164378838.92039412,0.31622776601683794,1.0402340889350333e-06,4.6373523114733318e-07,7.0935068113031807,2.2431638121636284
191,2021,3.146690384086126e-06,160024504.07567304,1600245040.7567306,0,0,160024504.07567304,0.31622776601683794,9.9507087050622141e-07,5.3949916009042914e-07,5.8326140555226962,1.8444345128163513
192,2021,3.0346978065075724e-06,155718995.15263289,1557189951.526329,0,0,155718995.15263289,0.31622776601683794,9.5965570788808805e-07,4.2294250599965694e-07,7.1752017436384934,2.2689980181109215
193,2021,3.0720036234424384e-06,151601184.85939226,1516011848.5939226,0,0,151601184.85939226,0.31622776601683794,9.7145284303683373e-07,3.5749055807508123e-07,8.5932440844976021,2.7174223796780845
194,2021,3.2732961316595478e-06,147523768.56605715,1475237685.6605716,0,0,147523768.56605715,0.31622776601683794,1.0351071232262562e-06,4.0034716712714187e-07,8.1761441079961923,2.585523785903368
195,2021,3.512925121479368e-06,143578408.52099311,1435784085.2099311,0,0,143578408.52099311,0.31622776601683794,1.1108844633498495e-06,4.6810400576191242e-07,7.5045824821805001,2.3731573532290358
196,2021,3.7945487853541632e-06,139755894.53025791,1397558945.3025792,0,0,139755894.53025791,0.31622776601683794,1.199941685434453e-06,5.0621575053031407e-07,7.4959121311001793,2.3704155474763247
197,2021,4.1875557177634991e-06,136004179.86803293,1360041798.6803293,0,0,136004179.86803293,0.31622776601683794,1.3242213896993876e-06,5.1002033207818754e-07,8.210566235076163,2.596409018251415
198,2021,4.6780750438185798e-06,132354320.73115931,1323543207.3115931,0,0,132354320.73115931,0.31622776601683794,1.4793372203658707e-06,5.5148343779421397e-07,8.4827117610813971,2.6824689899715271
199,2021,5.2923191144621223e-06,128788002.15036236,1287880021.5036235,0,0,128788002.15036236,0.31622776601683794,1.6735782506145669e-06,6.3259740799502327e-07,8.3660145419118717,2.6455660890531711
200,2021,5.5765465216868967e-06,125353032.55969113,1253530325.5969114,0,0,125353032.55969113,0.31622776601683794,1.7634588486420156e-06,6.9531443998518117e-07,8.0201793620246775,2.5362034027074127
201,2021,5.908629402981996e-06,122019355.53382406,1220193555.3382406,0,0,122019355.53382406,0.31622776601683794,1.8684726763263995e-06,8.4784092480000077e-07,6.9690306638309503,2.2038009981261024
202,2021,6.26832555534087e-06,118808713.66471365,1188087136.6471364,0,0,118808713.66471365,0.31622776601683794,1.9822185870316985e-06,9.7904081880928081e-07,6.4025170707023946,2.0246536701528877
203,2021,7.0675469499633387e-06,115574322.00533302,1155743220.0533302,0,0,115574322.00533302,0.31622776601683794,2.2349545832060233e-06,9.1528585141391405e-07,7.7216827279101308,2.4418104789378239
204,2021,7.577166658936389e-06,112452833.18684237,1124528331.8684237,0,0,112452833.18684237,0.31622776601683794,2.3961104852927219e-06,7.8879030387843039e-07,9.606059584759036,3.0377027627129838
205,2021,8.3008040612427059e-06,109447447.25856656,1094474472.5856657,0,0,109447447.25856656,0.31622776601683794,2.6249447244302763e-06,7.0778783461465278e-07,11.727813979399613,3.7086604149665816
206,2021,8.6992282593630991e-06,106491864.68179588,1064918646.8179588,0,0,106491864.68179588,0.31622776601683794,2.7509375185289383e-06,6.9675856818340518e-07,12.485283506514746,3.9481933113520311
207,2021,9.0243929821441681e-06,103594993.30477582,1035949933.0477582,0,0,103594993.30477582,0.31622776601683794,2.8537636324014804e-06,6.3871753454813301e-07,14.128926315649943,4.4679588050144945
208,2021,9.4698367232661978e-06,100755569.91566654,1007555699.1566653,0,0,100755569.91566654,0.31622776601683794,2.9946253115426827e-06,5.4539618009717693e-07,17.363225245873362,5.4907339303496956
209,2021,9.5836461318329872e-06,97975291.247308254,979752912.47308254,0,0,97975291.247308254,0.31622776601683794,3.0306150065654557e-06,5.5387630364370863e-07,17.302863597497119,5.4716459011305814
210,2021,9.4158994986901087e-06,95309478.673968509,953094786.73968506,0,0,95309478.673968509,0.31622776601683794,2.9775688635098375e-06,6.8469806104247536e-07,13.751900340354537,4.3487327231165089
211,2021,8.7890281343719582e-06,92716703.498118624,927167034.98118627,0,0,92716703.498118624,0.31622776601683794,2.7793347323915812e-06,8.2883197606145231e-07,10.604113243961416,3.3533150417274831
212,2021,9.3422725413384775e-06,90185144.733728632,901851447.33728635,0,0,90185144.733728632,0.31622776601683794,2.9542859752679139e-06,7.8860233990366967e-07,11.846620366964251,3.7462302934946776
213,2021,9.0449514012839017e-06,87692400.078589007,876924000.7858901,0,0,87692400.078589007,0.31622776601683794,2.8602647753588762e-06,2.1125054440000009e-07,42.816227655051186,13.539680020625191
214,2021,8.7869849956416764e-06,85297275.729524121,852972757.29524124,0,0,85297275.729524121,0.31622776601683794,2.7786886351952417e-06,4.7195768984028176e-07,18.618162570071348,5.8875799568719724
215,2021,7.9394244345126905e-06,82936171.061957076,829361710.61957073,0,0,82936171.061957076,0.31622776601683794,2.5106664523854451e-06,2.9958172038785774e-07,26.50169851562973,8.3805729172493404
216,2021,7.3697866233376201e-06,80666190.611490846,806661906.11490846,0,0,80666190.611490846,0.31622776601683794,2.3305311599188313e-06,1.2378960570000001e-07,59.534777428712815,18.826549666591522
217,2021,6.8708480896867707e-06,78431109.941183269,784311099.41183269,0,0,78431109.941183269,0.31622776601683794,2.1727529420427061e-06,1.672315000431953e-07,41.0858485866123,12.992486113450466
218,2021,6.558076345988828e-06,76236851.525384739,762368515.25384736,0,0,76236851.525384739,0.31622776601683794,2.0738458322599148e-06,1.7360566440381798e-07,37.775704891369898,11.945726767509242
219,2021,6.1931630138637862e-06,74103158.476423889,741031584.76423883,0,0,74103158.476423889,0.31622776601683794,1.9584501044522523e-06,3.682325863762555e-07,16.818617479811223,5.3185138331324442
220,2021,6.1130625573852767e-06,72056230.155685082,720562301.55685079,0,0,72056230.155685082,0.31622776601683794,1.9331201160431244e-06,2.4748487462944139e-07,24.700752183495467,7.8110636819223043
221,2021,6.1611715066547465e-06,70072537.025922567,700725370.25922561,0,0,70072537.025922567,0.31622776601683794,1.9483335015960261e-06,2.6008176089944847e-07,23.689364011330067,7.4912346596625863
222,2021,6.1446945299433183e-06,68109664.16035153,681096641.60351527,0,0,68109664.16035153,0.31622776601683794,1.9431230240598596e-06,1.5529296970334316e-07,39.568401207611366,12.512627118740893
223,2021,6.4411289085788728e-06,66214738.059975564,662147380.59975564,0,0,66214738.059975564,0.31622776601683794,2.0368638053863705e-06,2.0127663448621044e-07,32.001374253006787,10.119723089497093
224,2021,6.9474073764821882e-06,64362913.746711552,643629137.46711552,0,0,64362913.746711552,0.31622776601683794,2.1969631142738632e-06,2.7734813079506401e-07,25.049411209537642,7.9213193468292262
225,2021,7.7466769979608701e-06,62544678.250818081,625446782.50818086,0,0,62544678.250818081,0.31622776601683794,2.4497143611191906e-06,2.1987685397835508e-07,35.231889386244639,11.141301673164484
226,2021,8.3455708369706801e-06,60771554.152976394,607715541.52976394,0,0,60771554.152976394,0.31622776601683794,2.6391012219105108e-06,2.1686462116559008e-07,38.482859915625887,12.169348821057296
227,2021,8.9661919064099596e-06,59077484.039820164,590774840.3982017,0,0,59077484.039820164,0.31622776601683794,2.8353588362422749e-06,4.0095466122756792e-07,22.362109169547878,7.071519826110773
228,2021,9.6387314731132524e-06,57436780.43420136,574367804.3420136,0,0,57436780.43420136,0.31622776601683794,3.0480345209787891e-06,2.2320806780399126e-07,43.182719907675754,13.655575046935137
229,2021,1.0575851667671191e-05,55831675.293223605,558316752.93223608,0,0,55831675.293223605,0.31622776601683794,3.3443779465931106e-06,3.0763090380000002e-07,34.378378560259556,10.871397851392038
230,2021,1.1214531799961667e-05,54262302.354147367,542623023.54147363,0,0,54262302.354147367,0.31622776601683794,3.5463463380266663e-06,2.1101160959999997e-07,53.146515593242832,16.806403897630222
231,2021,1.173275739444626e-05,52721717.822498925,527217178.22498924,0,0,52721717.822498925,0.31622776601683794,3.7102236600632771e-06,3.4221900075110432e-07,34.284354079391072,10.841664699856103
232,2021,1.2528952273812423e-05,51251552.386992052,512515523.86992049,0,0,51251552.386992052,0.31622776601683794,3.9620025880792848e-06,3.393733146191407e-07,36.91790642959937,11.674467076250867
233,2021,1.2479428425154274e-05,49805482.399550624,498054823.99550623,0,0,49805482.399550624,0.31622776601683794,3.9463417720535623e-06,2.4994517909123521e-07,49.928662239166542,15.78882932010089
234,2021,1.3230422490996481e-05,48395595.204147421,483955952.04147422,0,0,48395595.204147421,0.31622776601683794,4.1838269477867455e-06,3.2729374922395028e-07,40.423694379642988,12.783094567821911
235,2021,1.3520166014079317e-05,47012739.219878465,470127392.19878465,0,0,47012739.219878465,0.31622776601683794,4.2754518948090784e-06,1.9433728345528955e-07,69.570623679062862,22.000162906428173
236,2021,1.3863108621467995e-05,45679826.441246986,456798264.41246986,0,0,45679826.441246986,0.31622776601683794,4.3838998694155899e-06,2.9341722240000011e-07,47.247085593936802,14.940840328176961
237,2021,1.4620616591020218e-05,44384391.872122183,443843918.7212218,0,0,44384391.872122183,0.31622776601683794,4.6234449223670403e-06,3.4044907853757841e-07,42.945090801314684,13.580430125489999
238,2021,1.5178621053950689e-05,43150069.974407554,431500699.74407554,0,0,43150069.974407554,0.31622776601683794,4.799901427106969e-06,2.8246157893574849e-07,53.736940475728801,16.993112639219518
239,2021,1.5335222957824639e-05,41910564.95451811,419105649.5451811,0,0,41910564.95451811,0.31622776601683794,4.8494232973230116e-06,4.8911377133959243e-07,31.353079500960053,9.9147142883369153
240,2021,1.5582413399606394e-05,40722504.224758573,407225042.24758571,0,0,40722504.224758573,0.31622776601683794,4.927591778508371e-06,5.3705446559999961e-07,29.014586783479501,9.1752179604413939
241,2021,1.6368779030929009e-05,39555789.667357668,395557896.67357671,0,0,39555789.667357668,0.31622776601683794,5.1762624253739416e-06,2.5120230040805024e-07,65.16174017650215,20.605951525784906
242,2021,1.7767234060014186e-05,38433549.776148953,384335497.76148951,0,0,38433549.776148953,0.31622776601683794,5.6184927350965593e-06,2.2980564521563293e-07,77.314175826023344,24.448889102896377
243,2021,1.8530970777911485e-05,37332878.581611663,373328785.81611663,0,0,37332878.581611663,0.31622776601683794,5.8600074912222546e-06,3.8385445065082262e-07,48.276034696204121,15.266222604131988
244,2021,2.0609692230117302e-05,36240747.787831157,362407477.87831157,0,0,36240747.787831157,0.31622776601683794,6.5173569322245769e-06,3.2444073967256808e-07,63.523749363033154,20.087973350085505
245,2021,2.1715395215388876e-05,35231160.942734629,352311609.42734629,0,0,35231160.942734629,0.31622776601683794,6.8670109171351553e-06,3.2247888198906886e-07,67.338968311496956,21.294451515023326
246,2021,2.3329809487619679e-05,34231611.465346351,342316114.65346348,0,0,34231611.465346351,0.31622776601683794,7.3775335358684013e-06,2.5354075121957614e-07,92.016014685604361,29.098018761801217
247,2021,2.62280652034108e-05,33240766.184267055,332407661.84267056,0,0,33240766.184267055,0.31622776601683794,8.2940424662185593e-06,1.9176596477143454e-07,136.77122128878278,43.250857763546371
248,2021,2.7800817599385914e-05,32306957.309929177,323069573.0992918,0,0,32306957.309929177,0.31622776601683794,8.7913904428953994e-06,4.0679198979100746e-07,68.341605284973284,21.611513165271628
249,2021,2.9713014296251179e-05,31367919.805807769,313679198.05807769,0,0,31367919.805807769,0.31622776601683794,9.3960801325298785e-06,3.4226308935218654e-07,86.813376085893609,27.45279998002172
250,2021,3.2240162081329515e-05,30463229.356406078,304632293.56406081,0,0,30463229.356406078,0.31622776601683794,1.0195234430999601e-05,3.7967806997928836e-07,84.914469995826281,26.852313149283962
