mass_MeV,A90_full_template_events,A90_fitted_window_events,eps2_90,dimuon_factor,eps2_observed,p0_local_asymptotic,Z_local_asymptotic
87,20040.125968237953,19542.486519356269,9.5604203535771433e-06,1,9.5604203535771433e-06,0.0097744866547442109,2.3348937238323058
88,22389.089408701475,21792.349591138296,1.0956476152608979e-05,1,1.0956476152608979e-05,0.0026331308669146365,2.790279133755591
89,24081.757747676616,23505.169411093564,1.2103759897480822e-05,1,1.2103759897480822e-05,0.00090862935808558646,3.1185782635635535
90,25449.938593938736,24795.959145775199,1.3152097101427239e-05,1,1.3152097101427239e-05,0.00030888909811282967,3.4236866105162984
91,25048.121477400317,24467.983112218961,1.3323124361087852e-05,1,1.3323124361087852e-05,0.00033556834069587376,3.4011065295325404
92,23525.314831325057,22940.63169640876,1.2891370387710144e-05,1,1.2891370387710144e-05,0.0009184035102576181,3.1154239560980264
93,20106.20651565753,19654.360122060254,1.1358973160156414e-05,1,1.1358973160156414e-05,0.0073375071513167257,2.4403013552063042
94,13848.862357858157,13514.976540974425,8.074201120130147e-06,1,8.074201120130147e-06,0.089316789707278355,1.3449741598220919
95,9671.2747344711061,9421.6048667126215,5.8233933161585713e-06,1,5.8233933161585713e-06,0.34711060876558658,0.39313304644235597
96,6377.6731868784263,6228.1016433328523,3.9704308994725568e-06,1,3.9704308994725568e-06,0.5,0
97,4438.7682881929904,4327.3342259183246,2.8587438695360948e-06,1,2.8587438695360948e-06,0.5,0
98,3038.2324032813485,2968.7413145866917,2.0254747679931948e-06,1,2.0254747679931948e-06,0.5,0
99,2537.0881082447713,2474.9937151241443,1.7523041834873133e-06,1,1.7523041834873133e-06,0.5,0
100,2179.374497377336,2122.4007818074151,1.5610985146448611e-06,1,1.5610985146448611e-06,0.5,0
101,2090.1246803165814,2040.1377423847705,1.5529674046134087e-06,1,1.5529674046134089e-06,0.5,0
102,2020.948815776801,1969.3445595931751,1.5588373049388221e-06,1,1.5588373049388219e-06,0.5,0
103,2023.3168253266929,1975.9317574130607,1.6208021801378416e-06,1,1.6208021801378416e-06,0.5,0
104,2149.624012193442,2095.8986113223377,1.7894689254143975e-06,1,1.7894689254143975e-06,0.5,0
105,2386.9090123699211,2332.0618684468172,2.0656462739798725e-06,1,2.0656462739798725e-06,0.5,0
106,2794.7989778199449,2726.3010742430401,2.5157446449264872e-06,1,2.5157446449264872e-06,0.49993112920156918,0.00017263349150062197
107,3270.9239122714439,3185.5604917307746,3.0635576933201411e-06,1,3.0635576933201411e-06,0.5,0
108,4041.1419214518082,3943.8474779006328,3.9407161287175998e-06,1,3.9407161287175998e-06,0.5,0
109,5200.7151397816624,5067.4622354631456,5.2828445842767964e-06,1,5.2828445842767964e-06,0.5,0
110,8024.2214027067139,7834.1490938634533,8.4918562235352665e-06,1,8.4918562235352665e-06,0.28563176987266142,0.56619159972061128
111,9321.8199997777319,9086.9756466198323,1.0283886445931733e-05,1,1.0283886445931732e-05,0.12742351207742597,1.1386551307768831
112,11947.034155463125,11668.221826252184,1.3747277775890464e-05,1,1.3747277775890464e-05,0.036035027611998949,1.7986753193818537
113,13589.854648115492,13252.765998666233,1.631625744378539e-05,1,1.631625744378539e-05,0.010651206333456906,2.3025812934551082
114,14773.69909280422,14433.594780314392,1.8516586554152959e-05,1,1.8516586554152959e-05,0.0034105312676672491,2.7054562851753343
115,14555.918083638499,14200.011930747512,1.9046486259349674e-05,1,1.904648625934967e-05,0.0032830855957542617,2.7180812495524673
116,14935.08154317775,14547.823996775931,2.0417550562473898e-05,1,2.0417550562473895e-05,0.0012291229119734855,3.028434227231243
117,15025.163492904681,14662.642747153077,2.1462078451683069e-05,1,2.1462078451683069e-05,0.0005229154618975483,3.2778982345871315
118,13308.052804283483,12967.791585141957,1.9872213903049525e-05,1,1.9872213903049525e-05,0.0029818222760380733,2.7497736420454792
119,13716.02724986604,13389.178063487741,2.1409720830682224e-05,1,2.1409720830682224e-05,0.00075729413314736557,3.1718737668002133
120,12298.300760897417,11987.973071826895,2.008136547637599e-05,1,2.008136547637599e-05,0.0024574258259127467,2.8125622027194335
121,11560.266473455324,11287.984864256228,1.9747108389801684e-05,1,1.9747108389801684e-05,0.003808533655310285,2.6685886556510963
122,10028.882319500946,9778.9532996653143,1.7922179719008534e-05,1,1.7922179719008534e-05,0.013374747418318853,2.2151540172237647
123,8628.0604910980128,8427.0766357275807,1.6144813756920687e-05,1,1.6144813756920687e-05,0.038856589504459624,1.7641116763035951
124,7401.9261636009378,7219.6415415575875,1.4502135484107417e-05,1,1.4502135484107416e-05,0.087813270279113564,1.3543443578511309
125,6402.9578706010252,6255.3756062597531,1.31369337755368e-05,1,1.31369337755368e-05,0.161901431474746,0.98667321919360185
126,5434.3940164841433,5302.0840009392386,1.1676104751173049e-05,1,1.1676104751173049e-05,0.28120278355096889,0.57927213089945151
127,3616.5220392429533,3523.6448512686102,8.1412002714083206e-06,1,8.1412002714083206e-06,0.5,0
128,3454.22900283441,3371.0586527814821,8.1468093789993756e-06,1,8.1468093789993756e-06,0.5,0
129,3385.0907122273429,3299.1909184329124,8.3665635590028572e-06,1,8.3665635590028572e-06,0.5,0
130,3414.4056398783277,3333.0863568066816,8.8461555610223966e-06,1,8.8461555610223966e-06,0.5,0
131,3230.1774694649348,3149.1698360211308,8.7705209647099046e-06,1,8.7705209647099046e-06,0.5,0
132,3170.42297438678,3095.7284305851463,9.021714034329768e-06,1,9.021714034329768e-06,0.5,0
133,3118.6730746809726,3041.3750041668113,9.3029037701435181e-06,1,9.3029037701435181e-06,0.5,0
134,2980.5274021404416,2911.0668217106972,9.3196423577844397e-06,1,9.3196423577844397e-06,0.5,0
135,2733.0776427331616,2666.1323327515183,8.9552683654147666e-06,1,8.9552683654147666e-06,0.5,0
136,2488.0152521496884,2424.044209657091,8.5412960803792777e-06,1,8.5412960803792777e-06,0.5,0
137,2376.5151516625738,2318.9979369684365,8.5520976655760495e-06,1,8.5520976655760495e-06,0.5,0
138,1920.3603352302703,1871.6190971177191,7.2434130352841058e-06,1,7.2434130352841058e-06,0.5,0
139,1937.5459968476359,1891.2260227657532,7.6576308157831351e-06,1,7.6576308157831351e-06,0.49996556460065628,8.6316745750310983e-05
140,2057.8922843391792,2006.3480413668797,8.5205074693088975e-06,1,8.5205074693088975e-06,0.5,0
141,1455.9684171331837,1421.6009096914963,6.3186503803837374e-06,1,6.3186503803837374e-06,0.5,0
142,1417.7505562794643,1382.7228013979648,6.4459369903211857e-06,1,6.4459369903211857e-06,0.5,0
143,1383.9120068238462,1351.6748829076091,6.5917375167042055e-06,1,6.5917375167042055e-06,0.5,0
144,2117.7813849639606,2066.1978557482539,1.0563474884602586e-05,1,1.0563474884602586e-05,0.5,0
145,1363.0102923864197,1328.3370100482007,7.1188691767087732e-06,1,7.1188691767087732e-06,0.5,0
146,1373.4470192980757,1340.4880906520816,7.5080331345757487e-06,1,7.5080331345757487e-06,0.49997565049559606,6.103515625e-05
147,1377.5638585227537,1343.0731570470039,7.8789136116519159e-06,1,7.8789136116519159e-06,0.5,0
148,1478.4434279436894,1443.5163652391643,8.8449373686863252e-06,1,8.8449373686863252e-06,0.5,0
149,2456.4655348088199,2395.980154668785,1.5380838926777492e-05,1,1.5380838926777492e-05,0.5,0
150,2519.911085718551,2455.3136076929941,1.6501261230930899e-05,1,1.6501261230930899e-05,0.49997565049559606,6.103515625e-05
151,2910.5543239683452,2840.1384895581291,1.9927960120614524e-05,1,1.9927960120614524e-05,0.39821905234274074,0.25795957676077386
152,3150.7891203855811,3071.5109945735808,2.2535451678724228e-05,1,2.2535451678724228e-05,0.30233336379226911,0.51770124770374371
153,3284.8785552710892,3206.8732896920919,2.4543223192518861e-05,1,2.4543223192518861e-05,0.24983661241464533,0.67500399808008682
154,3376.0233250957226,3292.734412495889,2.6338039769264065e-05,1,2.6338039769264065e-05,0.20945818914947589,0.80830264840780863
155,3531.3195997572648,3440.9078588444422,2.8754568049545291e-05,1,2.8754568049545291e-05,0.16417237771378795,0.97745336334144139
156,3917.9104970277363,3823.2484143490019,3.3289381404800225e-05,1,3.3289381404800225e-05,0.09447343982427292,1.3137008950484619
157,4033.2773784330006,3932.2553384785047,3.5768338070915704e-05,1,3.5768338070915704e-05,0.076677532122049419,1.4277804409010948
158,4208.2114921883913,4108.7631514113918,3.8915364850746094e-05,1,3.8915364850746094e-05,0.05512403315929567,1.5970791448269837
159,4317.9495535199139,4212.2844536488865,4.1632020755189529e-05,1,4.1632020755189529e-05,0.042430875789269899,1.7231480713805503
160,4505.2911799378753,4391.2461762553703,4.5248952516963922e-05,1,4.5248952516963922e-05,0.026142481951636556,1.9407800330325689
161,4396.7801874897859,4291.8128240620817,4.6006921617317143e-05,1,4.6006921617317143e-05,0.028857344354879858,1.8978587713690591
162,4420.8643106540185,4311.8125964444698,4.8196076098669477e-05,1,4.8196076098669477e-05,0.022552583868211549,2.003672371428193
163,4125.6673800113113,4020.6210620339689,4.6801871497261619e-05,1,4.6801871497261619e-05,0.035099560911730963,1.8106236945627541
164,3681.9886319792499,3593.6246802864507,4.3459762986379628e-05,1,4.3459762986379628e-05,0.072038874466448938,1.4607729959433233
165,3402.0048235807026,3317.8302011195783,4.1813594120108261e-05,1,4.1813594120108261e-05,0.09833815972113813,1.2910789010387294
166,2994.0909227572579,2917.7902406328562,3.8263854479334975e-05,1,3.8263854479334975e-05,0.16534773256662333,0.97271400015947052
167,2926.612711389268,2856.3724273479484,3.8885153810983987e-05,1,3.8885153810983987e-05,0.15643252343039726,1.0092285303160784
168,2802.9132159524911,2733.7106081587112,3.8730292842100738e-05,1,3.8730292842100738e-05,0.15955872841017871,0.99627312746748586
169,2518.139464950913,2454.2463895696633,3.6139070503679142e-05,1,3.6139070503679142e-05,0.22268608349399971,0.76315297976331642
170,1943.6839149502905,1897.2842684745565,2.8963843528567417e-05,1,2.8963843528567417e-05,0.48403333331613574,0.040033188831002778
171,1687.0342581552093,1645.6984406047434,2.6103007480761159e-05,1,2.6103007480761159e-05,0.5,0
172,1429.4448513811515,1393.5315286392058,2.2934230179781229e-05,1,2.2934230179781229e-05,0.5,0
173,1265.3071456305468,1235.4359528102075,2.1066189821824608e-05,1,2.1066189821824608e-05,0.5,0
174,1161.2467484218873,1133.1738747290799,2.0044433972540608e-05,1,2.0044433972540608e-05,0.5,0
175,1171.6303287860155,1142.655280159966,2.0987393212315858e-05,1,2.0987393212315855e-05,0.5,0
176,1073.1288153281102,1046.007028712321,1.9928140667515196e-05,1,1.9928140667515196e-05,0.5,0
177,1095.080587654247,1069.1279824236399,2.106738603431099e-05,1,2.106738603431099e-05,0.5,0
178,1074.3920649061793,1048.4124270909153,2.1422647665541944e-05,1,2.1422647665541944e-05,0.5,0
179,1105.5146578510064,1078.2718532323941,2.2830002699672696e-05,1,2.2830002699672696e-05,0.5,0
180,1148.0250101032104,1119.2326657459744,2.4564011967894433e-05,1,2.4564011967894433e-05,0.5,0
