mass_MeV,minimum_limit_ratio,maximum_limit_ratio
225,0.7919172619409182,1.2446944165567688
226,0.8170234125391934,1.2027740507534803
227,0.8437488468229374,1.1605062761557514
228,0.8662557371202342,1.1264839363574586
229,0.8667480653102856,1.1251021052905223
230,0.8766423048817413,1.0984196704111664
231,0.8820612361252235,1.0797601327088069
232,0.8601294875129645,1.1126417403575437
233,0.8727736442275572,1.083009735086926
234,0.8393311988058834,1.1404762925930687
235,0.8237889260688662,1.1607881634606163
236,0.8030580076905214,1.1946583769587158
237,0.7690672251293594,1.258167372788148
238,0.7456841653960132,1.2951536423148862
239,0.7413403496123786,1.2827969642933401
240,0.7423632800974657,1.2639387022352728
241,0.7325099423557355,1.2808359767709545
242,0.715476245283446,1.3222068596587695
243,0.7258898259593451,1.2986535883816288
244,0.7087868487519563,1.3555038509721447
245,0.7261185551731081,1.308818431453939
246,0.7351665727008448,1.2905099642373685
247,0.7187779725705608,1.339311300309299
248,0.7310713890253199,1.3006134709868709
249,0.7359501459845289,1.2793870857900607
250,0.7270912582576697,1.2924111853592797
