mass_MeV,dataset,bin_center_GeV,bin_center_MeV,observed_events,gp_mean_events,joint_profiled_background_events,independent_profiled_background_events,shared_signal_events,shared_total_events,independent_signed_signal_events,independent_signed_total_events,in_fitted_window,bin_width_MeV
66,2015,0.08612500000000001,86.125,1339.0,1315.2107997021965,1315.2107997021965,1315.2107997021965,6.463394678078906e-07,1315.210800348536,2.804965009842801e-06,1315.2108025071616,False,0.2500000000000002
66,2015,0.08637500000000001,86.37500000000001,1239.0,1282.4125257433068,1282.4125257433068,1282.4125257433068,4.1936855126468574e-07,1282.4125261626752,1.8199633027447158e-06,1282.41252756327,False,0.24999999999998634
66,2015,0.08662500000000001,86.62500000000001,1226.0,1250.4324470479155,1250.4324470479155,1250.4324470479155,2.706522190981847e-07,1250.4324473185677,1.1745685390086085e-06,1250.432448222484,False,0.2500000000000141
66,2015,0.08687500000000001,86.87500000000001,1223.0,1219.249978348841,1219.249978348841,1219.249978348841,1.7374325223803898e-07,1219.2499785225843,7.54005855277343e-07,1219.249979102847,False,0.24999999999998634
66,2015,0.08712500000000001,87.12500000000001,1265.0,1188.8451504697668,1188.8451504697668,1188.8451504697668,1.1093926240865223e-07,1188.845150580706,4.814509476412317e-07,1188.8451509512179,False,0.2500000000000141
66,2015,0.08737500000000001,87.37500000000001,1202.0,1159.1985855746173,1159.1985855746173,1159.1985855746173,7.046005628642429e-08,1159.1985856450774,3.057804796375482e-07,1159.1985858803978,False,0.24999999999998634
66,2015,0.08762500000000001,87.62500000000001,1117.0,1130.2914740310994,1130.2914740310994,1130.2914740310994,4.4512475093329906e-08,1130.2914740756119,1.9317393004290449e-07,1130.2914742242733,False,0.2500000000000141
66,2015,0.08787500000000001,87.87500000000001,1100.0,1102.1055515283558,1102.1055515283558,1102.1055515283558,2.7970458131569302e-08,1102.1055515563262,1.2138537142782718e-07,1102.1055516497413,False,0.24999999999998634
66,2015,0.08812500000000001,88.12500000000001,1080.0,1074.623077698117,1074.623077698117,1074.623077698117,1.7482412289334655e-08,1074.6230777155993,7.586965859526432e-08,1074.6230777739866,False,0.2500000000000141
66,2015,0.08837500000000001,88.37500000000001,1069.0,1047.8268153709143,1047.8268153709143,1047.8268153709143,1.0868714648925433e-08,1047.826815381783,4.7167728122187165e-08,1047.826815418082,False,0.24999999999998634
66,2015,0.08862500000000001,88.62500000000001,1005.0,1021.7000108634677,1021.7000108634677,1021.7000108634677,6.721148378480639e-09,1021.7000108701889,2.9168242025417154e-08,1021.700010892636,False,0.2500000000000002
66,2015,0.08887500000000001,88.87500000000001,984.0,996.2263749904041,996.2263749904041,996.2263749904041,4.1341147912409524e-09,996.2263749945382,1.794110976300631e-08,996.2263750083453,False,0.2500000000000141
66,2015,0.08912500000000001,89.12500000000001,936.0,971.390065138693,971.390065138693,971.390065138693,2.5293613770004557e-09,971.3900651412223,1.0976848100885028e-08,971.3900651496698,False,0.24999999999998634
66,2015,0.08937500000000001,89.37500000000001,909.0,947.1756679470805,947.1756679470805,947.1756679470805,1.5392680693738841e-09,947.1756679486198,6.680070288768642e-09,947.1756679537606,False,0.2500000000000141
66,2015,0.08962500000000001,89.62500000000001,923.0,923.5681828336357,923.5681828336357,923.5681828336357,9.31776715150031e-10,923.5681828345674,4.0436971795120696e-09,923.5681828376794,False,0.24999999999998634
66,2015,0.08987500000000001,89.87500000000001,971.0,900.5530062705187,900.5530062705187,900.5530062705187,5.609347375782171e-10,900.5530062710797,2.4343280738348938e-09,900.5530062729531,False,0.2500000000000141
66,2015,0.09012500000000001,90.12500000000001,954.0,878.1159169239462,878.1159169239462,878.1159169239462,3.3596478897741863e-10,878.1159169242821,1.4580101085533232e-09,878.1159169254042,False,0.24999999999998634
66,2015,0.09037500000000001,90.37500000000001,781.0,856.2430613522982,856.2430613522982,856.2430613522982,2.0016123246436953e-10,856.2430613524984,8.686538287592923e-10,856.2430613531669,False,0.2500000000000141
66,2015,0.09062500000000001,90.62500000000001,852.0,834.9209402841567,834.9209402841567,834.9209402841567,1.1856633166501084e-10,834.9209402842753,5.145506784441361e-10,834.9209402846712,False,0.2500000000000002
66,2015,0.09087500000000001,90.87500000000001,810.0,814.1363959629067,814.1363959629067,814.1363959629067,6.991547274811781e-11,814.1363959629766,3.0341711201733027e-10,814.1363959632101,False,0.24999999999998634
66,2015,0.09112500000000001,91.12500000000001,821.0,793.8765996082367,793.8765996082367,793.8765996082367,4.091827206917494e-11,793.8765996082776,1.7757591348479697e-10,793.8765996084143,False,0.2500000000000141
66,2015,0.09137500000000001,91.37500000000001,753.0,774.129039784253,774.129039784253,774.129039784253,2.3922690560127867e-11,774.1290397842769,1.0381898878933996e-10,774.1290397843568,False,0.24999999999998634
66,2015,0.09162500000000001,91.62500000000001,743.0,754.881511369458,754.881511369458,754.881511369458,1.3854218102161594e-11,754.8815113694719,6.01241281877659e-11,754.8815113695182,False,0.2500000000000141
66,2015,0.091875,91.875,729.0,736.1221048785019,736.1221048785019,736.1221048785019,7.974230186709289e-12,736.1221048785098,3.4606329596446656e-11,736.1221048785364,False,0.24999999999998634
66,2015,0.092125,92.125,693.0,717.8391965244215,717.8391965244215,717.8391965244215,4.671771220496351e-12,717.8391965244261,2.0274415319130362e-11,717.8391965244417,False,0.2500000000000141
66,2015,0.092375,92.375,721.0,700.0214386052818,700.0214386052818,700.0214386052818,2.5775289492393663e-12,700.0214386052844,1.1185884314002959e-11,700.0214386052929,False,0.24999999999998634
66,2015,0.092625,92.625,714.0,682.6577504731816,682.6577504731816,682.6577504731816,1.4498600339471434e-12,682.6577504731831,6.2920599266266645e-12,682.6577504731879,False,0.2500000000000141
66,2015,0.092875,92.875,736.0,665.737310055925,665.737310055925,665.737310055925,8.860255763010322e-13,665.737310055926,3.845147732938517e-12,665.7373100559289,False,0.2500000000000002
66,2015,0.093125,93.125,667.0,649.2495455739537,649.2495455739537,649.2495455739537,4.832866779823812e-13,649.2495455739542,2.0973533088755547e-12,649.2495455739557,False,0.24999999999998634
66,2015,0.093375,93.375,661.0,633.184127849062,633.184127849062,633.184127849062,2.416433389911906e-13,633.1841278490622,1.0486766544377774e-12,633.184127849063,False,0.2500000000000141
66,2015,0.093625,93.625,664.0,617.5309629999766,617.5309629999766,617.5309629999766,1.610955593274604e-13,617.5309629999767,6.991177696251849e-13,617.5309629999773,False,0.24999999999998634
66,2015,0.09387500000000001,93.87500000000001,585.0,602.280185497453,602.280185497453,602.280185497453,8.05477796637302e-14,602.2801854974531,3.4955888481259247e-13,602.2801854974533,False,0.2500000000000141
66,2015,0.094125,94.125,622.0,587.422151509773,587.422151509773,587.422151509773,0.0,587.422151509773,0.0,587.422151509773,False,0.24999999999998634
66,2015,0.09437500000000001,94.37500000000001,572.0,572.9474326155313,572.9474326155313,572.9474326155313,8.05477796637302e-14,572.9474326155314,3.4955888481259247e-13,572.9474326155316,False,0.2500000000000141
66,2015,0.094625,94.625,539.0,558.846809943827,558.846809943827,558.846809943827,0.0,558.846809943827,0.0,558.846809943827,False,0.2500000000000002
66,2015,0.094875,94.875,599.0,545.111268482326,545.111268482326,545.111268482326,0.0,545.111268482326,0.0,545.111268482326,False,0.2500000000000002
66,2015,0.095125,95.125,500.0,531.7319916592702,531.7319916592702,531.7319916592702,0.0,531.7319916592702,0.0,531.7319916592702,False,0.2500000000000002
66,2015,0.095375,95.375,527.0,518.7003563246009,518.7003563246009,518.7003563246009,0.0,518.7003563246009,0.0,518.7003563246009,False,0.24999999999998634
66,2015,0.095625,95.625,485.0,506.00792784090135,506.00792784090135,506.00792784090135,0.0,506.00792784090135,0.0,506.00792784090135,False,0.2500000000000141
66,2015,0.095875,95.875,515.0,493.64645547582603,493.64645547582603,493.64645547582603,0.0,493.64645547582603,0.0,493.64645547582603,False,0.24999999999998634
66,2015,0.09612500000000002,96.12500000000001,481.0,481.60786803422263,481.60786803422263,481.60786803422263,0.0,481.60786803422263,0.0,481.60786803422263,False,0.2500000000000141
66,2015,0.096375,96.375,458.0,469.8842696165151,469.8842696165151,469.8842696165151,0.0,469.8842696165151,0.0,469.8842696165151,False,0.24999999999998634
66,2015,0.09662500000000002,96.62500000000001,436.0,458.4679356544211,458.4679356544211,458.4679356544211,0.0,458.4679356544211,0.0,458.4679356544211,False,0.2500000000000141
66,2015,0.096875,96.875,434.0,447.3513090525248,447.3513090525248,447.3513090525248,0.0,447.3513090525248,0.0,447.3513090525248,False,0.24999999999998634
66,2015,0.097125,97.125,419.0,436.52699658202215,436.52699658202215,436.52699658202215,0.0,436.52699658202215,0.0,436.52699658202215,False,0.2500000000000002
66,2015,0.097375,97.375,406.0,425.9877653639757,425.9877653639757,425.9877653639757,0.0,425.9877653639757,0.0,425.9877653639757,False,0.2500000000000002
66,2015,0.097625,97.625,432.0,415.72653946145834,415.72653946145834,415.72653946145834,0.0,415.72653946145834,0.0,415.72653946145834,False,0.24999999999998634
66,2015,0.09787500000000002,97.87500000000001,403.0,405.7363967236764,405.7363967236764,405.7363967236764,0.0,405.7363967236764,0.0,405.7363967236764,False,0.2500000000000141
66,2015,0.098125,98.125,398.0,396.01056565942304,396.01056565942304,396.01056565942304,0.0,396.01056565942304,0.0,396.01056565942304,False,0.24999999999998634
66,2015,0.09837500000000002,98.37500000000001,381.0,386.54242243272853,386.54242243272853,386.54242243272853,0.0,386.54242243272853,0.0,386.54242243272853,False,0.2500000000000141
66,2015,0.098625,98.625,379.0,377.3254880309686,377.3254880309686,377.3254880309686,0.0,377.3254880309686,0.0,377.3254880309686,False,0.2500000000000002
66,2015,0.09887500000000002,98.87500000000001,370.0,368.35342544976135,368.35342544976135,368.35342544976135,0.0,368.35342544976135,0.0,368.35342544976135,False,0.2500000000000002
66,2015,0.099125,99.125,384.0,359.6200369818062,359.6200369818062,359.6200369818062,0.0,359.6200369818062,0.0,359.6200369818062,False,0.2500000000000002
66,2015,0.099375,99.375,337.0,351.1192616745542,351.1192616745542,351.1192616745542,0.0,351.1192616745542,0.0,351.1192616745542,False,0.2500000000000002
66,2015,0.099625,99.625,373.0,342.8451727291898,342.8451727291898,342.8451727291898,0.0,342.8451727291898,0.0,342.8451727291898,False,0.2500000000000002
66,2015,0.099875,99.875,334.0,334.7919750784523,334.7919750784523,334.7919750784523,0.0,334.7919750784523,0.0,334.7919750784523,False,0.24999999999998634
66,2015,0.10012500000000002,100.12500000000001,357.0,326.9540029948512,326.9540029948512,326.9540029948512,0.0,326.9540029948512,0.0,326.9540029948512,False,0.2500000000000141
66,2015,0.100375,100.375,332.0,319.32571770476306,319.32571770476306,319.32571770476306,0.0,319.32571770476306,0.0,319.32571770476306,False,0.24999999999998634
66,2015,0.10062500000000002,100.62500000000001,303.0,311.9017051552737,311.9017051552737,311.9017051552737,0.0,311.9017051552737,0.0,311.9017051552737,False,0.2500000000000141
66,2015,0.100875,100.875,281.0,304.6766737580752,304.6766737580752,304.6766737580752,0.0,304.6766737580752,0.0,304.6766737580752,False,0.2500000000000002
66,2015,0.10112500000000002,101.12500000000001,291.0,297.6454521912953,297.6454521912953,297.6454521912953,0.0,297.6454521912953,0.0,297.6454521912953,False,0.2500000000000002
66,2015,0.101375,101.375,289.0,290.8029872724709,290.8029872724709,290.8029872724709,0.0,290.8029872724709,0.0,290.8029872724709,False,0.2500000000000002
66,2015,0.10162500000000001,101.625,273.0,284.1443418364162,284.1443418364162,284.1443418364162,0.0,284.1443418364162,0.0,284.1443418364162,False,0.2500000000000002
66,2015,0.10187500000000001,101.87500000000001,281.0,277.66469266485825,277.66469266485825,277.66469266485825,0.0,277.66469266485825,0.0,277.66469266485825,False,0.2500000000000002
66,2015,0.10212500000000001,102.12500000000001,264.0,271.35932845239273,271.35932845239273,271.35932845239273,0.0,271.35932845239273,0.0,271.35932845239273,False,0.2500000000000002
66,2015,0.10237500000000001,102.37500000000001,281.0,265.2236477840261,265.2236477840261,265.2236477840261,0.0,265.2236477840261,0.0,265.2236477840261,False,0.2500000000000002
66,2015,0.10262500000000001,102.62500000000001,275.0,259.2531571575755,259.2531571575755,259.2531571575755,0.0,259.2531571575755,0.0,259.2531571575755,False,0.2500000000000002
66,2015,0.10287500000000001,102.87500000000001,247.0,253.44346904802757,253.44346904802757,253.44346904802757,0.0,253.44346904802757,0.0,253.44346904802757,False,0.2500000000000002
66,2015,0.103125,103.125,262.0,247.7902999386078,247.7902999386078,247.7902999386078,0.0,247.7902999386078,0.0,247.7902999386078,False,0.2500000000000002
66,2015,0.10337500000000001,103.37500000000001,209.0,242.28946845427413,242.28946845427413,242.28946845427413,0.0,242.28946845427413,0.0,242.28946845427413,False,0.2500000000000002
66,2015,0.103625,103.625,238.0,236.93689343087937,236.93689343087937,236.93689343087937,0.0,236.93689343087937,0.0,236.93689343087937,False,0.2500000000000002
66,2015,0.103875,103.875,228.0,231.72859209357713,231.72859209357713,231.72859209357713,0.0,231.72859209357713,0.0,231.72859209357713,False,0.2500000000000002
66,2015,0.10412500000000001,104.12500000000001,242.0,226.66067818189077,226.66067818189077,226.66067818189077,0.0,226.66067818189077,0.0,226.66067818189077,False,0.2500000000000002
66,2015,0.104375,104.375,219.0,221.72936012552609,221.72936012552609,221.72936012552609,0.0,221.72936012552609,0.0,221.72936012552609,False,0.2500000000000002
66,2015,0.10462500000000001,104.62500000000001,213.0,216.93093925020472,216.93093925020472,216.93093925020472,0.0,216.93093925020472,0.0,216.93093925020472,False,0.2500000000000002
66,2015,0.104875,104.875,222.0,212.26180797265872,212.26180797265872,212.26180797265872,0.0,212.26180797265872,0.0,212.26180797265872,False,0.2500000000000002
66,2015,0.10512500000000001,105.12500000000001,218.0,207.71844803156205,207.71844803156205,207.71844803156205,0.0,207.71844803156205,0.0,207.71844803156205,False,0.2500000000000002
66,2015,0.105375,105.375,211.0,203.29742872391995,203.29742872391995,203.29742872391995,0.0,203.29742872391995,0.0,203.29742872391995,False,0.2500000000000002
66,2015,0.10562500000000001,105.62500000000001,189.0,198.99540519100873,198.99540519100873,198.99540519100873,0.0,198.99540519100873,0.0,198.99540519100873,False,0.2500000000000002
66,2015,0.10587500000000001,105.87500000000001,217.0,194.80911666444493,194.80911666444493,194.80911666444493,0.0,194.80911666444493,0.0,194.80911666444493,False,0.2500000000000002
66,2015,0.106125,106.125,174.0,190.73538477814975,190.73538477814975,190.73538477814975,0.0,190.73538477814975,0.0,190.73538477814975,False,0.2500000000000002
66,2015,0.10637500000000001,106.37500000000001,171.0,186.77111187870597,186.77111187870597,186.77111187870597,0.0,186.77111187870597,0.0,186.77111187870597,False,0.2500000000000002
66,2015,0.106625,106.625,168.0,182.91327935001766,182.91327935001766,182.91327935001766,0.0,182.91327935001766,0.0,182.91327935001766,False,0.2500000000000002
66,2015,0.10687500000000001,106.87500000000001,172.0,179.1589459613133,179.1589459613133,179.1589459613133,0.0,179.1589459613133,0.0,179.1589459613133,False,0.2500000000000002
66,2015,0.107125,107.125,155.0,175.50524623199811,175.50524623199811,175.50524623199811,0.0,175.50524623199811,0.0,175.50524623199811,False,0.2500000000000002
66,2015,0.10737500000000001,107.37500000000001,165.0,171.94938880966637,171.94938880966637,171.94938880966637,0.0,171.94938880966637,0.0,171.94938880966637,False,0.2500000000000002
66,2015,0.107625,107.625,163.0,168.48865487720556,168.48865487720556,168.48865487720556,0.0,168.48865487720556,0.0,168.48865487720556,False,0.24999999999998634
66,2015,0.10787500000000001,107.87500000000001,158.0,165.1203965554348,165.1203965554348,165.1203965554348,0.0,165.1203965554348,0.0,165.1203965554348,False,0.2500000000000141
66,2015,0.10812500000000001,108.12500000000001,151.0,161.8420353598719,161.8420353598719,161.8420353598719,0.0,161.8420353598719,0.0,161.8420353598719,False,0.24999999999998634
66,2015,0.108375,108.375,147.0,158.65106063420922,158.65106063420922,158.65106063420922,0.0,158.65106063420922,0.0,158.65106063420922,False,0.2500000000000002
66,2015,0.10862500000000001,108.62500000000001,162.0,155.5450280378911,155.5450280378911,155.5450280378911,0.0,155.5450280378911,0.0,155.5450280378911,False,0.2500000000000002
66,2015,0.108875,108.875,127.0,152.52155804047416,152.52155804047416,152.52155804047416,0.0,152.52155804047416,0.0,152.52155804047416,False,0.2500000000000141
66,2015,0.10912500000000001,109.12500000000001,157.0,149.5783344250116,149.5783344250116,149.5783344250116,0.0,149.5783344250116,0.0,149.5783344250116,False,0.24999999999998634
66,2015,0.109375,109.375,151.0,146.71310282831593,146.71310282831593,146.71310282831593,0.0,146.71310282831593,0.0,146.71310282831593,False,0.2500000000000141
66,2015,0.10962500000000001,109.62500000000001,145.0,143.92366929674242,143.92366929674242,143.92366929674242,0.0,143.92366929674242,0.0,143.92366929674242,False,0.24999999999998634
66,2015,0.10987500000000001,109.87500000000001,144.0,141.20789885396792,141.20789885396792,141.20789885396792,0.0,141.20789885396792,0.0,141.20789885396792,False,0.2500000000000002
66,2015,0.11012500000000001,110.12500000000001,150.0,138.56371410445757,138.56371410445757,138.56371410445757,0.0,138.56371410445757,0.0,138.56371410445757,False,0.2500000000000002
66,2015,0.11037500000000001,110.37500000000001,125.0,135.98909384375816,135.98909384375816,135.98909384375816,0.0,135.98909384375816,0.0,135.98909384375816,False,0.2500000000000002
66,2015,0.110625,110.625,141.0,133.48207169640995,133.48207169640995,133.48207169640995,0.0,133.48207169640995,0.0,133.48207169640995,False,0.2500000000000002
66,2015,0.11087500000000002,110.87500000000001,131.0,131.04073477982834,131.04073477982834,131.04073477982834,0.0,131.04073477982834,0.0,131.04073477982834,False,0.2500000000000002
66,2015,0.111125,111.125,134.0,128.66322238357483,128.66322238357483,128.66322238357483,0.0,128.66322238357483,0.0,128.66322238357483,False,0.2500000000000141
66,2015,0.11137500000000002,111.37500000000001,116.0,126.34772467269084,126.34772467269084,126.34772467269084,0.0,126.34772467269084,0.0,126.34772467269084,False,0.24999999999998634
66,2015,0.111625,111.625,125.0,124.09248141319557,124.09248141319557,124.09248141319557,0.0,124.09248141319557,0.0,124.09248141319557,False,0.2500000000000141
66,2015,0.11187500000000002,111.87500000000001,121.0,121.8957807206848,121.8957807206848,121.8957807206848,0.0,121.8957807206848,0.0,121.8957807206848,False,0.24999999999998634
66,2015,0.11212500000000002,112.12500000000001,116.0,119.7559578273378,119.7559578273378,119.7559578273378,0.0,119.7559578273378,0.0,119.7559578273378,False,0.2500000000000002
66,2015,0.11237500000000002,112.37500000000001,113.0,117.67139388472972,117.67139388472972,117.67139388472972,0.0,117.67139388472972,0.0,117.67139388472972,False,0.2500000000000002
66,2015,0.11262500000000002,112.62500000000001,102.0,115.64051476329432,115.64051476329432,115.64051476329432,0.0,115.64051476329432,0.0,115.64051476329432,False,0.2500000000000002
66,2015,0.112875,112.875,113.0,113.66178990307833,113.66178990307833,113.66178990307833,0.0,113.66178990307833,0.0,113.66178990307833,False,0.2500000000000141
66,2015,0.113125,113.125,118.0,111.73373116793947,111.73373116793947,111.73373116793947,0.0,111.73373116793947,0.0,111.73373116793947,False,0.24999999999998634
66,2015,0.113375,113.375,110.0,109.85489172907083,109.85489172907083,109.85489172907083,0.0,109.85489172907083,0.0,109.85489172907083,False,0.2500000000000141
66,2015,0.113625,113.625,99.0,108.02386497468218,108.02386497468218,108.02386497468218,0.0,108.02386497468218,0.0,108.02386497468218,False,0.24999999999998634
66,2015,0.113875,113.875,86.0,106.23928343315912,106.23928343315912,106.23928343315912,0.0,106.23928343315912,0.0,106.23928343315912,False,0.2500000000000141
66,2015,0.114125,114.125,102.0,104.49981772202497,104.49981772202497,104.49981772202497,0.0,104.49981772202497,0.0,104.49981772202497,False,0.24999999999998634
66,2015,0.114375,114.375,93.0,102.80417552910745,102.80417552910745,102.80417552910745,0.0,102.80417552910745,0.0,102.80417552910745,False,0.2500000000000002
66,2015,0.114625,114.625,112.0,101.15110059919147,101.15110059919147,101.15110059919147,0.0,101.15110059919147,0.0,101.15110059919147,False,0.2500000000000002
66,2015,0.114875,114.875,90.0,99.53937175348598,99.53937175348598,99.53937175348598,0.0,99.53937175348598,0.0,99.53937175348598,False,0.2500000000000002
66,2015,0.11512499999999999,115.12499999999999,90.0,97.9678019325614,97.9678019325614,97.9678019325614,0.0,97.9678019325614,0.0,97.9678019325614,False,0.2500000000000141
66,2015,0.115375,115.375,94.0,96.43523724965318,96.43523724965318,96.43523724965318,0.0,96.43523724965318,0.0,96.43523724965318,False,0.24999999999998634
66,2015,0.11562499999999999,115.62499999999999,89.0,94.94055608247004,94.94055608247004,94.94055608247004,0.0,94.94055608247004,0.0,94.94055608247004,False,0.2500000000000141
66,2015,0.115875,115.875,90.0,93.48266816967882,93.48266816967882,93.48266816967882,0.0,93.48266816967882,0.0,93.48266816967882,False,0.24999999999998634
66,2015,0.116125,116.125,86.0,92.0605137401396,92.0605137401396,92.0605137401396,0.0,92.0605137401396,0.0,92.0605137401396,False,0.2500000000000141
66,2015,0.116375,116.375,80.0,90.67306265704322,90.67306265704322,90.67306265704322,0.0,90.67306265704322,0.0,90.67306265704322,False,0.24999999999998634
66,2015,0.116625,116.625,102.0,89.31931358904822,89.31931358904822,89.31931358904822,0.0,89.31931358904822,0.0,89.31931358904822,False,0.2500000000000002
66,2015,0.116875,116.875,72.0,87.99829319254071,87.99829319254071,87.99829319254071,0.0,87.99829319254071,0.0,87.99829319254071,False,0.2500000000000141
66,2015,0.117125,117.125,81.0,86.70905532268611,86.70905532268611,86.70905532268611,0.0,86.70905532268611,0.0,86.70905532268611,False,0.24999999999998634
66,2015,0.11737500000000001,117.375,87.0,85.45068026641245,85.45068026641245,85.45068026641245,0.0,85.45068026641245,0.0,85.45068026641245,False,0.2500000000000141
66,2015,0.11762500000000001,117.62500000000001,82.0,84.22227398026128,84.22227398026128,84.22227398026128,0.0,84.22227398026128,0.0,84.22227398026128,False,0.24999999999998634
66,2015,0.11787500000000001,117.87500000000001,80.0,83.0229673664577,83.0229673664577,83.0229673664577,0.0,83.0229673664577,0.0,83.0229673664577,False,0.2500000000000141
66,2015,0.11812500000000001,118.12500000000001,72.0,81.85191555410869,81.85191555410869,81.85191555410869,0.0,81.85191555410869,0.0,81.85191555410869,False,0.24999999999998634
66,2015,0.11837500000000001,118.37500000000001,94.0,80.70829721273014,80.70829721273014,80.70829721273014,0.0,80.70829721273014,0.0,80.70829721273014,False,0.2500000000000141
66,2015,0.11862500000000001,118.62500000000001,95.0,79.59131386744303,79.59131386744303,79.59131386744303,0.0,79.59131386744303,0.0,79.59131386744303,False,0.24999999999998634
66,2015,0.11887500000000001,118.87500000000001,73.0,78.50018925031878,78.50018925031878,78.50018925031878,0.0,78.50018925031878,0.0,78.50018925031878,False,0.24999999999998634
66,2015,0.11912500000000001,119.12500000000001,79.0,77.43416865464175,77.43416865464175,77.43416865464175,0.0,77.43416865464175,0.0,77.43416865464175,False,0.2500000000000141
66,2015,0.11937500000000001,119.37500000000001,86.0,76.39251831882024,76.39251831882024,76.39251831882024,0.0,76.39251831882024,0.0,76.39251831882024,False,0.24999999999998634
66,2015,0.11962500000000001,119.62500000000001,87.0,75.37452482126142,75.37452482126142,75.37452482126142,0.0,75.37452482126142,0.0,75.37452482126142,False,0.2500000000000141
66,2015,0.11987500000000001,119.87500000000001,72.0,74.37949449097734,74.37949449097734,74.37949449097734,0.0,74.37949449097734,0.0,74.37949449097734,False,0.24999999999998634
66,2015,0.12012500000000001,120.12500000000001,80.0,73.40675284503278,73.40675284503278,73.40675284503278,0.0,73.40675284503278,0.0,73.40675284503278,False,0.2500000000000141
66,2015,0.12037500000000001,120.37500000000001,80.0,72.45564402765154,72.45564402765154,72.45564402765154,0.0,72.45564402765154,0.0,72.45564402765154,False,0.24999999999998634
66,2015,0.12062500000000001,120.62500000000001,68.0,71.52553027812255,71.52553027812255,71.52553027812255,0.0,71.52553027812255,0.0,71.52553027812255,False,0.2500000000000141
66,2015,0.12087500000000001,120.87500000000001,66.0,70.61579140939277,70.61579140939277,70.61579140939277,0.0,70.61579140939277,0.0,70.61579140939277,False,0.2500000000000002
66,2015,0.12112500000000001,121.12500000000001,71.0,69.72582430110158,69.72582430110158,69.72582430110158,0.0,69.72582430110158,0.0,69.72582430110158,False,0.24999999999998634
66,2015,0.12137500000000001,121.37500000000001,68.0,68.8550424092723,68.8550424092723,68.8550424092723,0.0,68.8550424092723,0.0,68.8550424092723,False,0.2500000000000141
66,2015,0.12162500000000001,121.62500000000001,65.0,68.00287529718594,68.00287529718594,68.00287529718594,0.0,68.00287529718594,0.0,68.00287529718594,False,0.24999999999998634
66,2015,0.12187500000000001,121.87500000000001,49.0,67.16876816675646,67.16876816675646,67.16876816675646,0.0,67.16876816675646,0.0,67.16876816675646,False,0.2500000000000141
66,2015,0.12212500000000001,122.12500000000001,71.0,66.35218141557549,66.35218141557549,66.35218141557549,0.0,66.35218141557549,0.0,66.35218141557549,False,0.24999999999998634
66,2015,0.12237500000000001,122.37500000000001,78.0,65.55259020705641,65.55259020705641,65.55259020705641,0.0,65.55259020705641,0.0,65.55259020705641,False,0.2500000000000141
66,2015,0.12262500000000001,122.62500000000001,62.0,64.76948405125067,64.76948405125067,64.76948405125067,0.0,64.76948405125067,0.0,64.76948405125067,False,0.24999999999998634
66,2015,0.12287500000000001,122.87500000000001,78.0,64.00236639606331,64.00236639606331,64.00236639606331,0.0,64.00236639606331,0.0,64.00236639606331,False,0.2500000000000141
66,2015,0.12312500000000001,123.12500000000001,65.0,63.25075424032079,63.25075424032079,63.25075424032079,0.0,63.25075424032079,0.0,63.25075424032079,False,0.2500000000000002
66,2015,0.12337500000000001,123.37500000000001,53.0,62.51417775131141,62.51417775131141,62.51417775131141,0.0,62.51417775131141,0.0,62.51417775131141,False,0.24999999999998634
66,2015,0.12362500000000001,123.62500000000001,63.0,61.792179900700546,61.792179900700546,61.792179900700546,0.0,61.792179900700546,0.0,61.792179900700546,False,0.2500000000000141
66,2015,0.12387500000000001,123.87500000000001,53.0,61.08431610614175,61.08431610614175,61.08431610614175,0.0,61.08431610614175,0.0,61.08431610614175,False,0.24999999999998634
66,2015,0.12412500000000001,124.12500000000001,82.0,60.390153893759816,60.390153893759816,60.390153893759816,0.0,60.390153893759816,0.0,60.390153893759816,False,0.2500000000000141
66,2015,0.124375,124.375,66.0,59.70927256123927,59.70927256123927,59.70927256123927,0.0,59.70927256123927,0.0,59.70927256123927,False,0.24999999999998634
66,2015,0.12462500000000001,124.62500000000001,51.0,59.04126286273087,59.04126286273087,59.04126286273087,0.0,59.04126286273087,0.0,59.04126286273087,False,0.2500000000000141
66,2015,0.124875,124.875,59.0,58.38572669702717,58.38572669702717,58.38572669702717,0.0,58.38572669702717,0.0,58.38572669702717,False,0.24999999999998634
66,2015,0.12512500000000001,125.12500000000001,62.0,57.742276811123666,57.742276811123666,57.742276811123666,0.0,57.742276811123666,0.0,57.742276811123666,False,0.2500000000000002
66,2015,0.12537500000000001,125.37500000000001,64.0,57.11053650923777,57.11053650923777,57.11053650923777,0.0,57.11053650923777,0.0,57.11053650923777,False,0.2500000000000002
66,2015,0.12562500000000001,125.62500000000001,66.0,56.49013937882406,56.49013937882406,56.49013937882406,0.0,56.49013937882406,0.0,56.49013937882406,False,0.2500000000000002
66,2015,0.12587500000000001,125.87500000000001,52.0,55.88072901990956,55.88072901990956,55.88072901990956,0.0,55.88072901990956,0.0,55.88072901990956,False,0.2500000000000002
66,2015,0.12612500000000001,126.12500000000001,62.0,55.281958786845884,55.281958786845884,55.281958786845884,0.0,55.281958786845884,0.0,55.281958786845884,False,0.2500000000000002
66,2015,0.12637500000000002,126.37500000000001,62.0,54.693491540767845,54.693491540767845,54.693491540767845,0.0,54.693491540767845,0.0,54.693491540767845,False,0.2500000000000002
66,2015,0.12662500000000002,126.62500000000001,54.0,54.11499940538495,54.11499940538495,54.11499940538495,0.0,54.11499940538495,0.0,54.11499940538495,False,0.2500000000000002
