scope_key,mass_MeV,truth,method,n,observed_signed_r,null_signed_r_mean,null_signed_r_sd,null_signed_r_skew,null_signed_r_excess_kurtosis,null_signed_r_q05,null_signed_r_q50,null_signed_r_q95,direct_tail_count,direct_tail_fraction,direct_tail_ci95_low,direct_tail_ci95_high,signal_bias_sigma,linearized_zero_noise_bias_sigma,linearized_sampling_sd_sigma,raw_local_rejection_count,calibrated_local_rejection_count,observed_q0_is_zero,source_toy_ledger
all_2015_2016_2021,65,stress,fixed,500,7.4199918577086414,22.20576868470278,2.5872316766535453,0.00256722253212115,0.0742938311628909,18.019962026825127,22.181133204265727,26.568412869286284,500,1.0,0.9926493899480923,1.0,11.048813923866083,10.995202287433385,1.2193599052885653,500,33,False,study_results/v4p9p13_calibration_20260905/chunked_v1/attempt1_combined/all_2015_2016_2021/m065/validation_toys.csv.gz
all_2015_2016_2021,65,stress,profiled,500,2.5628618256353413,8.423489358268117,1.011113125798629,-0.03604845831466874,0.014759587657602324,6.738243675991197,8.395296587497981,10.111863142375624,500,1.0,0.9926493899480923,1.0,8.418931247319792,8.360724355923036,0.9792681202223916,500,35,False,study_results/v4p9p13_calibration_20260905/chunked_v1/attempt1_combined/all_2015_2016_2021/m065/validation_toys.csv.gz
individual_2015_full,66,gp,fixed,500,3.5499595439252967,-0.8782441458356943,2.9834453860577472,-0.1195127428227752,0.23908701306125257,-5.712327592788704,-0.8390406869518336,3.8241335110215537,31,0.062,0.042511061296385495,0.08685259747910139,-0.3895775012158704,-0.3680742815351037,1.316875581806575,98,6,False,study_results/v4p9p13_calibration_20260905/derived/individual_2015_full/m066/validation_toys.csv.gz
individual_2015_full,66,gp,profiled,500,1.9337587377311904,-0.23199476878642344,0.992784661315343,-0.08920461660352594,-0.1340612716404861,-1.9055511459515209,-0.24545970399421752,1.4136265180541736,4,0.008,0.002183908108342184,0.020355632593743928,-0.2335692973129632,-0.2547130799688828,0.9711905207396992,18,4,False,study_results/v4p9p13_calibration_20260905/derived/individual_2015_full/m066/validation_toys.csv.gz
individual_2015_full,66,stress,fixed,500,3.5499595439252967,0.9687163719374992,2.843450315496344,-0.2878519140018001,0.2750894465493734,-3.8321328180176066,1.113986901731206,5.134276393527503,88,0.176,0.1436185949226613,0.21226757034676566,0.4288906122742865,0.4917806554353054,1.336070177722576,211,16,False,study_results/v4p9p13_calibration_20260905/derived/individual_2015_full/m066/validation_toys.csv.gz
individual_2015_full,66,stress,profiled,500,1.9337587377311904,0.3195696518320965,0.9560371028405054,-0.07103358911322907,-0.26809673729363226,-1.2658874745356992,0.3121949259888164,1.877624907044792,21,0.042,0.026183576776147147,0.06348694053291891,0.3230338611789782,0.3228973713240429,0.9841737254888854,41,23,False,study_results/v4p9p13_calibration_20260905/derived/individual_2015_full/m066/validation_toys.csv.gz
individual_2016_full,66,gp,fixed,500,4.653879218578023,0.46064025642399165,2.2053337538033273,0.057308980114040405,-0.228895394242147,-3.135349113981749,0.3315401661862623,4.082974030338886,15,0.03,0.016885984203873244,0.04899822570881894,0.2432216609459828,0.2115232174310538,1.1866237361222711,148,0,False,study_results/v4p9p13_calibration_20260905/derived/individual_2016_full/m066/validation_toys.csv.gz
individual_2016_full,66,gp,profiled,500,1.060830164045967,0.13388956085532872,0.9774116686347831,0.004013115918508149,-0.3392370324324938,-1.4342849297153824,0.14167768055756516,1.7038020711898965,86,0.172,0.13994294757041292,0.2079925119663505,0.1337414808452587,0.1133930667170754,0.980721644344444,28,0,False,study_results/v4p9p13_calibration_20260905/derived/individual_2016_full/m066/validation_toys.csv.gz
individual_2016_full,66,stress,fixed,500,4.653879218578023,32.06519730663532,2.183040501871132,0.08061569366694453,0.14056323593206077,28.558409253090247,31.9896219512857,35.78026254871215,500,1.0,0.9926493899480923,1.0,16.91722221545941,16.958035296018622,1.1824570597130677,500,24,False,study_results/v4p9p13_calibration_20260905/derived/individual_2016_full/m066/validation_toys.csv.gz
individual_2016_full,66,stress,profiled,500,1.060830164045967,12.436115875763102,0.9663718150210364,-0.06502789612503856,0.0577046683332294,10.793752578641254,12.430376849702391,14.127875461429591,500,1.0,0.9926493899480923,1.0,12.403577512716645,12.41611960167566,0.9790241410078282,500,27,False,study_results/v4p9p13_calibration_20260905/derived/individual_2016_full/m066/validation_toys.csv.gz
