current_profile_backbone,mass_MeV,datasets_three,observed_three_ee,observed_three_minimal,scale_three,projected_three_minimal,density_2015,density_2016,density_2021,dimuon_factor,archived_three_ee,parent_replay_relative_error,three_cls,three_max_score,datasets_four,density_2019,observed_four_ee,observed_four_minimal,scale_four,projected_four_minimal,max_score,cls,standalone_2019_replay_ratio,standalone_2019_ee,covariance_load_2019
True,88,2015+2016+2021,1.685122531801292e-06,1.685122531801292e-06,0.37209711144889096,6.2702922652070262e-07,4781778.0477786362,773514054.16427958,1743632625.119082,1,1.6837251761833967e-06,0.00082991906141272054,0.10000000005064399,1.5302795652871737e-07,2015+2016+2021+2019,61215990.858835332,1.7418481837249863e-06,1.7418481837249863e-06,0.32579752021437958,5.6748981884752156e-07,1.5115048501712636e-07,0.099999999656473701,1.0000088452415918,1.3112596813973071e-05,9.9999999999999995e-08
True,89,2015+2016+2021,2.1571430995445319e-06,2.1571430995445319e-06,0.37072095377623471,7.9969814729497202e-07,4333975.3463038681,744668914.18819392,1725874782.2256141,1,2.1550917797488058e-06,0.00095184799784497898,0.10000000000005513,1.5340977554956226e-07,2015+2016+2021+2019,61887400.412728265,2.2469100575619809e-06,2.2469100575619809e-06,0.32379037336213373,7.2752784644912718e-07,1.5154660326643921e-07,0.099999995174367626,1.0000031743496565,1.3578903238638446e-05,9.9999999999999995e-08
True,90,2015+2016+2021,3.1961695829330178e-06,3.1961695829330178e-06,0.36935401099885418,1.1805180552888449e-06,3924486.966935541,716200419.37244081,1707421799.183084,1,3.1940498774718471e-06,0.00066364194126133924,0.10000000056079002,1.6008804837319701e-07,2015+2016+2021+2019,62471340.467305765,3.2439475701281806e-06,3.2439475701281806e-06,0.3218256648835644,1.0439855836039249e-06,6.5013088246246298e-09,0.099999999995862621,1.0000762113939488,1.2542344813454942e-05,9.9999999999999995e-08
True,91,2015+2016+2021,4.1985552195068673e-06,4.1985552195068673e-06,0.36800334158661574,1.5450823506144542e-06,3557526.6607122966,688197411.84553909,1688209960.0375788,1,4.1985552195068673e-06,0,0.099999995679594347,1.6713666006751282e-07,2015+2016+2021+2019,62853966.504631057,4.1583480984591844e-06,4.1583480984591844e-06,0.31997586951242118,1.3305710485398008e-06,1.6476942410470485e-07,0.099999995206800835,1.0000074360937554,1.1323993175302214e-05,9.9999999999999995e-08
True,92,2015+2016+2021,4.6748226189329545e-06,4.6748226189329545e-06,0.36667364605565472,1.714134254347591e-06,3234276.6175718107,660744989.51005185,1668257878.7890344,1,4.6748226189329545e-06,0,0.10000000256244711,1.5549419618565707e-07,2015+2016+2021+2019,63137524.304321051,4.5340756538035709e-06,4.5340756538035709e-06,0.31818265883517804,1.4426642468870685e-06,1.5305604295079434e-07,0.10000000287675334,1.0000079919958444,9.9587257280398836e-06,9.9999999999999995e-08
True,93,2015+2016+2021,4.6610461343098368e-06,4.6610461343098368e-06,0.36538497496862282,1.7030762251123959e-06,2940170.4852851001,634006142.14310551,1647188801.3305027,1,4.6610461343098368e-06,0,0.10000000286366155,1.6438995587009231e-07,2015+2016+2021+2019,63351732.56009277,4.4444095018296626e-06,4.4444095018296626e-06,0.31643583323016194,1.4063704239275182e-06,1.61603405768318e-07,0.1000000037137828,0.99643265285895333,8.8761041830833362e-06,9.9999999999999995e-08
True,94,2015+2016+2021,4.0170356027157293e-06,4.0170356027157293e-06,0.36411347293730684,1.4626567842176317e-06,2670932.5344466339,607815863.25491822,1625450307.8031468,1,4.0170356027157293e-06,0,0.099999997206795865,1.6211047970671189e-07,2015+2016+2021+2019,63436117.711256601,3.7455321827640365e-06,3.7455321827640365e-06,0.31476051517367337,1.1789456394463814e-06,1.591831937375332e-07,0.099999998630556405,0.97370400005954882,7.7531637530555305e-06,9.9999999999999995e-08
True,95,2015+2016+2021,3.0230888538305446e-06,3.0230888538305446e-06,0.36285833518236776,1.0969529886093237e-06,2428510.5761911925,582330235.35865366,1603496027.5520115,1,3.0230888538305446e-06,0,0.10000000000039691,1.7193974533036283e-07,2015+2016+2021+2019,63538827.031958915,2.739453283375326e-06,2.739453283375326e-06,0.31307597833747569,8.5765701680254021e-07,1.5459885838176035e-07,0.10000000101500806,0.93607393052870658,6.7683475083047405e-06,9.9999999999999995e-08
True,96,2015+2016+2021,2.101354039046282e-06,2.101354039046282e-06,0.36160792971963107,7.5986628366751088e-07,2198623.740800295,557363768.45939898,1581239228.7143855,1,2.101354039046282e-06,0,0.10000000000020186,1.5405497144627134e-07,2015+2016+2021+2019,63531622.812448993,1.8560489181892218e-06,1.8560489181892218e-06,0.31144801094765479,5.7806274379157958e-07,1.5116275864368589e-07,0.099999999999984296,0.89015999617169916,5.9201558846956132e-06,9.9999999999999995e-08
True,97,2015+2016+2021,1.5081196381792594e-06,1.5081196381792594e-06,0.36039377342313816,5.4351692717696113e-07,1998420.1549670005,533213138.87746251,1558363770.3660083,1,1.5081196381792594e-06,0,0.09999999999992977,1.5104502759655247e-07,2015+2016+2021+2019,63457820.771841355,1.3270342131861506e-06,1.3270342131861506e-06,0.30986945037795066,4.1120736227272867e-07,1.7533801455194009e-07,0.10000000061805905,0.85823290715182676,5.4224366890078092e-06,9.9999999999999995e-08
True,98,2015+2016+2021,1.2838578726593196e-06,1.2838578726593196e-06,0.359216816857577,4.6118333831422121e-07,1822084.7170442108,509862917.06126952,1534811175.2125366,1,1.2838578726593196e-06,0,0.10000000523665803,1.4866192010742907e-07,2015+2016+2021+2019,63265650.830372766,1.1393476323377506e-06,1.1393476323377506e-06,0.30837109956541958,3.5134188217124954e-07,1.4595732500399805e-07,0.099999999964381178,0.85546010434972675,5.3408255774771943e-06,9.9999999999999995e-08
True,99,2015+2016+2021,1.2112043020299351e-06,1.2112043020299351e-06,0.35805384828747516,4.3367636140416361e-07,1651167.3502746364,487165141.69714522,1511028905.8514853,1,1.2112043020299351e-06,0,0.099999999989660776,1.5664438191009822e-08,2015+2016+2021+2019,63118619.65127147,1.0841551759050414e-06,1.0841551759050414e-06,0.306842160205471,3.3266451617264531e-07,1.4478937504502909e-07,0.099999999882989535,0.86531821095526318,5.4512468897690243e-06,9.9999999999999995e-08
True,100,2015+2016+2021,1.3108104551918474e-06,1.3108104551918474e-06,0.35689065953651677,4.6781600788078021e-07,1501873.64145753,465036351.08111101,1487397833.4401219,1,1.3108104551918474e-06,0,0.10000000255938014,1.5301635458708773e-07,2015+2016+2021+2019,62873132.705898032,1.1723142194429451e-06,1.1723142194429451e-06,0.30536969406534259,3.5798923453974302e-07,1.5015725918221534e-07,0.099999999985551313,0.87673558333209611,5.5376773412380122e-06,9.9999999999999995e-08
True,101,2016+2021,1.4117268827740014e-06,1.4117268827740014e-06,0.35565877364256582,5.0209305184564362e-07,0,443888432.31630158,1463545807.7925766,1,1.4119770731409416e-06,-0.00017719152222750445,0.10000000004543017,1.4445512275251815e-07,2016+2021+2019,62642384.35782779,1.2770807389300862e-06,1.2770807389300862e-06,0.30381406500340086,3.8799509063189644e-07,1.4171064666168576e-07,0.10000000227642025,0.9056189916819205,5.945364434680847e-06,9.9999999999999995e-08
True,102,2016+2021,1.3601597148234152e-06,1.3601597148234152e-06,0.35455598237556235,4.8225276387688068e-07,0,423389126.57941002,1439773239.9828668,1,1.3599127947492755e-06,0.00018157052061940071,0.10000000079606768,1.5365859473703836e-07,2016+2021+2019,62284348.601468585,1.257800407205593e-06,1.257800407205593e-06,0.302443516126497,3.804135777405993e-07,1.5075675907638697e-07,0.10000000674926655,0.94150693412110376,6.5281717082020672e-06,9.9999999999999995e-08
True,103,2016+2021,1.4955803353381536e-06,1.4955803353381536e-06,0.35349799980148883,5.2868465708447719e-07,0,403721617.26873147,1415306075.6792226,1,1.4950564277960351e-06,0.00035042660088135946,0.099999999999947048,1.5011006881948674e-07,2016+2021+2019,61936630.637935296,1.399439423448039e-06,1.399439423448039e-06,0.3010762978997934,4.2133804074675692e-07,1.4725499863921243e-07,0.10000000002794669,0.96510154498237033,7.0043779454475741e-06,9.9999999999999995e-08
True,104,2016+2021,1.5361063294978709e-06,1.5361063294978709e-06,0.35246345463335188,5.4142134357897745e-07,0,384760386.61464012,1390650623.4117515,1,1.5383357983931141e-06,-0.001449273232523085,0.099999997064139756,1.4828289840451703e-07,2016+2021+2019,61573034.288552821,1.4752712584735878e-06,1.4752712584735878e-06,0.29972379322328579,4.4217389762299421e-07,1.8195212436733499e-07,0.099999999999973777,0.99261235878674936,7.9074718237364808e-06,9.9999999999999995e-08
True,105,2016+2021,1.5257236031572398e-06,1.5257236031572398e-06,0.35145180405166487,5.3621831281381833e-07,0,366586071.14817476,1366191403.4118524,1,1.5336882644702681e-06,-0.0051931422424876805,0.10000000459676722,1.4678035287207791e-07,2016+2021+2019,61215772.631893545,1.4995526141057077e-06,1.4995526141057077e-06,0.29838160313535655,4.4743891298267576e-07,1.4402703307769826e-07,0.099999996874535382,1.0000079571655582,8.8010379305066606e-06,9.9999999999999995e-08
True,106,2016+2021,1.5011461419089147e-06,1.5011461419089147e-06,0.35046333409996816,5.2609668186470222e-07,0,349110974.859568,1341676381.1510704,1,1.5008724821433345e-06,0.00018233378840371017,0.10000000000038167,1.544151936316851e-07,2016+2021+2019,60759647.255325578,1.5416387622772218e-06,1.5416387622772218e-06,0.29711182146340864,4.5803910069878022e-07,1.5160697597327299e-07,0.099999999783438542,1.0000038909623701,1.0680256946983782e-05,9.9999999999999995e-08
True,107,2016+2021,1.4649562714962195e-06,1.4649562714962195e-06,0.34950194431233772,5.120050652204816e-07,0,332388468.78295654,1317225676.2626119,1,1.4587402375105871e-06,0.0042612343347985249,0.10000000001433407,1.458030511880537e-07,2016+2021+2019,60293210.49000527,1.6054263521199145e-06,1.6054263521199145e-06,0.29586328394732969,4.7498671267377996e-07,1.4328517039530198e-07,0.099999999674150492,1.0000007886012428,1.4066045451877358e-05,9.9999999999999995e-08
True,108,2016+2021,1.4499768760664799e-06,1.4499768760664799e-06,0.34856268680161928,5.0540783572195075e-07,0,316293701.78284657,1292640439.844708,1,1.4386729397256801e-06,0.0078571967461591452,0.10000000004942688,1.5139207132364163e-07,2016+2021+2019,59783570.370210439,1.6985366747503524e-06,1.6985366747503524e-06,0.29464754407963761,5.0046965974438554e-07,1.4892752742134974e-07,0.10000000533228602,0.99999977055643685,1.8025934035949846e-05,9.9999999999999995e-08
True,109,2016+2021,1.5415447866457411e-06,1.5415447866457411e-06,0.34764285038999942,5.3590702363336898e-07,0,300852817.17746562,1268214292.8765631,1,1.54127354051186e-06,0.00017598831534537673,0.1000000000000261,1.5019656751658061e-07,2016+2021+2019,59308912.674746245,1.89663201683045e-06,1.89663201683045e-06,0.293418136314955,5.56506231653665e-07,1.479173079577123e-07,0.10000000000000042,1.0000009070690412,2.0582879420537548e-05,9.9999999999999995e-08
True,110,2016+2021,1.6220768014298461e-06,1.6220768014298461e-06,0.34675963901707896,5.6247076612179143e-07,0,286149462.00271201,1243647528.4440663,1,1.6220233574755432e-06,3.2948942477739607e-05,0.099999999992170421,1.4151596783307241e-07,2016+2021+2019,58761236.161614463,2.0764930781244821e-06,2.0764930781244821e-06,0.29225349244963555,6.0686235412937379e-07,1.3949523225420535e-07,0.10000000000026336,0.99999956014066516,2.2964767562309162e-05,9.9999999999999995e-08
True,111,2016+2021,1.6607656402033281e-06,1.6607656402033281e-06,0.34589113595897386,5.744441138515616e-07,0,272023115.00212282,1219296431.1209323,1,1.660552066759613e-06,0.00012861592719093373,0.099999995963047775,1.4707021622761829e-07,2016+2021+2019,58174886.966680579,2.1552154535819851e-06,2.1552154535819851e-06,0.2911236600897919,6.2743421112886847e-07,1.4500211431567323e-07,0.099999999999968531,0.99997744744417538,2.3598503749797383e-05,9.9999999999999995e-08
True,112,2016+2021,1.6254575446098909e-06,1.6254575446098909e-06,0.34504051521543944,5.6084870865301991e-07,0,258470345.15770522,1195083180.8359652,1,1.6252212005335621e-06,0.00014542271307504961,0.099999999948968535,1.447900066509078e-07,2016+2021+2019,57577130.150138147,2.0815597959549395e-06,2.0815597959549395e-06,0.29001004509887079,6.0367325030088833e-07,1.4263826875193786e-07,0.10000000000045788,1.0000009921515773,2.2706811242988393e-05,9.9999999999999995e-08
True,113,2016+2021,1.6934110476531536e-06,1.6934110476531536e-06,0.34421207614334459,5.8289253247676824e-07,0,245528079.75584075,1171074447.6569033,1,1.6931800447671812e-06,0.0001364313775644721,0.099999999821226981,1.4410890791793918e-07,2016+2021+2019,56922157.193760224,2.0649409772560845e-06,2.0649409772560845e-06,0.28895149940091519,5.9666779155253673e-07,1.4178280016707845e-07,0.10000000000094393,0.99999981368765856,1.9756566193676144e-05,9.9999999999999995e-08
True,114,2016+2021,1.8856661704951845e-06,1.8856661704951845e-06,0.34340893569345227,6.4755461268289919e-07,0,233135718.50080809,1146935681.7505801,1,1.8847176070371659e-06,0.00050329208708865814,0.0999999977306366,1.8686099378939502e-07,2016+2021+2019,56213915.322323523,2.1453063434108511e-06,2.1453063434108511e-06,0.28793716596848973,6.1771342865594405e-07,1.8686099378939502e-07,0.10000000000009439,1.0000003271378273,1.5900668119084465e-05,9.9999999999999995e-08
True,115,2016+2021,1.9276228566178947e-06,1.9276228566178947e-06,0.34262555477948081,6.6045285065431382e-07,0,221366675.5563013,1123372222.1676109,1,1.9268947580164366e-06,0.00037786111484749973,0.099999993580304161,1.4986059326815848e-07,2016+2021+2019,55568003.001608886,2.0280792829517327e-06,2.0280792829517327e-06,0.28690316670827332,5.8186236861429641e-07,1.4689280858348752e-07,0.10000000000069791,1.0000024109786665,1.1762141244756331e-05,9.9999999999999995e-08
True,116,2016+2021,2.1297823175581613e-06,2.1297823175581613e-06,0.34185861817333718,7.2808444009044062e-07,0,210054174.72109318,1099793946.7025201,1,2.128761145621545e-06,0.00047970244981065946,0.10000000000206051,1.4241582291241173e-07,2016+2021+2019,54901681.055965379,2.0599949789728863e-06,2.0599949789728863e-06,0.28588553924392113,5.8892277540343355e-07,1.3927827580140217e-07,0.10000000000256334,0.99985589433462918,8.4406148201956825e-06,9.9999999999999995e-08
True,117,2016+2021,2.4417361955433932e-06,2.4417361955433932e-06,0.34111915622114519,8.3292299073839151e-07,0,199318180.86158842,1076409135.4855719,1,2.4413350497526076e-06,0.00016431410790018752,0.0999999963378468,1.4871081988054868e-07,2016+2021+2019,54145205.016594775,2.2159098070228677e-06,2.2159098070228677e-06,0.28495448733512352,6.3143344304107377e-07,1.451507534167007e-07,0.099999999999972042,0.95739403886665875,6.6515129829897729e-06,9.9999999999999995e-08
True,118,2016+2021,2.797850866460917e-06,2.797850866460917e-06,0.34039728292233273,9.5238083296519056e-07,0,189047789.2693862,1053178929.4199272,1,2.7970337914065342e-06,0.00029212198182704263,0.099999999990275798,1.4854516816598107e-07,2016+2021+2019,53428582.546402745,2.3925128785280999e-06,2.3925128785280999e-06,0.28400239911479802,6.7947939741503167e-07,1.4466854536543394e-07,0.099999996698531685,0.88318072975454798,5.405430048223884e-06,9.9999999999999995e-08
