upper_factor,mass_MeV,mass_GeV,candidate_source,candidate_source_sha256,candidate_kind,repair_attempt,lml,selected_lml,delta_lml_from_selected,within_reproduction_tolerance,is_selected_maximum,selected_source,selected_source_kind,selected_repair_reproduced,repair_reproduction_pending,review_status,selection_rule,interpolated
10,54,0.054,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,1873.001077189967,2312.31686977307,-439.31579258310285,False,False,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m054_attempt_03/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,54,0.054,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m054_attempt_01/results_single.csv,9a748be0bb56f679b4dca3eb30265b35604f46bd78233f4781b911d5b742f9cf,repair,01,2312.3168695394556,2312.31686977307,-2.33614173339447e-07,True,False,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m054_attempt_03/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,54,0.054,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m054_attempt_02/results_single.csv,27d62c14c2babd870852dbe85eaa97276d37c935c4f107d5b6be2d57ff19fb7b,repair,02,2312.316869664372,2312.31686977307,-1.0869780453504063e-07,True,False,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m054_attempt_03/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,54,0.054,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m054_attempt_03/results_single.csv,9dc96460109cdc77886c9854517566a1d86ea88867932254388de0f986a83106,repair,03,2312.31686977307,2312.31686977307,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m054_attempt_03/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,55,0.055,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2302.997531851158,2302.997531851158,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,56,0.056,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2301.0917633016693,2301.0917633016693,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,57,0.057,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2295.4174848222797,2295.4174848222797,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,58,0.058,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2281.8063038032537,2281.8063038032537,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,59,0.059,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2277.408734548278,2277.408734548278,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,60,0.06,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2277.6674298007133,2277.6674298007133,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,61,0.061,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2269.253794570622,2269.253794570622,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,62,0.062,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,1824.1243466954788,2271.025651409865,-446.90130471438624,False,False,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m062_attempt_02/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,62,0.062,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m062_attempt_01/results_single.csv,ee1acf5aaf1268a6435c196042af1735d8dbf467173145cf4f8b925698bcc221,repair,01,2271.0256509790397,2271.025651409865,-4.308253664930817e-07,True,False,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m062_attempt_02/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,62,0.062,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m062_attempt_02/results_single.csv,95bc7a95f934fe12cce51202b6add1944d6817488dd0a512bc061687bf61ef5f,repair,02,2271.025651409865,2271.025651409865,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m062_attempt_02/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,62,0.062,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m062_attempt_03/results_single.csv,82a5ab43ed7871ae444f86dfdd78b5753eab210f88da779de8e69dcc90d3f655,repair,03,2271.0256509915084,2271.025651409865,-4.183566488791257e-07,True,False,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m062_attempt_02/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,63,0.063,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2267.3994801174044,2267.3994801174044,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,64,0.064,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2256.0309196722283,2256.0309196722283,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,65,0.065,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2261.859358406472,2261.859358406472,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,66,0.066,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2260.5694929615047,2260.5694929615047,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,67,0.067,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2249.209511626051,2249.209511626051,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,68,0.068,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2250.5754866434936,2250.5754866434936,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,69,0.069,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2252.9306533339372,2252.9306533339372,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,70,0.07,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2246.337893139182,2246.337893139182,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,71,0.071,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2242.8590787009953,2242.8590787009953,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,72,0.072,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2244.0793809269976,2244.0793809269976,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,73,0.073,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2232.8513974963544,2232.8513974963544,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,74,0.074,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2232.803579525929,2232.803579525929,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,75,0.075,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2225.193125200729,2225.193125200729,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,76,0.076,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,1768.0977854000355,2225.485101289314,-457.3873158892786,False,False,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m076_attempt_03/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,76,0.076,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m076_attempt_01/results_single.csv,58f3f05682501e2678a9fd3de289fd2955768f0803ec38ea349e835cbfcaa932,repair,01,2225.485100726979,2225.485101289314,-5.623351171379909e-07,True,False,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m076_attempt_03/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,76,0.076,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m076_attempt_02/results_single.csv,67d1bc90b1955e147a80f4223b7261579de5555670adf66f3aa1e3cfa5c69a67,repair,02,2225.485100906999,2225.485101289314,-3.823151928372681e-07,True,False,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m076_attempt_03/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,76,0.076,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m076_attempt_03/results_single.csv,ef593e251a3f6edbe1aac01a09e502a4aa3d9032c055a824d3e57ba081a4c27c,repair,03,2225.485101289314,2225.485101289314,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m076_attempt_03/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,77,0.077,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2225.8661833196584,2225.8661833196584,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,78,0.078,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2215.389895368082,2215.389895368082,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,79,0.079,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2215.1971040415215,2215.1971040415215,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,80,0.08,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2216.8693607208606,2216.8693607208606,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,81,0.081,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2210.019645895064,2210.019645895064,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,82,0.082,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2208.8852275334793,2208.8852275334793,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,83,0.083,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2199.7631650238923,2199.7631650238923,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,84,0.084,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2199.7069725131855,2199.7069725131855,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,85,0.085,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2204.542956026619,2204.542956026619,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,86,0.086,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,1741.840381229718,2198.373158425026,-456.53277719530774,False,False,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m086_attempt_01/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,86,0.086,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m086_attempt_01/results_single.csv,679839973434ea8d4b2582a98a9a32ba6eec40857ddef4ac26918916ddfd8ec8,repair,01,2198.373158425026,2198.373158425026,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m086_attempt_01/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,86,0.086,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m086_attempt_02/results_single.csv,556ebc141c31c61e705f1692a0c48ee853448552ba1f14f1ee2a2c7b8f99f922,repair,02,2198.3731581860247,2198.373158425026,-2.3900111045804806e-07,True,False,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m086_attempt_01/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,86,0.086,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m086_attempt_03/results_single.csv,d49ad78bf3fa3d94971b03e377c8b279084bcb35d6a2a8f2d38ece23699e8367,repair,03,2198.373158088739,2198.373158425026,-3.362870302225929e-07,True,False,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/repairs/m086_attempt_01/results_single.csv,repair,True,False,repair_selected_reproduced_max_lml,highest_lml_actual_fit_row,False
10,87,0.087,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2199.590933412988,2199.590933412988,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,88,0.088,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2201.019742866374,2201.019742866374,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,89,0.089,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2189.865534140086,2189.865534140086,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,90,0.09,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2190.5834661676377,2190.5834661676377,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,91,0.091,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2183.08777674095,2183.08777674095,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
10,92,0.092,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,8931fcb5f487007b29f2f79b6aa247da857f2d667d0608c7d6e14211815db3eb,raw,,2187.370767934927,2187.370767934927,0.0,True,True,study_results/v4p1_2016_ls_upper_optimization_20260804/k10/raw_attempt_01/results_single.csv,raw,False,False,raw_scan_row,highest_lml_actual_fit_row,False
