mass_MeV,mass_GeV,dataset_set,includes_2016,sigma_mass_res_min_GeV,v4_k8_eps2_obs_ee,v4p1_k12_eps2_obs_ee,v4_k8_p0_local_asymptotic,v4p1_k12_p0_local_asymptotic,v4_k8_Z_local_asymptotic,v4p1_k12_Z_local_asymptotic,minimal_visible_factor,v4_k8_eps2_obs_minimal_visible,v4p1_k12_eps2_obs_minimal_visible,observed_limit_ratio_k12_over_k8,observed_limit_fractional_change,delta_Z_k12_minus_k8,p0_ratio_k12_over_k8
116,0.116,2016+2021,True,0.002844284,1.6114250939310364e-06,1.7478729254660415e-06,0.5,0.5,0.0,0.0,1.0,1.6114250939310364e-06,1.7478729254660415e-06,1.0846752554921082,0.08467525549210819,0.0,1.0
117,0.117,2016+2021,True,0.002862917875,1.6875099175963135e-06,1.9332594284223065e-06,0.5,0.5,0.0,0.0,1.0,1.6875099175963135e-06,1.9332594284223065e-06,1.1456284838764315,0.14562848387643146,0.0,1.0
118,0.118,2016+2021,True,0.0028817235,1.8245195635888664e-06,2.074955329085214e-06,0.5,0.4996769673553433,0.0,0.0008097228492078,1.0,1.8245195635888664e-06,2.074955329085214e-06,1.137261211386375,0.13726121138637493,0.0008097228492078,0.9993539347106866
119,0.119,2016+2021,True,0.002900700875,1.964367190931079e-06,2.4537668861897075e-06,0.5,0.3162008040679301,0.0,0.4783493064357785,1.0,1.964367190931079e-06,2.4537668861897075e-06,1.2491386017431196,0.24913860174311964,0.4783493064357785,0.6324016081358602
120,0.12,2016+2021,True,0.00291985,2.112156615844493e-06,2.6493241014019716e-06,0.5,0.2623959805484994,0.0,0.6359761594226657,1.0,2.112156615844493e-06,2.6493241014019716e-06,1.2543218062182884,0.25432180621828837,0.6359761594226657,0.5247919610969988
121,0.121,2016+2021,True,0.002939170875,2.3137926854760298e-06,2.9176731762387288e-06,0.4058888757131751,0.1825870429860889,0.2381332438085728,0.9055499957862456,1.0,2.3137926854760298e-06,2.9176731762387288e-06,1.260991615434405,0.26099161543440497,0.6674167519776728,0.44984490561676693
122,0.122,2016+2021,True,0.0029586635,2.5300591767577013e-06,3.138714210046724e-06,0.3221180993141909,0.1398023103935039,0.4617840380264691,1.081207953721519,1.0,2.5300591767577013e-06,3.138714210046724e-06,1.2405694850462037,0.24056948504620368,0.6194239156950498,0.43400948500302083
123,0.123,2016+2021,True,0.002978327875,2.5308488834970143e-06,3.091933239246377e-06,0.3328417580675911,0.1563680539911404,0.4320796615214047,1.009497483324501,1.0,2.5308488834970143e-06,3.091933239246377e-06,1.2216980869178096,0.22169808691780957,0.5774178218030963,0.4697969837047499
124,0.124,2016+2021,True,0.002998164,2.536786208152882e-06,3.0334837665001167e-06,0.3316339900464703,0.1704950382337005,0.4354056912123382,0.9522108165163472,1.0,2.536786208152882e-06,3.0334837665001167e-06,1.195797957569667,0.1957979575696669,0.516805125304009,0.5141060426580817
125,0.125,2016+2021,True,0.003018171875,2.6957240671809775e-06,3.1533390204607347e-06,0.2892033411856536,0.1569645577010088,0.5557135642047363,1.0070117756193888,1.0,2.6957240671809775e-06,3.1533390204607347e-06,1.1697558584912227,0.16975585849122266,0.45129821141465254,0.5427480784194871
126,0.126,2016+2021,True,0.0030383515,2.618317534537342e-06,2.9659396401109195e-06,0.3173604057826562,0.2046546525139176,0.475092826105168,0.8251097143797635,1.0,2.618317534537342e-06,2.9659396401109195e-06,1.1327654499457043,0.13276544994570427,0.35001688827459554,0.6448651085166404
127,0.127,2016+2021,True,0.003058702875,2.7509938085024917e-06,2.8073101470807644e-06,0.2702019047915734,0.256642737548318,0.6122024669833047,0.6537304604347326,1.0,2.7509938085024917e-06,2.8073101470807644e-06,1.0204712705656465,0.02047127056564646,0.04152799345142788,0.949818387647139
128,0.128,2016+2021,True,0.003079226,2.8580878085354015e-06,2.867163491220792e-06,0.2494808199003774,0.2417621830004881,0.676124441509471,0.7006453553508808,1.0,2.8580878085354015e-06,2.867163491220792e-06,1.0031754387175533,0.003175438717553325,0.024520913841409753,0.969061201165799
129,0.129,2016+2021,True,0.003099920875,3.0583285155375646e-06,3.041862672735944e-06,0.2062072083231837,0.2049402304135114,0.8196521826177069,0.8241040118296296,1.0,3.0583285155375646e-06,3.041862672735944e-06,0.9946160647170611,-0.005383935282938901,0.004451829211922664,0.9938558020353653
130,0.13,2016+2021,True,0.0031207875,3.0831853274727848e-06,3.049000088366232e-06,0.1999527334735266,0.2057110644203905,0.8417900775537621,0.8213935631346778,1.0,3.0831853274727848e-06,3.049000088366232e-06,0.9889123631972607,-0.011087636802739276,-0.0203965144190843,1.0287984607503566
131,0.131,2016+2021,True,0.003141825875,2.938679177622309e-06,2.8651951909687277e-06,0.259319044437502,0.2668131660304751,0.6454461742064632,0.6224799372032898,1.0,2.938679177622309e-06,2.8651951909687277e-06,0.9749942126336373,-0.02500578736636272,-0.022966237003173462,1.0288992334104459
132,0.132,2016+2021,True,0.003163036,2.6697110984145776e-06,2.593963284471498e-06,0.3402327072892593,0.3672555179832727,0.4118281123284372,0.3391310134787603,1.0,2.6697110984145776e-06,2.593963284471498e-06,0.9716269621877577,-0.02837303781224232,-0.0726970988496769,1.07942449422136
133,0.133,2016+2021,True,0.003184417875,2.4841792047637953e-06,2.411757508991866e-06,0.4228254240819173,0.4522298608871659,0.1946705759692341,0.120029572578196,1.0,2.4841792047637953e-06,2.411757508991866e-06,0.9708468311653806,-0.02915316883461938,-0.07464100339103809,1.0695427359154066
134,0.134,2016+2021,True,0.0032059715,2.299692326662857e-06,2.217546056109332e-06,0.5,0.5,0.0,0.0,1.0,2.299692326662857e-06,2.217546056109332e-06,0.9642794518200921,-0.035720548179907885,0.0,1.0
135,0.135,2016+2021,True,0.003227696875,2.1141918729417475e-06,2.0340622657847052e-06,0.5,0.5,0.0,0.0,1.0,2.1141918729417475e-06,2.0340622657847052e-06,0.9620991792738529,-0.03790082072614709,0.0,1.0
136,0.136,2016+2021,True,0.003249594,2.0031367406500192e-06,1.9203622734208035e-06,0.5,0.5,0.0,0.0,1.0,2.0031367406500192e-06,1.9203622734208035e-06,0.9586775752501273,-0.04132242474987269,0.0,1.0
137,0.137,2016+2021,True,0.003271662875,2.0051721831709243e-06,1.918220834632435e-06,0.5,0.5,0.0,0.0,1.0,2.0051721831709243e-06,1.918220834632435e-06,0.9566364677965028,-0.0433635322034972,0.0,1.0
138,0.138,2016+2021,True,0.0032939035,2.077294438475852e-06,1.938866494537412e-06,0.5,0.5,0.0,0.0,1.0,2.077294438475852e-06,1.938866494537412e-06,0.9333614236987958,-0.06663857630120418,0.0,1.0
139,0.139,2016+2021,True,0.003316315875,2.105650865831106e-06,1.9765154042777447e-06,0.5,0.5,0.0,0.0,1.0,2.105650865831106e-06,1.9765154042777447e-06,0.9386719500137116,-0.06132804998628838,0.0,1.0
140,0.14,2016+2021,True,0.0033389,2.165755710976733e-06,2.0452527986418996e-06,0.4999311292015692,0.5,0.0001726334915006,0.0,1.0,2.165755710976733e-06,2.0452527986418996e-06,0.9443598778365969,-0.05564012216340308,-0.0001726334915006,1.0001377605722228
141,0.141,2016+2021,True,0.003361655875,2.143489229804994e-06,1.9494410836795546e-06,0.5,0.5,0.0,0.0,1.0,2.143489229804994e-06,1.9494410836795546e-06,0.909470902196652,-0.09052909780334795,0.0,1.0
142,0.142,2016+2021,True,0.0033845835,2.2034966334515966e-06,1.9924684978887395e-06,0.5,0.5,0.0,0.0,1.0,2.2034966334515966e-06,1.9924684978887395e-06,0.9042303344787512,-0.09576966552124877,0.0,1.0
143,0.143,2016+2021,True,0.003407682875,2.2824266598177017e-06,2.0579779217973514e-06,0.5,0.4999311292015692,0.0,0.0001726334915006,1.0,2.2824266598177017e-06,2.0579779217973514e-06,0.901662234335154,-0.09833776566484598,0.0001726334915006,0.9998622584031384
144,0.144,2016+2021,True,0.003430954,2.3227715179451138e-06,2.2191404869077374e-06,0.5,0.4999311292015692,0.0,0.0001726334915006,1.0,2.3227715179451138e-06,2.2191404869077374e-06,0.9553847503997915,-0.04461524960020846,0.0001726334915006,0.9998622584031384
145,0.145,2016+2021,True,0.003454396875,2.3822835170024863e-06,2.1385106080287935e-06,0.5,0.5,0.0,0.0,1.0,2.3822835170024863e-06,2.1385106080287935e-06,0.8976725871484765,-0.10232741285152347,0.0,1.0
146,0.146,2016+2021,True,0.0034780115,2.374010881627257e-06,2.147601402531027e-06,0.5,0.5,0.0,0.0,1.0,2.374010881627257e-06,2.147601402531027e-06,0.9046299741722168,-0.0953700258277832,0.0,1.0
147,0.147,2016+2021,True,0.0035017978749999,2.369015113605172e-06,2.1528896568055854e-06,0.5,0.5,0.0,0.0,1.0,2.369015113605172e-06,2.1528896568055854e-06,0.9087699122059687,-0.0912300877940313,0.0,1.0
148,0.148,2016+2021,True,0.0035257559999999,2.3395202531020547e-06,2.153774786929409e-06,0.4999026019832914,0.5,0.000244140625,0.0,1.0,2.3395202531020547e-06,2.153774786929409e-06,0.9206053181517198,-0.07939468184828025,-0.000244140625,1.000194833986305
149,0.149,2016+2021,True,0.003549885875,2.317828155091597e-06,2.259058790008093e-06,0.5,0.5,0.0,0.0,1.0,2.317828155091597e-06,2.259058790008093e-06,0.9746446409521754,-0.0253553590478246,0.0,1.0
150,0.15,2016+2021,True,0.0035741875,2.3192350376562863e-06,2.2742649271859465e-06,0.5,0.5,0.0,0.0,1.0,2.3192350376562863e-06,2.2742649271859465e-06,0.9806099383028533,-0.019390061697146743,0.0,1.0
151,0.151,2016+2021,True,0.003598660875,2.3684760346143525e-06,2.3458504078939726e-06,0.5,0.5,0.0,0.0,1.0,2.3684760346143525e-06,2.3458504078939726e-06,0.9904471793720032,-0.009552820627996783,0.0,1.0
152,0.152,2016+2021,True,0.003623306,2.338421041024664e-06,2.330442033959289e-06,0.5,0.5,0.0,0.0,1.0,2.338421041024664e-06,2.330442033959289e-06,0.9965878655189151,-0.0034121344810849052,0.0,1.0
153,0.153,2016+2021,True,0.003648122875,2.4107449904351297e-06,2.409578480806592e-06,0.5,0.5,0.0,0.0,1.0,2.4107449904351297e-06,2.409578480806592e-06,0.9995161206875194,-0.00048387931248061733,0.0,1.0
154,0.154,2016+2021,True,0.0036731115,2.5885924585109663e-06,2.597384570666346e-06,0.4999311292015692,0.4999311292015692,0.0001726334915006,0.0001726334915006,1.0,2.5885924585109663e-06,2.597384570666346e-06,1.0033964837247642,0.003396483724764199,0.0,1.0
155,0.155,2016+2021,True,0.003698271875,2.8377951339718447e-06,2.868669624551815e-06,0.4999311292015692,0.5,0.0001726334915006,0.0,1.0,2.8377951339718447e-06,2.868669624551815e-06,1.0108797461135814,0.010879746113581445,-0.0001726334915006,1.0001377605722228
156,0.156,2016+2021,True,0.003723604,3.3024377626695443e-06,3.358690424384795e-06,0.3567601658660326,0.338555156808896,0.3671323044868195,0.4164095880256539,1.0,3.3024377626695443e-06,3.358690424384795e-06,1.0170336780759732,0.017033678075973224,0.04927728353883443,0.9489712955678667
157,0.157,2016+2021,True,0.003749107875,3.819578116086588e-06,3.900051610902551e-06,0.2308244394791352,0.2131183337014637,0.7361344505204791,0.7956479854514846,1.0,3.819578116086588e-06,3.900051610902551e-06,1.021068686742402,0.02106868674240192,0.05951353493100553,0.9232918931044476
158,0.158,2016+2021,True,0.0037747835,4.289036676867399e-06,4.389331160227328e-06,0.1532896419518648,0.1351828959586081,1.022426076329349,1.102220568678647,1.0,4.289036676867399e-06,4.389331160227328e-06,1.023383918328528,0.02338391832852804,0.07979449234929814,0.8818788682477158
159,0.159,2016+2021,True,0.003800630875,4.7333415879321575e-06,4.864146737900587e-06,0.0987784035084655,0.0851335176875572,1.288543585167055,1.371346279266002,1.0,4.7333415879321575e-06,4.864146737900587e-06,1.027634842645188,0.027634842645188007,0.08280269409894703,0.8618636732700492
160,0.16,2016+2021,True,0.00382665,5.0249103322188315e-06,5.194689626919445e-06,0.0772692479248163,0.0632077937932198,1.4236821752607989,1.5283905988137294,1.0,5.0249103322188315e-06,5.194689626919445e-06,1.0337875272344699,0.03378752723446987,0.10470842355293053,0.8180200466648978
161,0.161,2016+2021,True,0.003852840875,4.930181310486746e-06,5.110338995433116e-06,0.0883952328241956,0.0705288339364593,1.3507033908659938,1.4718637737323894,1.0,4.930181310486746e-06,5.110338995433116e-06,1.0365417970659954,0.03654179706599536,0.12116038286639563,0.7978805155333456
162,0.162,2016+2021,True,0.0038792035,4.853443977982865e-06,5.068615111933691e-06,0.103612056707899,0.081823479538248,1.2612352182828326,1.392910162035404,1.0,4.853443977982865e-06,5.068615111933691e-06,1.0443337009609932,0.044333700960993205,0.1316749437525715,0.7897100215752216
163,0.163,2016+2021,True,0.003905737875,4.630067242339072e-06,4.82591406933669e-06,0.1385743671440021,0.1123853877511966,1.0867467787505982,1.2139396369654845,1.0,4.630067242339072e-06,4.82591406933669e-06,1.0422989163541128,0.04229891635411276,0.12719285821488624,0.8110113729360153
164,0.164,2016+2021,True,0.003932444,4.198196833674332e-06,4.352681859907528e-06,0.2205467353756771,0.1906204459331454,0.7703480331241785,0.8756121980165557,1.0,4.198196833674332e-06,4.352681859907528e-06,1.0367979473935214,0.03679794739352138,0.10526416489237711,0.8643086265069598
165,0.165,2016+2021,True,0.003959321875,3.836536161156297e-06,3.982466093532262e-06,0.3059283913292114,0.2700826050221545,0.5074248081090199,0.6125631805842721,1.0,3.836536161156297e-06,3.982466093532262e-06,1.038036897411123,0.03803689741112293,0.10513837247525215,0.8828294878049319
166,0.166,2016+2021,True,0.0039863715,3.418166115775095e-06,3.5383027374189346e-06,0.4371829661995623,0.3996355767032122,0.1581153154988481,0.2542904807603829,1.0,3.418166115775095e-06,3.5383027374189346e-06,1.0351465135323294,0.03514651353232945,0.0961751652615348,0.9141151590997469
167,0.167,2016+2021,True,0.004013592875,2.9738740166163984e-06,3.08639798813639e-06,0.5,0.4999513009912829,0.0,0.0001220703125,1.0,2.9738740166163984e-06,3.08639798813639e-06,1.0378375045113777,0.037837504511377684,0.0001220703125,0.9999026019825658
168,0.168,2016+2021,True,0.004040986,2.749685872224335e-06,2.851355054442996e-06,0.5,0.5,0.0,0.0,1.0,2.749685872224335e-06,2.851355054442996e-06,1.036974835287791,0.036974835287791,0.0,1.0
169,0.169,2016+2021,True,0.004068550875,2.582352185613626e-06,2.65829086002241e-06,0.5,0.5,0.0,0.0,1.0,2.582352185613626e-06,2.65829086002241e-06,1.0294067845709973,0.029406784570997324,0.0,1.0
170,0.17,2016+2021,True,0.0040962875,2.524647871876851e-06,2.5632115627402074e-06,0.5,0.5,0.0,0.0,1.0,2.524647871876851e-06,2.5632115627402074e-06,1.0152748790407304,0.015274879040730438,0.0,1.0
171,0.171,2016+2021,True,0.004124195875,2.465908386089994e-06,2.4945964135072654e-06,0.5,0.5,0.0,0.0,1.0,2.465908386089994e-06,2.4945964135072654e-06,1.0116338577617476,0.011633857761747635,0.0,1.0
172,0.172,2016+2021,True,0.004152276,2.3954840174241176e-06,2.4126322732731263e-06,0.5,0.5,0.0,0.0,1.0,2.3954840174241176e-06,2.4126322732731263e-06,1.0071585766067637,0.007158576606763667,0.0,1.0
173,0.173,2016+2021,True,0.004180527875,2.4084316372398543e-06,2.419723416953561e-06,0.5,0.5,0.0,0.0,1.0,2.4084316372398543e-06,2.419723416953561e-06,1.0046884368811262,0.00468843688112619,0.0,1.0
174,0.174,2016+2021,True,0.0042089515,2.521421373873914e-06,2.5307299029661533e-06,0.4999513009912829,0.5,0.0001220703125,0.0,1.0,2.521421373873914e-06,2.5307299029661533e-06,1.003691778450318,0.003691778450318095,-0.0001220703125,1.0000974075047322
175,0.175,2016+2021,True,0.0042375468749999,2.6936970361591456e-06,2.7056120907124348e-06,0.5,0.5,0.0,0.0,1.0,2.6936970361591456e-06,2.7056120907124348e-06,1.0044233090779497,0.004423309077949744,0.0,1.0
176,0.176,2016+2021,True,0.004266314,2.900605512172773e-06,2.9049970910338448e-06,0.5,0.5,0.0,0.0,1.0,2.900605512172773e-06,2.9049970910338448e-06,1.0015140214147156,0.0015140214147155717,0.0,1.0
177,0.177,2016+2021,True,0.004295252875,3.319479182555242e-06,3.325870647150357e-06,0.5,0.498986640359804,0.0,0.0025401186580425,1.0,3.319479182555242e-06,3.325870647150357e-06,1.0019254419876178,0.001925441987617793,0.0025401186580425,0.997973280719608
178,0.178,2016+2021,True,0.0043243635,4.041566019900552e-06,4.028673789065681e-06,0.3983790574884756,0.400880787237057,0.2575449566808159,0.2510679501641583,1.0,4.041566019900552e-06,4.028673789065681e-06,0.9968100902542752,-0.0031899097457247505,-0.006477006516657613,1.006279772245944
179,0.179,2016+2021,True,0.004353645875,4.807044584664297e-06,4.783130055403306e-06,0.2438781581985534,0.2481732100267678,0.6938818346661758,0.6802496175130535,1.0,4.807044584664297e-06,4.783130055403306e-06,0.9950251076644296,-0.004974892335570358,-0.01363221715312235,1.0176114657415019
180,0.18,2016+2021,True,0.0043831,5.624488007397446e-06,5.578960688127293e-06,0.13755483547466,0.142474404143425,1.0913709925620685,1.0692682601902703,1.0,5.624488007397446e-06,5.578960688127293e-06,0.9919055175848407,-0.00809448241515931,-0.02210273237179816,1.0357644182539207
181,0.181,2021,False,0.004412725875,6.523419878741563e-06,6.523419878741563e-06,0.0670901731106545,0.0670901731106545,1.4978187566396115,1.4978187566396115,1.0,6.523419878741563e-06,6.523419878741563e-06,1.0,0.0,0.0,1.0
182,0.182,2021,False,0.0044425235,6.746276006664339e-06,6.746276006664339e-06,0.0606679566548988,0.0606679566548988,1.5491905798493415,1.5491905798493415,1.0,6.746276006664339e-06,6.746276006664339e-06,1.0,0.0,0.0,1.0
183,0.183,2021,False,0.004472492875,6.6172261063312055e-06,6.6172261063312055e-06,0.0730507978016942,0.0730507978016942,1.4534401141766315,1.4534401141766315,1.0,6.6172261063312055e-06,6.6172261063312055e-06,1.0,0.0,0.0,1.0
184,0.184,2021,False,0.004502634,6.1664323981626345e-06,6.1664323981626345e-06,0.116339824004237,0.116339824004237,1.1934845791580777,1.1934845791580777,1.0,6.1664323981626345e-06,6.1664323981626345e-06,1.0,0.0,0.0,1.0
185,0.185,2021,False,0.004532946875,5.680589079535773e-06,5.680589079535773e-06,0.1731768028053049,0.1731768028053049,0.9416856469854974,0.9416856469854974,1.0,5.680589079535773e-06,5.680589079535773e-06,1.0,0.0,0.0,1.0
186,0.186,2021,False,0.0045634315,4.982159576327874e-06,4.982159576327874e-06,0.2958094748753749,0.2958094748753749,0.5364914408593853,0.5364914408593853,1.0,4.982159576327874e-06,4.982159576327874e-06,1.0,0.0,0.0,1.0
187,0.187,2021,False,0.004594087875,4.292655740939427e-06,4.292655740939427e-06,0.4589086383248145,0.4589086383248145,0.1031835736475615,0.1031835736475615,1.0,4.292655740939427e-06,4.292655740939427e-06,1.0,0.0,0.0,1.0
188,0.188,2021,False,0.004624916,3.7601983849734777e-06,3.7601983849734777e-06,0.5,0.5,0.0,0.0,1.0,3.7601983849734777e-06,3.7601983849734777e-06,1.0,0.0,0.0,1.0
189,0.189,2021,False,0.004655915875,3.4743455028631495e-06,3.4743455028631495e-06,0.5,0.5,0.0,0.0,1.0,3.4743455028631495e-06,3.4743455028631495e-06,1.0,0.0,0.0,1.0
190,0.19,2021,False,0.0046870875,3.3630901000949864e-06,3.3630901000949864e-06,0.5,0.5,0.0,0.0,1.0,3.3630901000949864e-06,3.3630901000949864e-06,1.0,0.0,0.0,1.0
191,0.191,2021,False,0.004718430875,3.2424667289284712e-06,3.2424667289284712e-06,0.5,0.5,0.0,0.0,1.0,3.2424667289284712e-06,3.2424667289284712e-06,1.0,0.0,0.0,1.0
192,0.192,2021,False,0.004749946,3.2026858944578083e-06,3.2026858944578083e-06,0.5,0.5,0.0,0.0,1.0,3.2026858944578083e-06,3.2026858944578083e-06,1.0,0.0,0.0,1.0
193,0.193,2021,False,0.004781632875,3.2559859188606225e-06,3.2559859188606225e-06,0.5,0.5,0.0,0.0,1.0,3.2559859188606225e-06,3.2559859188606225e-06,1.0,0.0,0.0,1.0
194,0.194,2021,False,0.0048134915,3.3333460600792405e-06,3.3333460600792405e-06,0.5,0.5,0.0,0.0,1.0,3.3333460600792405e-06,3.3333460600792405e-06,1.0,0.0,0.0,1.0
195,0.195,2021,False,0.004845521875,3.4202678945488806e-06,3.4202678945488806e-06,0.5,0.5,0.0,0.0,1.0,3.4202678945488806e-06,3.4202678945488806e-06,1.0,0.0,0.0,1.0
196,0.196,2021,False,0.004877724,3.62863736494689e-06,3.62863736494689e-06,0.4999655646006563,0.4999655646006563,8.631674575031098e-05,8.631674575031098e-05,1.0,3.62863736494689e-06,3.62863736494689e-06,1.0,0.0,0.0,1.0
197,0.197,2021,False,0.004910097875,3.844554390216538e-06,3.844554390216538e-06,0.5,0.5,0.0,0.0,1.0,3.844554390216538e-06,3.844554390216538e-06,1.0,0.0,0.0,1.0
198,0.198,2021,False,0.0049426435,4.144559072543041e-06,4.144559072543041e-06,0.5,0.5,0.0,0.0,1.0,4.144559072543041e-06,4.144559072543041e-06,1.0,0.0,0.0,1.0
199,0.199,2021,False,0.004975360875,4.545145522638198e-06,4.545145522638198e-06,0.5,0.5,0.0,0.0,1.0,4.545145522638198e-06,4.545145522638198e-06,1.0,0.0,0.0,1.0
200,0.2,2021,False,0.00500825,4.805089468316583e-06,4.805089468316583e-06,0.5,0.5,0.0,0.0,1.0,4.805089468316583e-06,4.805089468316583e-06,1.0,0.0,0.0,1.0
201,0.201,2021,False,0.005041310875,5.137590470710226e-06,5.137590470710226e-06,0.465803844183275,0.465803844183275,0.0858222882716638,0.0858222882716638,1.0,5.137590470710226e-06,5.137590470710226e-06,1.0,0.0,0.0,1.0
202,0.202,2021,False,0.0050745435,5.306581504239197e-06,5.306581504239197e-06,0.4387510538936607,0.4387510538936607,0.1541365019396205,0.1541365019396205,1.0,5.306581504239197e-06,5.306581504239197e-06,1.0,0.0,0.0,1.0
203,0.203,2021,False,0.005107947875,5.872793589579734e-06,5.872793589579734e-06,0.3509805894409242,0.3509805894409242,0.382674425876491,0.382674425876491,1.0,5.872793589579734e-06,5.872793589579734e-06,1.0,0.0,0.0,1.0
204,0.204,2021,False,0.005141524,6.611726849102077e-06,6.611726849102077e-06,0.2529534148801742,0.2529534148801742,0.6652246291946925,0.6652246291946925,1.0,6.611726849102077e-06,6.611726849102077e-06,1.0,0.0,0.0,1.0
205,0.205,2021,False,0.005175271875,7.170832076454622e-06,7.170832076454622e-06,0.1983374247260167,0.1983374247260167,0.8475747354928245,0.8475747354928245,1.0,7.170832076454622e-06,7.170832076454622e-06,1.0,0.0,0.0,1.0
206,0.206,2021,False,0.0052091915,7.77255845931396e-06,7.77255845931396e-06,0.1471653176755361,0.1471653176755361,1.0486686770039335,1.0486686770039335,1.0,7.77255845931396e-06,7.77255845931396e-06,1.0,0.0,0.0,1.0
207,0.207,2021,False,0.005243282875,8.19057533237242e-06,8.19057533237242e-06,0.1242187684951708,0.1242187684951708,1.154152782115096,1.154152782115096,1.0,8.19057533237242e-06,8.19057533237242e-06,1.0,0.0,0.0,1.0
208,0.208,2021,False,0.005277546,8.598561608118225e-06,8.598561608118225e-06,0.1046779821798605,0.1046779821798605,1.2553383352960514,1.2553383352960514,1.0,8.598561608118225e-06,8.598561608118225e-06,1.0,0.0,0.0,1.0
209,0.209,2021,False,0.005311980875,8.979285803912166e-06,8.979285803912166e-06,0.0916624050704809,0.0916624050704809,1.3305874016181487,1.3305874016181487,1.0,8.979285803912166e-06,8.979285803912166e-06,1.0,0.0,0.0,1.0
210,0.21,2021,False,0.0053465875,8.693816669089297e-06,8.693816669089297e-06,0.1126950765663965,0.1126950765663965,1.2123193670201156,1.2123193670201156,1.0,8.693816669089297e-06,8.693816669089297e-06,1.0,0.0,0.0,1.0
211,0.211,2021,False,0.005381365875,8.23769881662126e-06,8.23769881662126e-06,0.1557863143232385,0.1557863143232385,1.0119276898822551,1.0119276898822551,1.0,8.23769881662126e-06,8.23769881662126e-06,1.0,0.0,0.0,1.0
212,0.212,2021,False,0.005416316,7.949876840549599e-06,7.949876840549599e-06,0.1919752974228248,0.1919752974228248,0.8706402817129149,0.8706402817129149,1.1200730784532984,8.90444302611897e-06,8.90444302611897e-06,1.0,0.0,0.0,1.0
213,0.213,2021,False,0.005451437875,7.436673977047599e-06,7.436673977047599e-06,0.2583771541731414,0.2583771541731414,0.6483566394623632,0.6483566394623632,1.1872173917589186,8.828948682391874e-06,8.828948682391874e-06,1.0,0.0,0.0,1.0
214,0.214,2021,False,0.0054867315,7.0810995398269184e-06,7.0810995398269184e-06,0.3183848269118451,0.3183848269118451,0.4722201566051047,0.4722201566051047,1.234823624561864,8.743908999652422e-06,8.743908999652422e-06,1.0,0.0,0.0,1.0
215,0.215,2021,False,0.005522196875,6.277937487656462e-06,6.277937487656462e-06,0.4605559906848511,0.4605559906848511,0.0990331099562135,0.0990331099562135,1.273331093942493,7.99389300886019e-06,7.99389300886019e-06,1.0,0.0,0.0,1.0
216,0.216,2021,False,0.0055578339999999,5.645460270613877e-06,5.645460270613877e-06,0.5,0.5,0.0,0.0,1.3062188477028425,7.3742066094334354e-06,7.3742066094334354e-06,1.0,0.0,0.0,1.0
217,0.217,2021,False,0.005593642875,5.35425252854962e-06,5.35425252854962e-06,0.5,0.5,0.0,0.0,1.335168915296197,7.148831540765516e-06,7.148831540765516e-06,1.0,0.0,0.0,1.0
218,0.218,2021,False,0.0056296235,5.157055237895766e-06,5.157055237895766e-06,0.5,0.5,0.0,0.0,1.361150597663751,7.019528819246799e-06,7.019528819246799e-06,1.0,0.0,0.0,1.0
219,0.219,2021,False,0.005665775875,4.940691832646571e-06,4.940691832646571e-06,0.5,0.5,0.0,0.0,1.3847847495500856,6.841794702075635e-06,6.841794702075635e-06,1.0,0.0,0.0,1.0
220,0.22,2021,False,0.0057021,4.965468282732431e-06,4.965468282732431e-06,0.4999655646006563,0.4999655646006563,8.631674575031098e-05,8.631674575031098e-05,1.4064984490575076,6.983923438507411e-06,6.983923438507411e-06,1.0,0.0,0.0,1.0
221,0.221,2021,False,0.005738595875,4.919320602434745e-06,4.919320602434745e-06,0.5,0.5,0.0,0.0,1.4266010402773408,7.0179078888911625e-06,7.0179078888911625e-06,1.0,0.0,0.0,1.0
222,0.222,2021,False,0.0057752635,4.924521738509398e-06,4.924521738509398e-06,0.5,0.5,0.0,0.0,1.4453255359465016,7.117537020991293e-06,7.117537020991293e-06,1.0,0.0,0.0,1.0
223,0.223,2021,False,0.005812102875,5.021951041275806e-06,5.021951041275806e-06,0.5,0.5,0.0,0.0,1.4628529315000418,7.3463758025800005e-06,7.3463758025800005e-06,1.0,0.0,0.0,1.0
224,0.224,2021,False,0.005849114,5.2246164440223005e-06,5.2246164440223005e-06,0.5,0.5,0.0,0.0,1.4793273449050945,7.728917972283006e-06,7.728917972283006e-06,1.0,0.0,0.0,1.0
225,0.225,2021,False,0.005886296875,5.5760334806217535e-06,5.5760334806217535e-06,0.499975650495596,0.499975650495596,6.103515625e-05,6.103515625e-05,1.4948658954779785,8.335422282224827e-06,8.335422282224827e-06,1.0,0.0,0.0,1.0
226,0.226,2021,False,0.0059236515,5.857591448100549e-06,5.857591448100549e-06,0.5,0.5,0.0,0.0,1.5095654015240774,8.842417386315906e-06,8.842417386315906e-06,1.0,0.0,0.0,1.0
227,0.227,2021,False,0.005961177875,6.114190920527776e-06,6.114190920527776e-06,0.5,0.5,0.0,0.0,1.5235070686802987,9.31501308668497e-06,9.31501308668497e-06,1.0,0.0,0.0,1.0
228,0.228,2021,False,0.005998876,6.459892398711133e-06,6.459892398711133e-06,0.5,0.5,0.0,0.0,1.5367598618955463,9.92730335050341e-06,9.92730335050341e-06,1.0,0.0,0.0,1.0
