lower_factor,upper_factor,mass_MeV,mass_GeV,A_up_upper_over_lower,eps2_up_upper_over_lower,A_eps2_ratio_difference,delta_Z_upper_minus_lower,delta_lml_upper_minus_lower,lower_at_upper_boundary,upper_at_upper_boundary
10,12,104,0.104,0.8529726260509138,0.8529726260509137,1.1102230246251565e-16,0.0,2.9670954012667607,True,False
10,12,105,0.105,0.8521526466511992,0.8521526466511993,-1.1102230246251565e-16,0.0,2.6777592876997005,True,False
10,12,106,0.106,0.8485227154132163,0.8485227154132163,0.0,0.0,2.039053973476257,True,False
10,12,107,0.107,0.8532882180627696,0.8532882180627696,0.0,0.0,1.4196397789110051,True,False
10,12,108,0.108,0.8518751896704845,0.8518751896704844,1.1102230246251565e-16,0.0,0.9145610384352949,True,False
10,12,109,0.109,0.864421265330644,0.864421265330644,0.0,0.0,0.21618586332533596,True,False
10,12,110,0.11,0.9783072096103096,0.9783072096103094,2.220446049250313e-16,-0.041327063887706905,0.007863752714001748,True,False
10,12,111,0.111,0.9287472106844009,0.9287472106844009,0.0,-0.09542070924512491,0.22311166497456725,True,False
10,12,112,0.112,1.0000045376467348,1.0000045376467344,4.440892098500626e-16,-8.91828230908942e-06,-1.7872580428957008e-06,False,False
10,12,113,0.113,0.9999999845978077,0.9999999845978078,-1.1102230246251565e-16,-2.4235921218362932e-05,1.4031011232873425e-06,False,False
10,12,114,0.114,0.9999911336780813,0.9999911336780816,-2.220446049250313e-16,-9.293361739048933e-05,-1.0340963854105212e-06,False,False
10,12,115,0.115,0.999994751471448,0.999994751471448,0.0,-3.9030941274553754e-05,2.865804617613321e-06,False,False
10,12,116,0.116,1.0126592984240335,1.0126592984240335,0.0,0.09326169952666197,0.007069451591632969,True,False
10,12,117,0.117,1.0646535218323026,1.0646535218323026,0.0,0.4372189321608406,0.03563601510995795,True,False
10,12,118,0.118,1.0246563764661216,1.0246563764661216,0.0,0.13919445888449644,0.004637111672309402,True,False
10,12,119,0.119,1.154719419189404,1.1547194191894037,2.220446049250313e-16,0.8090289594525317,0.45922603823055397,True,False
10,12,120,0.12,1.2028167309497328,1.202816730949733,-2.220446049250313e-16,0.8827652305768463,0.51319206896369,True,False
10,12,121,0.121,1.2619771215037292,1.261977121503729,2.220446049250313e-16,1.0164905545282275,1.180451360713505,True,False
10,12,122,0.122,1.3019116667238442,1.3019116667238446,-4.440892098500626e-16,1.008128682375043,1.070323707877833,True,False
10,12,123,0.123,1.3276971623414269,1.327697162341427,-2.220446049250313e-16,0.9772201642957924,0.9370322850168122,True,False
10,12,124,0.124,1.325798682399936,1.3257986823999357,2.220446049250313e-16,0.9124620948202791,0.7871149419470385,True,False
10,12,125,0.125,1.3088408876712103,1.3088408876712108,-4.440892098500626e-16,0.8441380497352262,0.7257595968194437,True,False
