truth_model,study_scenario,background_toy_index,mass_mev,factor_previous,factor_current,lml_previous,lml_current,delta_lml,lml_tolerance,regression_beyond_tolerance
sigpowexpq,2021_10pct_x10,9,130,6,9,1949.5779239549092,2018.991314605727,69.41339065081775,0.002018991314605727,False
sigpowexpq,2021_10pct_x10,9,150,6,9,1929.726142630508,2000.8491500042849,71.12300737377677,0.002000849150004285,False
sigpowexpq,2021_10pct_x10,9,170,6,9,1916.2942812697188,1985.5034496696665,69.20916839994766,0.0019855034496696665,False
sigpowexpq,2021_10pct_x10,9,190,6,9,1916.6514961244632,1984.1175064451425,67.46601032067929,0.0019841175064451424,False
sigpowexpq,2021_10pct_x10,9,210,6,9,1906.7431385467664,1973.629920360299,66.88678181353248,0.001973629920360299,False
sigpowexpq,2021_10pct_x10,9,230,6,9,1887.33334677978,1952.9521643914732,65.6188176116932,0.001952952164391473,False
sigpowexpq,2021_10pct_x10,9,250,6,9,1884.280593469737,1947.4228058668775,63.14221239714061,0.0019474228058668774,False
sigpowexpq,2021_1pct,0,50,6,9,1168.6443429208011,1198.6004549045983,29.9561119837972,0.0011986004549045983,False
sigpowexpq,2021_1pct,0,70,6,9,1127.0018730145846,1164.215373281562,37.21350026697746,0.001164215373281562,False
sigpowexpq,2021_1pct,0,90,6,9,1103.0815461081245,1145.6179036999845,42.536357591859996,0.0011456179036999845,False
sigpowexpq,2021_1pct,0,110,6,9,1082.4916420218606,1129.020960695854,46.52931867399343,0.001129020960695854,False
sigpowexpq,2021_1pct,0,130,6,9,1078.82593331911,1127.583521764638,48.75758844552797,0.001127583521764638,False
