mass_GeV,mass_MeV,A_up,eps2_up,p0_analytic,Z_analytic,A_hat,sigma_A,integral_density,lml,ls_opt,const_opt
0.2,200.0,4305.357149587952,5.576532858127114e-06,0.4127902864932881,0.2203731264066109,531.0470609309135,2410.630022649548,125353032.55969112,1612.028494470088,0.2738127921068461,50.856795636274086
0.201,201.0,4462.645475678355,5.908639922089852e-06,0.3676241043919626,0.3381525799296804,808.2911989377578,2391.1867226004715,122019355.53382406,1610.643106326599,0.2734035447289872,50.63986618352981
0.202,202.0,4632.671505990906,6.26832874402773e-06,0.3244954916449099,0.4551643813742965,1080.7058204728096,2376.5230155320205,118808713.66471364,1604.9934156950508,0.2737980933692351,50.88496704343988
0.203,203.0,5106.290491302858,7.067536294563967e-06,0.2268376978280812,0.7493016796735593,1759.5983132115932,2350.48416487455,115574322.00533302,1604.108660040279,0.2742631792277177,51.13609433367356
0.204,204.0,5352.884542815603,7.577173453118155e-06,0.1810041850033598,0.9115448415665508,2116.1650831171155,2323.6264206552146,112452833.18684237,1604.453342586727,0.2743547868041652,51.21244855526397
0.205,205.0,5735.343131998052,8.300797709737645e-06,0.1276745556433507,1.1374526424034097,2611.7194326902145,2298.5515972156086,109447447.25856656,1605.253753311587,0.2745689912493445,51.397375386031925
0.206,206.0,5876.841946369952,8.699219333806559e-06,0.1096566507165366,1.2283561493869397,2801.805421354927,2283.4438715744323,106491864.68179588,1603.061351566795,0.2744185890283338,51.26914811205032
0.207,207.0,5959.470574025069,9.024403174541513e-06,0.0944167107291958,1.3140379858055025,2953.2476389132057,2248.369997752933,103594993.30477582,1608.077058295294,0.2743607958839967,51.218093060413224
0.208,208.0,6111.596714754142,9.46983063718696e-06,0.0790254159190197,1.4116575037807302,3146.8506448037792,2232.000391163219,100755569.91566654,1604.5552803377443,0.2744697812744643,51.31084212469759
0.209,209.0,6043.298891672172,9.583654466067664e-06,0.0794909551438619,1.4085039090043745,3110.0227066076327,2208.284103858289,97975291.24730824,1602.6836789671488,0.2744483215696441,51.29280999003499
0.21,210.0,5803.600536670849,9.41590450888754e-06,0.0956732496064101,1.3066061725265412,2867.2710877587306,2194.453324055559,95309478.67396852,1598.77808577304,0.2741115471879912,51.068954191842145
0.211,211.0,5294.94438473817,8.789028799412814e-06,0.1403636700021069,1.0786868718308622,2336.277028948262,2165.9046329346525,92716703.49811862,1601.7921316553466,0.2731766885732968,50.51075255849687
0.212,212.0,4910.855870798459,8.340771866325851e-06,0.1881264034467273,0.8848216942206208,1903.9092218620588,2151.9267481741467,90185144.73372865,1597.684753425377,0.2731741157833082,50.50307663903777
0.213,213.0,4382.258801931821,7.618621255759235e-06,0.2759165882126489,0.5950154008695391,1269.5284476823283,2134.350572297743,87692400.078589,1596.2683496010563,0.2723822280731358,50.09450993997988
0.214,214.0,4000.036023663099,7.115982814658104e-06,0.3560471432128274,0.3690448616586972,781.9318062532143,2118.756410699517,85297275.72952412,1590.954037906426,0.2730936698631196,50.452958362782255
0.215,215.0,3423.8703434171553,6.235263209721408e-06,0.5,0.0,-25.515724897272687,2090.7632860644057,82936171.06195708,1596.668227286439,0.2728854105072711,50.32613409466728
0.216,216.0,3061.167902144499,5.705080457171488e-06,0.4999655646006563,8.631674575031098e-05,-684.9066420632125,2078.96482691487,80666190.61149085,1592.0510273342145,0.2733171985438313,50.562688453493934
0.217,217.0,2800.0569399301457,5.34242814950169e-06,0.5,0.0,-1319.5508457802557,2070.4651596032445,78431109.94118327,1587.8393176046748,0.2729152566087795,50.34586259820379
0.218,218.0,2624.841485969876,5.128632235093506e-06,0.5,0.0,-1747.6657505651874,2043.5980441315464,76236851.52538474,1592.3181675415294,0.2732152486588776,50.52579233911416
0.219,219.0,2468.54280819776,4.939463163286418e-06,0.5,0.0,-2306.368304145249,2036.1869375812028,74103158.47642389,1588.9146982870566,0.2731609799696416,50.47367877790223
0.22,220.0,2389.8838249390965,4.895561313844575e-06,0.5,0.0,-2568.1879856059627,2022.4968407735687,72056230.15568508,1588.8649451683864,0.2729888581497626,50.38350180655592
0.221,221.0,2347.207453892994,4.921882961581911e-06,0.5,0.0,-2720.1046240398846,2015.096643332968,70072537.02592257,1585.6345069715394,0.273050444662333,50.42259282624997
0.222,222.0,2286.582927912552,4.910719923297986e-06,0.5,0.0,-2868.1840450365817,1992.9497054492624,68109664.16035153,1590.462448757104,0.2726624462432128,50.207566464435054
0.223,223.0,2297.4084843618984,5.052410327970997e-06,0.5,0.0,-2771.3249558015596,1987.601012461069,66214738.059975564,1585.6195019863576,0.2721689413889915,49.95719833154324
0.224,224.0,2340.700801693608,5.272081447299951e-06,0.5,0.0,-2459.921027914506,1971.99638931294,64362913.74671155,1584.657115750785,0.2725217434142953,50.15562213537347
0.225,225.0,2439.445429106805,5.629089431611737e-06,0.5,0.0,-1987.2109358525008,1963.918338718048,62544678.25081808,1581.7711880807055,0.2722448361730398,50.04158081851819
0.226,226.0,2489.174552287942,5.885271360825781e-06,0.5,0.0,-1657.8079293077994,1937.667602385372,60771554.15297639,1586.785555889915,0.2725214020429271,50.19163996344046
0.227,227.0,2548.459167735287,6.170917678985497e-06,0.5,0.0,-1405.53489109182,1926.583918832679,59077484.03982016,1584.324635033901,0.2729576729446524,50.423778731550755
0.228,228.0,2613.7500685040714,6.481254038167755e-06,0.5,0.0,-1130.4429710546003,1909.4090799329415,57436780.43420136,1585.491214320686,0.2728804646282487,50.40340141031325
0.229,229.0,2731.9386850016303,6.938645953994401e-06,0.5,0.0,-770.3179361633233,1897.1404689814035,55831675.293223605,1581.910601000501,0.2728882371561245,50.420334573670985
0.23,230.0,2784.7367821540975,7.245661155070606e-06,0.5,0.0,-543.5102463030452,1867.4613313351344,54262302.35414737,1585.8196051726804,0.2731445534836699,50.58204057596024
0.231,231.0,2813.7689940624587,7.50251425868392e-06,0.5,0.0,-435.15140713179727,1853.294502752079,52721717.822498925,1582.5509305976896,0.2733799259383559,50.781065222429326
0.232,232.0,2900.659940444398,7.921760894963796e-06,0.5,0.0,-214.67675131230857,1837.633965814844,51251552.38699205,1576.1779947048342,0.2733993871359708,50.73674064830685
0.233,233.0,2805.186344845196,7.84961879330673e-06,0.499975650495596,6.103515625e-05,-298.28264316830195,1806.5363148753945,49805482.399550624,1581.7060551210154,0.2737839644425517,51.00485308902102
0.234,234.0,2876.948534692814,8.249551196013352e-06,0.5,0.0,-124.74698766940212,1793.043336615262,48395595.20414742,1578.416499986279,0.2732406536659124,50.62882539833232
0.235,235.0,2850.5997921906383,8.378624987937849e-06,0.5,0.0,-112.57912370107744,1772.9653730726452,47012739.219878465,1579.9032818525604,0.2731006192048839,50.54983640022015
0.236,236.0,2835.4404196921096,8.540907137278146e-06,0.5,0.0,-100.14312899213682,1759.5514332216053,45679826.44124699,1576.474279116131,0.2728248747196478,50.40278070002521
0.237,237.0,2900.745027865314,8.954696247548438e-06,0.4826267706586639,0.0435620015251285,75.01770100460811,1734.843622894595,44384391.87212218,1582.306348828379,0.2718959129368374,49.94960122154374
0.238,238.0,2924.516772984205,9.247313414205245e-06,0.4670783701847981,0.0826161738484562,141.4370302215431,1723.8638937628427,43150069.97440755,1578.8428801642006,0.2715564448991572,49.8004910737968
0.239,239.0,2867.2714562776628,9.295383608763924e-06,0.4773611823893456,0.0567775911864461,96.3713762421656,1706.474422469914,41910564.95451811,1578.9657656584657,0.2719893223341726,49.970849128343694
0.24,240.0,2828.9154669609825,9.399271045447769e-06,0.486660602323223,0.0334431443842713,57.10418778866623,1697.8339206306946,40722504.22475857,1577.2243553120672,0.2719255697880122,49.976696939169535
0.241,241.0,2885.011045524472,9.827437732805489e-06,0.451863441522569,0.1209547413997764,202.2626312431192,1676.432502265468,39555789.66735767,1582.8357562718304,0.2718552592749591,49.90423930043232
0.242,242.0,3041.5316541295883,1.0619067914942448e-05,0.3919311886970592,0.2742892079706476,449.1397589832797,1672.057944992311,38433549.77614895,1579.8136969504806,0.2712666282727629,49.64001781067648
0.243,243.0,3080.7763572144354,1.1027633990222886e-05,0.3763780458983284,0.3150073256000318,516.6023451089324,1668.0006236274444,37332878.58161166,1576.57426283065,0.2713897293699767,49.69329818783286
0.244,244.0,3325.8950844588844,1.221353807650428e-05,0.2976996237141533,0.5310281858464124,877.9013840566254,1658.8907748906995,36240747.78783116,1580.5597045792226,0.2719184117805318,49.84886232888571
0.245,245.0,3406.921374303727,1.2817077025811911e-05,0.2705636072071103,0.6111093135618254,1006.7155088893616,1649.6216400278447,35231160.94273463,1581.2636057083598,0.2721920538263976,49.98556310009149
0.246,246.0,3557.041350967286,1.371659717830533e-05,0.2311394483238922,0.7350995035799756,1208.8229207703391,1645.7162472415084,34231611.46534635,1581.5327050746762,0.2723438952681499,50.068919716919886
0.247,247.0,3884.397058810653,1.5362983350481693e-05,0.1642879067772535,0.9769865450506056,1606.594981827811,1647.2225644772116,33240766.184267055,1579.5013320262942,0.2722916331569223,50.075465787369176
0.248,248.0,4003.354617091689,1.6225431117018784e-05,0.1431623199275501,1.0662190339353517,1752.3060696573534,1644.8316965071124,32306957.309929177,1579.6275522039068,0.2727301998583894,50.336988447608555
0.249,249.0,4156.528854721248,1.7280872092392852e-05,0.1180555786414678,1.184763020802801,1940.181617315136,1638.6492858967897,31367919.80580777,1579.7831799300238,0.2729503330103506,50.48141748745829
0.25,250.0,4382.743649942244,1.868744994002128e-05,0.0897750800906457,1.3421413765088737,2195.1967949897257,1636.643874960069,30463229.35640608,1580.5291562571238,0.2726058791886915,50.309555305295305
