variant,dataset,bin_center_MeV,observed,gp_mean_preprofile,in_extraction_window,null_profiled_background,standalone_profiled_background,standalone_profiled_total,shared_profiled_background,shared_profiled_total
common_0p5MeV,2021,90.25,852021,852428.00592452427,False,,,,,
common_0p5MeV,2021,90.75,847376,847525.21975994029,False,,,,,
common_0p5MeV,2021,91.25,843761,842526.8463835608,False,,,,,
common_0p5MeV,2021,91.75,836460,837437.60411730339,False,,,,,
common_0p5MeV,2021,92.25,833277,832262.10696988448,False,,,,,
common_0p5MeV,2021,92.75,826243,827004.86500702577,False,,,,,
common_0p5MeV,2021,93.25,822393,821670.2850757764,False,,,,,
common_0p5MeV,2021,93.75,816652,816262.67094301479,False,,,,,
common_0p5MeV,2021,94.25,812055,810786.22178345255,False,,,,,
common_0p5MeV,2021,94.749999999999986,805737,805245.03154573822,False,,,,,
common_0p5MeV,2021,95.25,798456,799643.08716420794,False,,,,,
common_0p5MeV,2021,95.75,795229,793984.26733245538,False,,,,,
common_0p5MeV,2021,96.25,787698,788272.34020624356,False,,,,,
common_0p5MeV,2021,96.75,781436,782510.96261052391,False,,,,,
common_0p5MeV,2021,97.25,775224,776703.67895420024,False,,,,,
common_0p5MeV,2021,97.749999999999986,769953,770853.91970245331,False,,,,,
common_0p5MeV,2021,98.25,764708,764965.00149766961,False,,,,,
common_0p5MeV,2021,98.749999999999986,759878,759040.12590148626,False,,,,,
common_0p5MeV,2021,99.249999999999986,752739,753082.38122806326,False,,,,,
common_0p5MeV,2021,99.75,749085,747094.74165934802,False,,,,,
common_0p5MeV,2021,100.24999999999999,740804,741080.06881607987,False,,,,,
common_0p5MeV,2021,100.75,734994,735041.11439692287,False,,,,,
common_0p5MeV,2021,101.24999999999999,729324,728980.52048026386,False,,,,,
common_0p5MeV,2021,101.75,721631,722900.82207777957,False,,,,,
common_0p5MeV,2021,102.25000000000001,717046,716804.45164203772,False,,,,,
common_0p5MeV,2021,102.75,710170,710693.73981057655,False,,,,,
common_0p5MeV,2021,103.25,705750,704570.92019846407,False,,,,,
common_0p5MeV,2021,103.75,698154,698438.13161083043,False,,,,,
common_0p5MeV,2021,104.25,691592,692297.42391548585,False,,,,,
common_0p5MeV,2021,104.75,686843,686150.7605153668,False,,,,,
common_0p5MeV,2021,105.25,680702,680000.02248544933,False,,,,,
common_0p5MeV,2021,105.75,675273,673847.01303793432,False,,,,,
common_0p5MeV,2021,106.25,667444,667693.46273150539,False,,,,,
common_0p5MeV,2021,106.74999999999999,661293,661541.03162906959,False,,,,,
common_0p5MeV,2021,107.25000000000001,654615,655391.31571220851,False,,,,,
common_0p5MeV,2021,107.75000000000001,648806,649245.8498619803,False,,,,,
common_0p5MeV,2021,108.25,643359,643106.11183420429,False,,,,,
common_0p5MeV,2021,108.75,637730,636973.52704478975,False,,,,,
common_0p5MeV,2021,109.25,630827,630849.47186777473,False,,,,,
common_0p5MeV,2021,109.75,624673,624735.27710612537,False,,,,,
common_0p5MeV,2021,110.25,618197,618632.23184778518,False,,,,,
common_0p5MeV,2021,110.74999999999999,612453,612541.58694821375,False,,,,,
common_0p5MeV,2021,111.25,606984,606464.55685637007,False,,,,,
common_0p5MeV,2021,111.75,600084,600402.32390776428,False,,,,,
common_0p5MeV,2021,112.25,594267,594356.03970810154,False,,,,,
common_0p5MeV,2021,112.75,588716,588326.82874775736,False,,,,,
common_0p5MeV,2021,113.24999999999999,581575,582315.78888941684,False,,,,,
common_0p5MeV,2021,113.74999999999999,575045,576323.99451026472,False,,,,,
common_0p5MeV,2021,114.25,571565,570352.4973080412,False,,,,,
common_0p5MeV,2021,114.74999999999999,564616,564402.3286841542,False,,,,,
common_0p5MeV,2021,115.25,558895,558474.4993589262,False,,,,,
common_0p5MeV,2021,115.74999999999999,551561,552570.00187560497,False,,,,,
common_0p5MeV,2021,116.25,546397,546689.81001187069,False,,,,,
common_0p5MeV,2021,116.75,541253,540834.88042917405,False,,,,,
common_0p5MeV,2021,117.25,534461,535006.15247751458,False,,,,,
common_0p5MeV,2021,117.75,528563,529204.5479762567,False,,,,,
common_0p5MeV,2021,118.24999999999999,523359,523430.97248149058,False,,,,,
common_0p5MeV,2021,118.75,517590,517686.31355766283,False,,,,,
common_0p5MeV,2021,119.25000000000001,513016,511971.44229289563,False,,,,,
common_0p5MeV,2021,119.75,506638,506287.21137263515,False,,,,,
common_0p5MeV,2021,120.25,499794,500634.45593552967,False,,,,,
common_0p5MeV,2021,120.75000000000001,495484,495013.99187098246,False,,,,,
common_0p5MeV,2021,121.25,489129,489426.61663652014,False,,,,,
common_0p5MeV,2021,121.75,483900,483873.10714233166,False,,,,,
common_0p5MeV,2021,122.25,478303,478354.22026621725,False,,,,,
common_0p5MeV,2021,122.74999999999999,472394,472870.69151688431,False,,,,,
common_0p5MeV,2021,123.25,468249,467423.23464650509,False,,,,,
common_0p5MeV,2021,123.75,463587,462012.54093136394,False,,,,,
common_0p5MeV,2021,124.25,456733,456639.27815007837,False,,,,,
common_0p5MeV,2021,124.75,451709,451304.09024712595,False,,,,,
common_0p5MeV,2021,125.25,444567,446007.59662399162,False,,,,,
common_0p5MeV,2021,125.75,439906,440750.39143812854,False,,,,,
common_0p5MeV,2021,126.25,435933,435533.04302066879,False,,,,,
common_0p5MeV,2021,126.75,429706,430356.09354493598,False,,,,,
common_0p5MeV,2021,127.24999999999997,425639,425220.05806237401,False,,,,,
common_0p5MeV,2021,127.75,420674,420125.42517494428,False,,,,,
common_0p5MeV,2021,128.25,415163,415072.65511652711,False,,,,,
common_0p5MeV,2021,128.75,410529,410062.18071817968,False,,,,,
common_0p5MeV,2021,129.25,405467,405094.40668371762,False,,,,,
common_0p5MeV,2021,129.75,398437,400169.7095007337,False,,,,,
common_0p5MeV,2021,130.25,395580,395288.43752950261,False,,,,,
common_0p5MeV,2021,130.75,391132,390450.91048354929,False,,,,,
common_0p5MeV,2021,131.24999999999997,385894,385657.4200005621,False,,,,,
common_0p5MeV,2021,131.75,381537,380908.22962803114,False,,,,,
common_0p5MeV,2021,132.25,376536,376203.57475570001,False,,,,,
common_0p5MeV,2021,132.75,371590,371543.66309629206,False,,,,,
common_0p5MeV,2021,133.24999999999997,366720,366928.67488958652,False,,,,,
common_0p5MeV,2021,133.74999999999997,362422,362358.76341261266,False,,,,,
common_0p5MeV,2021,134.25,357218,357834.05528657703,False,,,,,
common_0p5MeV,2021,134.74999999999997,352655,353354.65057223401,False,,,,,
common_0p5MeV,2021,135.24999999999997,349329,348920.62404402974,False,,,,,
common_0p5MeV,2021,135.75,344599,344532.0253197584,False,,,,,
common_0p5MeV,2021,136.25,339876,340188.87897832895,False,,,,,
common_0p5MeV,2021,136.75,335089,335891.18636398454,False,,,,,
common_0p5MeV,2021,137.25,331735,331638.92510199227,False,,,,,
common_0p5MeV,2021,137.74999999999997,328172,327432.05065490282,False,,,,,
common_0p5MeV,2021,138.24999999999997,322405,323270.49618017703,False,,,,,
common_0p5MeV,2021,138.74999999999997,319426,319154.17427326349,False,,,,,
common_0p5MeV,2021,139.24999999999997,315398,315082.97686274018,False,,,,,
common_0p5MeV,2021,139.75,310638,311056.77668566216,False,,,,,
common_0p5MeV,2021,140.25,307668,307075.42710267409,False,,,,,
common_0p5MeV,2021,140.75,303513,303138.76437628723,False,,,,,
common_0p5MeV,2021,141.25000000000003,298780,299246.60709208663,False,,,,,
common_0p5MeV,2021,141.75,295087,295398.7576341902,False,,,,,
common_0p5MeV,2021,142.25,291452,291595.00291771989,False,,,,,
common_0p5MeV,2021,142.75,287591,287835.11501250847,False,,,,,
common_0p5MeV,2021,143.25,284345,284118.85227235814,False,,,,,
common_0p5MeV,2021,143.75000000000003,279980,280445.95973699755,False,,,,,
common_0p5MeV,2021,144.25,276776,276816.1699978048,False,,,,,
common_0p5MeV,2021,144.75,273795,273229.20443675021,False,,,,,
common_0p5MeV,2021,145.25,270081,269684.77311716566,False,,,,,
common_0p5MeV,2021,145.75,266596,266182.57626305881,False,,,,,
common_0p5MeV,2021,146.25,262333,262722.3046604133,False,,,,,
common_0p5MeV,2021,146.75,259030,259303.64035911558,False,,,,,
common_0p5MeV,2021,147.25,256501,255926.25730819075,False,,,,,
common_0p5MeV,2021,147.75,251650,252589.82238650773,False,,,,,
common_0p5MeV,2021,148.25,248550,249293.99537630833,False,,,,,
common_0p5MeV,2021,148.75,246732,246038.43001009471,False,,,,,
common_0p5MeV,2021,149.25,243111,242822.774799465,False,,,,,
common_0p5MeV,2021,149.75,240184,239646.67277646443,False,,,,,
common_0p5MeV,2021,150.25,236498,236509.76298949274,False,,,,,
common_0p5MeV,2021,150.74999999999997,233466,233411.68043213538,False,,,,,
common_0p5MeV,2021,151.25,229508,230352.05658342567,False,,,,,
common_0p5MeV,2021,151.75,227565,227330.52012694752,False,,,,,
common_0p5MeV,2021,152.25,224951,224346.69726262512,False,,,,,
common_0p5MeV,2021,152.75,221238,221400.21199471466,False,,,,,
common_0p5MeV,2021,153.25,218528,218490.68671167703,False,,,,,
common_0p5MeV,2021,153.75,214875,215617.74277968451,False,,,,,
common_0p5MeV,2021,154.25,212776,212781.0002517346,False,,,,,
common_0p5MeV,2021,154.75,210178,209980.07885873661,False,,,,,
common_0p5MeV,2021,155.24999999999997,206960,207214.59799806919,False,,,,,
common_0p5MeV,2021,155.75,204701,204484.17710262685,False,,,,,
common_0p5MeV,2021,156.25,201264,201788.43585366342,False,,,,,
common_0p5MeV,2021,156.75,199497,199126.99457807414,False,,,,,
common_0p5MeV,2021,157.25,196713,196499.47441193284,False,,,,,
common_0p5MeV,2021,157.75,193877,193905.49756411262,False,,,,,
common_0p5MeV,2021,158.25,191299,191344.68724678486,False,,,,,
common_0p5MeV,2021,158.74999999999997,189238,188816.66844583862,False,,,,,
common_0p5MeV,2021,159.25,186776,186321.06746920766,False,,,,,
common_0p5MeV,2021,159.74999999999997,183266,183857.51254257461,False,,,,,
common_0p5MeV,2021,160.25,181787,181425.63371237277,False,,,,,
common_0p5MeV,2021,160.75,179252,179025.06312114012,False,,,,,
common_0p5MeV,2021,161.25,176413,176655.43503766815,False,,,,,
common_0p5MeV,2021,161.74999999999997,174371,174316.38606937273,False,,,,,
common_0p5MeV,2021,162.25,172892,172007.55510205118,False,,,,,
common_0p5MeV,2021,162.75,169823,169728.58356696391,False,,,,,
common_0p5MeV,2021,163.24999999999997,167618,167479.11543233003,False,,,,,
common_0p5MeV,2021,163.75,165326,165258.79719644028,False,,,,,
common_0p5MeV,2021,164.25,163017,163067.27816690278,False,,,,,
common_0p5MeV,2021,164.75,160638,160904.2102643855,False,,,,,
common_0p5MeV,2021,165.24999999999997,158338,158769.24828099925,False,,,,,
common_0p5MeV,2021,165.75,156403,156662.04977001218,False,,,,,
common_0p5MeV,2021,166.24999999999997,154989,154582.27513989303,False,,,,,
common_0p5MeV,2021,166.74999999999997,152861,152529.58778327258,False,,,,,
common_0p5MeV,2021,167.25,150332,150503.65391733919,False,,,,,
common_0p5MeV,2021,167.74999999999997,147974,148504.14272171352,False,,,,,
common_0p5MeV,2021,168.24999999999997,146330,146530.72640555093,False,,,,,
common_0p5MeV,2021,168.75,144557,144583.08001214798,False,,,,,
common_0p5MeV,2021,169.25,142866,142660.88169086201,False,,,,,
common_0p5MeV,2021,169.74999999999997,140724,140763.81255391715,False,,,,,
common_0p5MeV,2021,170.25,139043,138891.55666487364,False,,,,,
common_0p5MeV,2021,170.74999999999997,136533,137043.80112699425,False,,,,,
common_0p5MeV,2021,171.24999999999997,135026,135220.23608134539,False,,,,,
common_0p5MeV,2021,171.75,133988,133420.55458938784,False,,,,,
common_0p5MeV,2021,172.25,131762,131644.45285934425,False,,,,,
common_0p5MeV,2021,172.75,129950,129891.62993004156,False,,,,,
common_0p5MeV,2021,173.24999999999997,128170,128161.78790647113,False,,,,,
common_0p5MeV,2021,173.75,126158,126454.63190910684,False,,,,,
common_0p5MeV,2021,174.25000000000003,124655,124769.87006411543,False,,,,,
common_0p5MeV,2021,174.75,123079,123107.21344838034,False,,,,,
common_0p5MeV,2021,175.25000000000003,120775,121466.37605363815,False,,,,,
common_0p5MeV,2021,175.75000000000003,119361,119847.07498605382,False,,,,,
common_0p5MeV,2021,176.25,117910,118249.03016175498,False,,,,,
common_0p5MeV,2021,176.75000000000003,116841,116671.96456675403,False,,,,,
common_0p5MeV,2021,177.25,114873,115115.60407798419,False,,,,,
common_0p5MeV,2021,177.75,113342,113579.67753015134,False,,,,,
common_0p5MeV,2021,178.25,112049,112063.91667803834,False,,,,,
common_0p5MeV,2021,178.75,111325,110568.05620405162,False,,,,,
common_0p5MeV,2021,179.25,109372,109091.83379495551,False,,,,,
common_0p5MeV,2021,179.74999999999997,107723,107634.98987131222,False,,,,,
common_0p5MeV,2021,180.25,105564,106197.26792396513,False,,,,,
common_0p5MeV,2021,180.75,105092,104778.41427676288,False,,,,,
common_0p5MeV,2021,181.24999999999997,103849,103378.17814150396,False,,,,,
common_0p5MeV,2021,181.75,102341,101996.31161215811,False,,,,,
common_0p5MeV,2021,182.25000000000003,100467,100632.56969452596,False,,,,,
common_0p5MeV,2021,182.75,99668,99286.710171459214,False,,,,,
common_0p5MeV,2021,183.25000000000003,98431,97958.493817777606,False,,,,,
common_0p5MeV,2021,183.75,96637,96647.684133721574,False,,,,,
common_0p5MeV,2021,184.25,95863,95354.047548593735,False,,,,,
common_0p5MeV,2021,184.75,93722,94077.353297233669,False,,,,,
common_0p5MeV,2021,185.25,92581,92817.373450105282,False,,,,,
common_0p5MeV,2021,185.75,91612,91573.882879232391,False,,,,,
common_0p5MeV,2021,186.24999999999997,90230,90346.65929984914,False,,,,,
common_0p5MeV,2021,186.75,89314,89135.483170556865,False,,,,,
common_0p5MeV,2021,187.25,87873,87940.137827172992,False,,,,,
common_0p5MeV,2021,187.74999999999997,86751,86760.409321167535,False,,,,,
common_0p5MeV,2021,188.25,85692,85596.086505361149,False,,,,,
common_0p5MeV,2021,188.74999999999997,84121,84446.960969488791,False,,,,,
common_0p5MeV,2021,189.24999999999997,83422,83312.827057557544,False,,,,,
common_0p5MeV,2021,189.75,82240,82193.481889925257,False,,,,,
common_0p5MeV,2021,190.24999999999997,81488,81088.725269369883,False,,,,,
common_0p5MeV,2021,190.75,79879,79998.359700545669,False,,,,,
common_0p5MeV,2021,191.25,78299,78922.190421772626,False,,,,,
common_0p5MeV,2021,191.75,77848,77860.025343610338,False,,,,,
common_0p5MeV,2021,192.25,76840,76811.675031234205,False,,,,,
common_0p5MeV,2021,192.74999999999997,75507,75776.952707975914,False,,,,,
common_0p5MeV,2021,193.25,74392,74755.674226777643,False,,,,,
common_0p5MeV,2021,193.75,73699,73747.658104843402,False,,,,,
common_0p5MeV,2021,194.24999999999997,72783,72752.72538996629,False,,,,,
common_0p5MeV,2021,194.75,71973,71770.699764834048,False,,,,,
common_0p5MeV,2021,195.24999999999997,70714,70801.4074551144,False,,,,,
common_0p5MeV,2021,195.74999999999997,69668,69844.677211400907,False,,,,,
common_0p5MeV,2021,196.25,68360,68900.340355304128,False,,,,,
common_0p5MeV,2021,196.74999999999997,68295,67968.230670937468,False,,,,,
common_0p5MeV,2021,197.24999999999997,66949,67048.184419525947,False,,,,,
common_0p5MeV,2021,197.74999999999997,66321,66140.040347475704,False,,,,,
common_0p5MeV,2021,198.24999999999997,65496,65243.63961523732,False,,,,,
common_0p5MeV,2021,198.75,64835,64358.825786355032,False,,,,,
common_0p5MeV,2021,199.24999999999997,63100,63485.444838846102,False,,,,,
common_0p5MeV,2021,199.75,62946,62623.345070086725,False,,,,,
common_0p5MeV,2021,200.25,62372,61772.377134337323,False,,,,,
common_0p5MeV,2021,200.74999999999997,60665,60932.393991348879,False,,,,,
common_0p5MeV,2021,201.25,59587,60103.250874807723,False,,,,,
common_0p5MeV,2021,201.74999999999997,59227,59284.805262459551,False,,,,,
common_0p5MeV,2021,202.24999999999997,58342,58476.916863041639,False,,,,,
common_0p5MeV,2021,202.75,57837,57679.447579906919,False,,,,,
common_0p5MeV,2021,203.25,56642,56892.261488149496,False,,,,,
common_0p5MeV,2021,203.75,56557,56115.22478577045,False,,,,,
common_0p5MeV,2021,204.25,55081,55348.205783189485,False,,,,,
common_0p5MeV,2021,204.75,54393,54591.074854584411,False,,,,,
common_0p5MeV,2021,205.25,53996,53843.704435275882,False,,,,,
common_0p5MeV,2021,205.75,53132,53105.968958842437,False,,,,,
common_0p5MeV,2021,206.25,52220,52377.744852466873,False,,,,,
common_0p5MeV,2021,206.75000000000003,51964,51658.910483603751,False,,,,,
common_0p5MeV,2021,207.25,50816,50949.346123326693,False,,,,,
common_0p5MeV,2021,207.75000000000003,50339,50248.933976073793,False,,,,,
common_0p5MeV,2021,208.25,49593,49557.558042287987,False,,,,,
common_0p5MeV,2021,208.75,49153,48875.104191123057,False,,,,,
common_0p5MeV,2021,209.25000000000003,48300,48201.460027838206,False,,,,,
common_0p5MeV,2021,209.75,48137,47536.514973712452,False,,,,,
common_0p5MeV,2021,210.25,46763,46880.16012573662,False,,,,,
common_0p5MeV,2021,210.75,45923,46232.288290931807,False,,,,,
common_0p5MeV,2021,211.25,45605,45592.793935469832,False,,,,,
common_0p5MeV,2021,211.75,44795,44961.573153386831,False,,,,,
common_0p5MeV,2021,212.25,44477,44338.523620909058,False,,,,,
common_0p5MeV,2021,212.75,43552,43723.544586116303,False,,,,,
common_0p5MeV,2021,213.24999999999997,43239,43116.536818534005,False,,,,,
common_0p5MeV,2021,213.75,42601,42517.402586812823,False,,,,,
common_0p5MeV,2021,214.25,42151,41926.045628351458,False,,,,,
common_0p5MeV,2021,214.75,41590,41342.371117044349,False,,,,,
common_0p5MeV,2021,215.25,40784,40766.285630057362,False,,,,,
common_0p5MeV,2021,215.75000000000003,40314,40197.697112498121,False,,,,,
common_0p5MeV,2021,216.25,39611,39636.514847876082,False,,,,,
common_0p5MeV,2021,216.75,38913,39082.649449119584,False,,,,,
common_0p5MeV,2021,217.25,38461,38536.01279198347,False,,,,,
common_0p5MeV,2021,217.75,37717,37996.518023052093,False,,,,,
common_0p5MeV,2021,218.25,37430,37464.079503867964,False,,,,,
common_0p5MeV,2021,218.75,37213,36938.612789804676,False,,,,,
common_0p5MeV,2021,219.25,36242,36420.034609167924,False,,,,,
common_0p5MeV,2021,219.74999999999997,35563,35908.262835229492,False,,,,,
common_0p5MeV,2021,220.25,35425,35403.216447790168,False,,,,,
common_0p5MeV,2021,220.75,34993,34904.815512797213,False,,,,,
common_0p5MeV,2021,221.24999999999997,34403,34412.981168822793,False,,,,,
common_0p5MeV,2021,221.75,33713,33927.63558274517,False,,,,,
common_0p5MeV,2021,222.24999999999997,33260,33448.701926337511,False,,,,,
common_0p5MeV,2021,222.74999999999997,32970,32976.104375210845,False,,,,,
common_0p5MeV,2021,223.25,32498,32509.768051309493,False,,,,,
common_0p5MeV,2021,223.75,32013,32049.619027365865,False,,,,,
common_0p5MeV,2021,224.25,31691,31595.584287145786,False,,,,,
common_0p5MeV,2021,224.75,31302,31147.591714717899,False,,,,,
common_0p5MeV,2021,225.25,30518,30705.57006440009,False,,,,,
common_0p5MeV,2021,225.75,30200,30269.448945029537,False,,,,,
common_0p5MeV,2021,226.24999999999997,29933,29839.158806377243,False,,,,,
common_0p5MeV,2021,226.75,29175,29414.630894979804,False,,,,,
common_0p5MeV,2021,227.25,28937,28995.797264758054,False,,,,,
common_0p5MeV,2021,227.74999999999997,28599,28582.590739346761,False,,,,,
common_0p5MeV,2021,228.25,28143,28174.944905520366,False,,,,,
common_0p5MeV,2021,228.74999999999997,27873,27772.794086234702,False,,,,,
common_0p5MeV,2021,229.24999999999997,27569,27376.07333275877,False,,,,,
common_0p5MeV,2021,229.74999999999997,26984,26984.718397585781,False,,,,,
common_0p5MeV,2021,230.24999999999997,26673,26598.66572872004,False,,,,,
common_0p5MeV,2021,230.74999999999997,26172,26217.852456431305,False,,,,,
common_0p5MeV,2021,231.25,25736,25842.216372272662,False,,,,,
common_0p5MeV,2021,231.75,25302,25471.695909882124,False,,,,,
common_0p5MeV,2021,232.25,25278,25106.230145002628,False,,,,,
common_0p5MeV,2021,232.74999999999997,24967,24745.758774320424,False,,,,,
common_0p5MeV,2021,233.25,24454,24390.222108417125,False,,,,,
common_0p5MeV,2021,233.75,23779,24039.561052810568,False,,,,,
common_0p5MeV,2021,234.25,23747,23693.71710418411,False,,,,,
common_0p5MeV,2021,234.75,23110,23352.632338738309,False,,,,,
common_0p5MeV,2021,235.25,23173,23016.249389778353,False,,,,,
common_0p5MeV,2021,235.75,22769,22684.511460726746,False,,,,,
common_0p5MeV,2021,236.24999999999997,22397,22357.36229132249,False,,,,,
common_0p5MeV,2021,236.75,22001,22034.746171458068,False,,,,,
common_0p5MeV,2021,237.25,21784,21716.607908366113,False,,,,,
common_0p5MeV,2021,237.74999999999997,21384,21402.892847593877,False,,,,,
common_0p5MeV,2021,238.25,21344,21093.546836682115,False,,,,,
common_0p5MeV,2021,238.74999999999997,20700,20788.516240577646,False,,,,,
common_0p5MeV,2021,239.25,20299,20487.747915122392,False,,,,,
common_0p5MeV,2021,239.75000000000003,20095,20191.189222277848,False,,,,,
common_0p5MeV,2021,240.25,19916,19898.788006364255,False,,,,,
common_0p5MeV,2021,240.75,19507,19610.492592691968,False,,,,,
common_0p5MeV,2021,241.25000000000003,19476,19326.25179192541,False,,,,,
common_0p5MeV,2021,241.75,19101,19046.014875228404,False,,,,,
common_0p5MeV,2021,242.25,18838,18769.731599189996,False,,,,,
common_0p5MeV,2021,242.74999999999997,18478,18497.352162663308,False,,,,,
common_0p5MeV,2021,243.25,18066,18228.827239061138,False,,,,,
common_0p5MeV,2021,243.75,17831,17964.107948646131,False,,,,,
common_0p5MeV,2021,244.24999999999997,17760,17703.14586746231,False,,,,,
common_0p5MeV,2021,244.75,17541,17445.893016092406,False,,,,,
common_0p5MeV,2021,245.24999999999997,16999,17192.301864909961,False,,,,,
common_0p5MeV,2021,245.74999999999997,17061,16942.325315100508,False,,,,,
common_0p5MeV,2021,246.25,16547,16695.916720327721,False,,,,,
common_0p5MeV,2021,246.74999999999997,16428,16453.029859873121,False,,,,,
common_0p5MeV,2021,247.25,16301,16213.618949945332,False,,,,,
common_0p5MeV,2021,247.75000000000003,16210,15977.638640688649,False,,,,,
common_0p5MeV,2021,248.25,15825,15745.044003821309,False,,,,,
common_0p5MeV,2021,248.75,15345,15515.790545179672,False,,,,,
common_0p5MeV,2021,249.24999999999997,15229,15289.834193162815,False,,,,,
common_0p5MeV,2021,249.75,15185,15067.131298155489,False,,,,,
common_0p5MeV,2021,250.25000000000003,15084,14847.638633080465,False,,,,,
common_0p5MeV,2021,250.74999999999997,14663,14631.313391995045,False,,,,,
common_0p5MeV,2021,251.24999999999997,14406,14418.113185335777,False,,,,,
common_0p5MeV,2021,251.74999999999997,14249,14207.996040633525,False,,,,,
common_0p5MeV,2021,252.24999999999997,14035,14000.920402849773,False,,,,,
common_0p5MeV,2021,252.74999999999997,13753,13796.845128541368,False,,,,,
common_0p5MeV,2021,253.24999999999997,13537,13595.729490298596,False,,,,,
common_0p5MeV,2021,253.74999999999997,13131,13397.533167811071,False,,,,,
common_0p5MeV,2021,254.24999999999997,13223,13202.216260223306,False,,,,,
common_0p5MeV,2021,254.74999999999997,13080,13009.739265201439,False,,,,,
common_0p5MeV,2021,255.24999999999997,12948,12820.063097630191,False,,,,,
common_0p5MeV,2021,255.74999999999997,12761,12633.149075673509,False,,,,,
common_0p5MeV,2021,256.25,12444,12448.958923102624,False,,,,,
common_0p5MeV,2021,256.75000000000006,12194,12267.454771448589,False,,,,,
common_0p5MeV,2021,257.25000000000006,12030,12088.599153283014,False,,,,,
common_0p5MeV,2021,257.75,11922,11912.355008739663,False,,,,,
common_0p5MeV,2021,258.25,11937,11738.6856745649,False,,,,,
common_0p5MeV,2021,258.75,11702,11567.554889252195,False,,,,,
common_0p5MeV,2021,259.25,11435,11398.926795328196,False,,,,,
common_0p5MeV,2021,259.75000000000006,11135,11232.765928252389,False,,,,,
common_0p5MeV,2021,260.25,11032,11069.037223318141,False,,,,,
common_0p5MeV,2021,260.75,10870,10907.706012645167,False,,,,,
common_0p5MeV,2021,261.25,10861,10748.738021599353,False,,,,,
common_0p5MeV,2021,261.75,10604,10592.099368399262,False,,,,,
common_0p5MeV,2021,262.25,10534,10437.756564992389,False,,,,,
common_0p5MeV,2021,262.74999999999994,10214,10285.676513825869,False,,,,,
common_0p5MeV,2021,263.25,10080,10135.826504150966,False,,,,,
common_0p5MeV,2021,263.75000000000006,9965,9988.1742168622586,False,,,,,
common_0p5MeV,2021,264.25,9860,9842.6877175836289,False,,,,,
common_0p5MeV,2021,264.75,9722,9699.335455831615,False,,,,,
common_0p5MeV,2021,265.25,9376,9558.0862647775812,False,,,,,
common_0p5MeV,2021,265.75,9366,9418.9093587356401,False,,,,,
common_0p5MeV,2021,266.25000000000006,9197,9281.7743332506216,False,,,,,
common_0p5MeV,2021,266.75,9235,9146.651160935,False,,,,,
common_0p5MeV,2021,267.25,8879,9013.5101874699885,False,,,,,
common_0p5MeV,2021,267.75,8909,8882.3221386897967,False,,,,,
common_0p5MeV,2021,268.25,8725,8753.0581089520492,False,,,,,
common_0p5MeV,2021,268.75,8618,8625.6895628575967,False,,,,,
common_0p5MeV,2021,269.24999999999994,8554,8500.1883343923964,False,,,,,
common_0p5MeV,2021,269.75,8165,8376.5266242861544,False,,,,,
common_0p5MeV,2021,270.25,8187,8254.6769950360067,False,,,,,
common_0p5MeV,2021,270.75,8205,8134.612373186681,False,,,,,
common_0p5MeV,2021,271.25,7927,8016.3060430826317,False,,,,,
common_0p5MeV,2021,271.75,8025,7899.7316485186357,False,,,,,
common_0p5MeV,2021,272.25,7713,7784.8631857501268,False,,,,,
common_0p5MeV,2021,272.75000000000006,7666,7671.6750047948008,False,,,,,
common_0p5MeV,2021,273.25,7549,7560.141805937963,False,,,,,
common_0p5MeV,2021,273.75,7515,7450.238636024641,False,,,,,
common_0p5MeV,2021,274.25,7324,7341.9408879820658,False,,,,,
common_0p5MeV,2021,274.75,7188,7235.2242966157764,False,,,,,
common_0p5MeV,2021,275.25,7149,7130.0649373470806,False,,,,,
common_0p5MeV,2021,275.74999999999994,7019,7026.4392197502593,False,,,,,
common_0p5MeV,2021,276.25,6957,6924.3238917024437,False,,,,,
common_0p5MeV,2021,276.75,6900,6823.6960308874968,False,,,,,
common_0p5MeV,2021,277.25,6680,6724.5330424459389,False,,,,,
common_0p5MeV,2021,277.75,6484,6626.8126612363521,False,,,,,
common_0p5MeV,2021,278.24999999999994,6634,6530.5129409066294,False,,,,,
common_0p5MeV,2021,278.74999999999994,6370,6435.6122587519094,False,,,,,
common_0p5MeV,2021,279.25,6300,6342.0893076023794,False,,,,,
common_0p5MeV,2021,279.75,6381,6249.9230949253688,False,,,,,
common_0p5MeV,2021,280.25,5979,6159.0929406938531,False,,,,,
common_0p5MeV,2021,280.75,6046,6069.5784709616555,False,,,,,
common_0p5MeV,2021,281.25,6047,5981.3596205668682,False,,,,,
common_0p5MeV,2021,281.75,6057,5894.4166231001564,False,,,,,
common_0p5MeV,2021,282.24999999999994,5877,5808.7300138362698,False,,,,,
common_0p5MeV,2021,282.75,5770,5724.2806226393441,False,,,,,
common_0p5MeV,2021,283.25,5719,5641.0495742993362,False,,,,,
common_0p5MeV,2021,283.75,5545,5559.0182809738862,False,,,,,
common_0p5MeV,2021,284.25,5516,5478.1684431738422,False,,,,,
common_0p5MeV,2021,284.74999999999994,5380,5398.4820451262267,False,,,,,
common_0p5MeV,2021,285.24999999999994,5226,5319.9413506215187,False,,,,,
common_0p5MeV,2021,285.75,5316,5242.5289011178556,False,,,,,
common_0p5MeV,2021,286.25,5141,5166.2275121565845,False,,,,,
