method,mass_MeV,dataset_set,observed_r,asimov_r,response_sd,z_standardized,p_asymptotic,p_local_common_truth,p_global_gp,gp_k,gp_n,p_global_gp_low,p_global_gp_high,p_global_gp_upper95,p_global_direct,direct_k,direct_n,p_global_direct_low,p_global_direct_high,p_global_direct_upper95,p_global_raw_ordering,raw_gp_k,raw_gp_low,raw_gp_high,raw_gp_upper95
profiled,209,2021,1.4085039198490954,0.3821862959091046,0.9772364673839762,1.0502244422861164,0.07949095353938429,0.14680746718224358,0.999945,199989,200000,0.9999015919434324,0.9999725438886725,0.9999691546681291,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,210,2021,1.3066080705596186,0.3768970181750701,0.9777011715909132,0.9509153506195811,0.09567292713199876,0.1708236743090119,0.999995,199999,200000,0.9999721421014378,0.9999998734109681,0.9999997435335609,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,211,2021,1.0786854636189938,0.353362020838021,0.9786616764006187,0.7411380871156734,0.14036398399035,0.229304859159769,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,212,2021,0.8847716452458904,0.3367590003707671,0.9796609400000359,0.5593901139664741,0.18813990265333663,0.28794775342305434,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,213,2021,0.5950157777236925,0.2992923678071056,0.9807314534414275,0.30153352263647826,0.27591646226101907,0.3815038457072739,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,214,2021,0.3690038709941369,0.2857113976793697,0.9822887365859484,0.08479428727266003,0.3560624197223368,0.46621246764025503,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,215,2021,-0.0121610376720843,0.2492075415688977,0.9838197451393998,-0.26566714129522584,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,216,2021,-0.3294477563949226,0.2247030192208742,0.9851378911126001,-0.5625108734676191,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,217,2021,-0.6374047087621305,0.17940368176991386,0.9859939918672808,-0.8284111234645235,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,218,2021,-0.855136040482447,0.14594250801652942,0.9870863211341849,-1.0141752824096621,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,219,2021,-1.1328318253898022,0.10399664785826318,0.9874425979866587,-1.2525573393024474,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,220,2021,-1.269886142929514,0.05634023572893108,0.9874921184651061,-1.3430247734228458,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,221,2021,-1.349928941979635,0.014752776307375298,0.9870204954417685,-1.3826275387282703,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,222,2021,-1.439251689233102,-0.03577321109626217,0.9864405849605384,-1.4227704126680722,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,223,2021,-1.3941745671296475,-0.08699355523637113,0.9851534637975915,-1.3268805926483025,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,224,2021,-1.247129671921275,-0.12208183349631115,0.983429046602159,-1.1440050935165187,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,225,2021,-1.0115285649158243,-0.16502919305876154,0.9813678398076777,-0.8625709316324799,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,226,2021,-0.8551492932249662,-0.19535444859604267,0.9793770651144619,-0.6736882740375505,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,227,2021,-0.7288135483428797,-0.22341442624491983,0.9766971037160981,-0.5174573777018868,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,228,2021,-0.5909084220484685,-0.255100413451801,0.9742657681583275,-0.3446780330088488,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,229,2021,-0.4049763625566272,-0.28157520793222907,0.9717795324574428,-0.1269847228746838,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,230,2021,-0.2897460829419054,-0.3000720534193317,0.9701212381135026,0.010644000019529684,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,231,2021,-0.2328716981187868,-0.31771168706780734,0.9682300793500832,0.08762378979794627,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,232,2021,-0.1159013368103873,-0.33196124468157934,0.9668424763260447,0.2234696066438965,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,233,2021,-0.1637312450628141,-0.3390586811444904,0.9666849209656522,0.18136978479661828,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,234,2021,-0.069127965849807,-0.34328447308121235,0.9663193326583194,0.2837121207926244,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,235,2021,-0.0632442659442822,-0.34117920900542004,0.9668347811168365,0.2874689124651495,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,236,2021,-0.0568035750360892,-0.3334392905240559,0.9676038889793497,0.2858976887533682,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,237,2021,0.0435640087167812,-0.3099778800216412,0.9691169517505175,0.3648082804658603,0.48262597066449764,0.35762726178024973,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,238,2021,0.0826179955634932,-0.2890771124773894,0.9706817553660605,0.38292170012066423,0.46707764590169676,0.3508889105361147,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,239,2021,0.0567786104465711,-0.2744269391173245,0.9732533975445702,0.3403076222487351,0.4773607764182899,0.36681243881461567,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,240,2021,0.0337307921672253,-0.2501202986628784,0.9755438615993396,0.29096702055482015,0.4865459121694704,0.38553827126811796,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,241,2021,0.1209552574847879,-0.22121284691867393,0.9783335806428863,0.3497458445396661,0.45186323713502574,0.36326472244835006,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,242,2021,0.2695469154901012,-0.18104535755158685,0.9804235427203307,0.45958940540274346,0.39375442215017137,0.32290548257763985,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,243,2021,0.3103151398583003,-0.15135808898059733,0.9826976607571538,0.46980190070177363,0.37816065955324274,0.3192482781628284,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,244,2021,0.5310599009289674,-0.12635156541022255,0.9849366195672644,0.6674657569621344,0.29768863520684063,0.2522373377548944,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,245,2021,0.6111113260634802,-0.0965842850834832,0.9864829397831929,0.7173926508070166,0.2705629410887408,0.2365659265038726,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,246,2021,0.7350997268111568,-0.060691859562579824,0.9873363514378634,0.8059984677104423,0.2311393803527208,0.2101218663081531,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,247,2021,0.977015698778586,-0.020778009212692006,0.9872610862161662,1.010668527223614,0.1642806902152345,0.1560875526571685,0.999965,199993,200000,0.9999278879613711,0.9999859280726715,0.9999835733100565,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
profiled,248,2021,1.066219245097641,0.012212438094224102,0.9864007318581374,1.0685381437399446,0.14316227221107053,0.14263891696087366,0.999925,199985,200000,0.9998763019178356,0.9999580224811578,0.9999537677981049,0.999,999,1000,0.9944410757201734,0.9999746825125088,0.999948708021091,1.0,200000,0.9999815557728263,1.0,1.0
profiled,249,2021,1.184754170191136,0.047058738973062446,0.9847880920993112,1.1552692811230119,0.11805732882660219,0.12399008569676084,0.999765,199953,200000,0.9996875119280753,0.9998273258891349,0.9998183961854356,0.999,999,1000,0.9944410757201734,0.9999746825125088,0.999948708021091,1.0,200000,0.9999815557728263,1.0,1.0
profiled,250,2021,1.3425242513120088,0.0942245418125574,0.9821854737521438,1.270940919876058,0.08971303627552069,0.10187483374471845,0.998735,199747,200000,0.9985692547498988,0.9988860058539022,0.9988628414602252,0.997,997,1000,0.9912579767615217,0.9993809000683505,0.9991818246017782,1.0,200000,0.9999815557728263,1.0,1.0
fixed,19,2015,-6.281151736539158,8.314229546193134,3.4847843960317375,-4.188316872444859,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,20,2015,-4.131744117464654,12.735224534293021,3.458434628215121,-4.8770529054246206,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,21,2015,6.010701123451329,2.074544147562484,3.279258203699633,1.2003193196095703,9.23613411572798e-10,0.11500767468609341,0.999885,199977,200000,0.9998274485014351,0.999927098512465,0.9999214012777036,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,22,2015,11.359991684426843,-6.563811127986452,3.502953524274675,5.116768660561838,3.3075467292246185e-30,1.5540722573595988e-07,1.5e-05,3,200000,3.0933712969053215e-06,4.383573331190015e-05,3.8767821914078806e-05,0.0,0,1000,0.0,0.003682083896865671,0.002991249545095295,1.0,200000,0.9999815557728263,1.0,1.0
fixed,23,2015,-5.592080528319587,-7.404655944598184,3.2204774473351736,0.5628281662951671,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,24,2015,-4.745003449201367,-2.2320743750429886,3.5606222789913966,-0.7057555891242152,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,25,2015,-3.482075054066192,3.000191968146712,3.24778234575504,-1.9959056156227473,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,26,2015,-4.0807791567726035,6.459890582308978,3.395523125124464,-3.104284480081463,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,27,2015,1.4625172701031768,5.008922800235604,3.1905003456946437,-1.1115515266807767,0.0717997576612377,0.8668344880196288,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,28,2015,4.300333304985918,1.743572242056749,3.4495440984463226,0.7411881077504519,8.527070697691016e-06,0.22928969650147413,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,29,2015,2.2639357795806734,-1.8690067296834971,3.239431576588242,1.2758233694866217,0.011789032465948574,0.10100898227294991,0.99972,199944,200000,0.9996364119097758,0.9997884842939991,0.9997785681123714,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,30,2015,4.547821580328629,-4.252940230898412,3.376420268179789,2.606536246144348,2.710202873664442e-06,0.004573157150433563,0.37739,75478,200000,0.3752648893650115,0.3795186648572245,0.3791766572838112,0.379,379,1000,0.34882533069504185,0.40988937153697247,0.4049754957536077,1.0,200000,0.9999815557728263,1.0,1.0
fixed,31,2015,0.7220748531968371,-4.659663471943016,3.1974186498223265,1.6831509772543876,0.23512422893724172,0.04617293406245199,0.97587,195174,200000,0.9751880387708511,0.9765381203803983,0.9764317982217299,0.971,971,1000,0.958615280883598,0.9804940626756153,0.979178008305967,1.0,200000,0.9999815557728263,1.0,1.0
fixed,32,2015,-0.0390397755785448,-2.9798788277646007,3.0285222549343476,0.9710475290034835,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,33,2015,-2.091210868402023,-0.6177329322731127,3.246713368849605,-0.453836778529976,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,34,2015,-4.221871040289761,1.299009916948311,3.0739089047168906,-1.7960457282147564,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,35,2015,-8.27790123024197,2.550586081657734,3.1679926076760037,-3.4180910920254117,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,36,2015,-0.9513279048777926,3.4778550426055226,3.093387575752695,-1.4318228282162764,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,37,2015,0.324640875349246,3.097702470669332,3.238318635205699,-0.8563275908591805,0.3727264436648973,0.8040916979999828,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,38,2015,6.024011904914992,0.8215299304134259,3.178311520799816,1.636869746862438,8.507292141795751e-10,0.050828844218842484,0.982795,196559,200000,0.9822155595451099,0.9833603858303948,0.9832705899092423,0.978,978,1000,0.9668803354850122,0.9861625858279262,0.9850604274696906,1.0,200000,0.9999815557728263,1.0,1.0
fixed,39,2015+2016,5.595564947756505,12.877968131109954,3.4218521967897937,-2.1282050668890453,1.099522524362473e-08,0.9833399575412897,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,40,2015+2016,2.928764461538429,-1.2823849362304927,3.2956931065216972,1.2777735249182243,0.0017015609742839818,0.10066464597636915,0.99972,199944,200000,0.9996364119097758,0.9997884842939991,0.9997785681123714,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,41,2015+2016,-0.3628503187826327,-14.96221148724459,3.3190933450470514,4.398599150652991,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,42,2015+2016,-1.9377142101844171,-22.8206834138272,3.2474554824631054,6.430563657120136,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,43,2015+2016,-1.8820711466687767,-21.7969282334684,3.233216905236742,6.159455944494209,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,44,2015+2016,-1.383049465198859,-14.976657188130849,3.0869657286054815,4.403549931561055,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,45,2015+2016,-4.198021449548096,-7.242990419100004,3.108352617284063,0.9796086044486366,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,46,2015+2016,-6.724686411929883,6.059553844448228,3.1396954887438167,-4.071808970714243,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,47,2015+2016,-2.2065402889984544,14.665915825950274,3.0991344300501873,-5.44424790075192,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,48,2015+2016,1.928109752428526,19.046670233825715,2.9292119357553985,-5.844083957340074,0.02692073809802536,0.9999999974531832,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,49,2015+2016,3.3713811424903186,21.71684833347351,2.986987367660907,-6.141796041591372,0.00037396152107444387,0.9999999995920321,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,50,2015+2016+2021,7.619784775846543,21.39213947561491,3.135458429986435,-4.39245329105765,1.2704951563248053e-14,0.9999943960642759,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,51,2015+2016+2021,6.361422229595909,13.413084135235877,3.056895124762308,-2.306805309910093,9.9947056779696e-11,0.9894671619470853,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,52,2015+2016+2021,2.3201668035023424,5.774333112738718,3.202098142773557,-1.078719687912028,0.010165927823873436,0.859643646846803,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,53,2015+2016+2021,-0.7134666217312273,-2.939602780605437,2.9602085804203275,0.7520200345335514,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,54,2015+2016+2021,0.9745501880443996,-10.446672424765085,2.8549996869726466,4.000428674274286,0.16489171623130655,3.16139214175884e-05,0.004645,929,200000,0.004351699354565644,0.0049527965115262,0.004902981956221017,0.007,7,1000,0.002818858759620524,0.014369194978918632,0.013107715416593313,1.0,200000,0.9999815557728263,1.0,1.0
fixed,55,2015+2016+2021,-2.0976684262948484,-17.220744718741496,2.9758923227018954,5.081862733096467,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,56,2015+2016+2021,0.6063314483162544,-17.745560156841037,2.8123699266361273,6.525418804740232,0.27214733980137923,3.3905892716943e-11,0.0,0,200000,0.0,1.8444227173720117e-05,1.4978549188181866e-05,0.0,0,1000,0.0,0.003682083896865671,0.002991249545095295,1.0,200000,0.9999815557728263,1.0,1.0
fixed,57,2015+2016+2021,-1.5183881699399029,-18.410225440217715,2.8650761411499177,5.895772551265656,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,58,2015+2016+2021,-6.065906450976817,-17.01573018468401,2.827415549309086,3.8727323744056363,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,59,2015+2016+2021,-6.705061927967865,-12.20383071128875,2.7735302395925983,1.982588365118599,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,60,2015+2016+2021,-4.3872131431975685,-6.240324148874092,2.728861500755199,0.6790784380825792,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,61,2015+2016+2021,-2.7211707957733395,-0.11217077368527836,2.844146441478507,-0.9173226751052218,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,62,2015+2016+2021,0.8959139406042802,7.361563237996108,2.6056365274830346,-2.481408757205844,0.18514936403874616,0.9934567895423463,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,63,2015+2016+2021,0.9223179685537156,13.148642339971747,2.5643570744590476,-4.76779325827593,0.1781813720546208,0.9999990687261644,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,64,2015+2016+2021,5.324098258106405,20.211633417422487,2.513086749178997,-5.924003683589397,5.0727528977628075e-08,0.999999998429018,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,65,2015+2016+2021,7.4199918577086414,22.118588863860314,2.455465108973529,-5.986074472178594,5.856376724757493e-14,0.9999999989251701,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,66,2015+2016+2021,7.25096518697252,22.87980330306691,2.520445426408159,-6.200823851348674,2.0690602285301332e-13,0.9999999997191582,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,67,2015+2016+2021,3.3071362971907723,20.639723725001332,2.387560561667492,-7.259538336361753,0.0004712750973751627,0.9999999999998058,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,68,2015+2016+2021,2.4027162722679662,15.05077763543888,2.4302864667107005,-5.2043499959449555,0.008136904203125394,0.9999999026616001,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,69,2015+2016+2021,-1.2485436845519375,6.541995835580794,2.3443908799431785,-3.3230548654589342,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,70,2015+2016+2021,-3.0963382913120365,-3.5288059800590763,2.2476916090008183,0.19240526014122,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,71,2015+2016+2021,-6.96238065903674,-13.998565601704588,2.261737727733434,3.1109641300979014,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,72,2015+2016+2021,-8.12477256464014,-16.54574364290469,2.0971688268425592,4.015399700053208,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,73,2015+2016+2021,-6.534956051619296,-19.29943269854309,2.1892873175746486,5.8304255199653845,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
fixed,74,2015+2016+2021,-2.2603489255577536,-23.087276352863597,2.2230685475591234,9.368549363974097,0.5,1.0,1.0,200000,200000,0.9999815557728263,1.0,1.0,1.0,1000,1000,0.9963179161031344,1.0,1.0,1.0,200000,0.9999815557728263,1.0,1.0
