mass_GeV,datasets,n_datasets,eps2_up,p0_analytic,Z_analytic,cls_statistic,cls_calibration,signal_model,global_method
0.084,2015+2016+2021,3,7.463292501541672e-06,0.4611227173494264,0.0976056540072908,tilde_q_mu,asymptotic,default,sidak_approx
0.085,2015+2016+2021,3,6.144023413268039e-06,0.4999513009912829,0.0001220703125,tilde_q_mu,asymptotic,default,sidak_approx
0.086,2015+2016+2021,3,5.425810105738035e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.087,2015+2016+2021,3,5.150397038968326e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.088,2015+2016+2021,3,5.043231190701463e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.089,2015+2016+2021,3,5.295449005713461e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.09,2015+2016+2021,3,5.733640015602405e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.091,2016+2021,2,6.906281106660628e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.092,2016+2021,2,8.293772641105138e-06,0.3462358195073926,0.3955030935500456,tilde_q_mu,asymptotic,default,sidak_approx
0.093,2016+2021,2,9.333594964449308e-06,0.2388877910880412,0.7098847916393455,tilde_q_mu,asymptotic,default,sidak_approx
0.094,2016+2021,2,9.221195852968751e-06,0.2428250962283987,0.6972438637893268,tilde_q_mu,asymptotic,default,sidak_approx
0.095,2016+2021,2,8.678327899456733e-06,0.3010585689206232,0.5213583819028077,tilde_q_mu,asymptotic,default,sidak_approx
0.096,2016+2021,2,8.469341537587072e-06,0.3274815329817554,0.4468781154363913,tilde_q_mu,asymptotic,default,sidak_approx
0.097,2016+2021,2,8.495464797872271e-06,0.3206558417974038,0.4658656308184157,tilde_q_mu,asymptotic,default,sidak_approx
0.098,2016+2021,2,8.660278142125073e-06,0.3849937162233398,0.2923913351790423,tilde_q_mu,asymptotic,default,sidak_approx
0.099,2016+2021,2,7.90918322768902e-06,0.4071998973113844,0.2347538429388516,tilde_q_mu,asymptotic,default,sidak_approx
0.1,2016+2021,2,7.671285233727311e-06,0.4305750101599799,0.174910422798286,tilde_q_mu,asymptotic,default,sidak_approx
0.101,2016+2021,2,7.66829361796402e-06,0.4402788544352132,0.1502622576710418,tilde_q_mu,asymptotic,default,sidak_approx
0.102,2016+2021,2,7.263907128555686e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.103,2016+2021,2,6.82843776371688e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.104,2016+2021,2,6.709586016261119e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.105,2016+2021,2,6.487116104095771e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.106,2016+2021,2,6.33654126378508e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.107,2016+2021,2,6.278272377726688e-06,0.4999655646006563,8.631674575031098e-05,tilde_q_mu,asymptotic,default,sidak_approx
0.108,2016+2021,2,6.295678105779899e-06,0.4999655646006563,8.631674575031098e-05,tilde_q_mu,asymptotic,default,sidak_approx
0.109,2016+2021,2,6.357796188614314e-06,0.4999655646006563,8.631674575031098e-05,tilde_q_mu,asymptotic,default,sidak_approx
0.11,2016+2021,2,6.82118827493472e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.111,2016+2021,2,7.221033528664243e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.112,2016+2021,2,7.623372119200472e-06,0.4923785631276846,0.0191052713674497,tilde_q_mu,asymptotic,default,sidak_approx
0.113,2016+2021,2,7.604740391378532e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.114,2016+2021,2,7.862037240698467e-06,0.4825139111908628,0.0438451685550219,tilde_q_mu,asymptotic,default,sidak_approx
0.115,2016+2021,2,7.555196227551684e-06,0.4999655646006563,8.631674575031098e-05,tilde_q_mu,asymptotic,default,sidak_approx
0.116,2016+2021,2,7.162665916570794e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.117,2016+2021,2,7.1208174632460216e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.118,2016+2021,2,7.459148734062207e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.119,2016+2021,2,8.344513964546907e-06,0.4456676491808892,0.1366147735857126,tilde_q_mu,asymptotic,default,sidak_approx
0.12,2016+2021,2,9.573128364267066e-06,0.3177138424894744,0.4741012812677488,tilde_q_mu,asymptotic,default,sidak_approx
0.121,2016+2021,2,1.1300592753067155e-05,0.17459667887243,0.9361550598079664,tilde_q_mu,asymptotic,default,sidak_approx
0.122,2016+2021,2,1.2060476590941807e-05,0.1343708236170435,1.105965049664059,tilde_q_mu,asymptotic,default,sidak_approx
0.123,2016+2021,2,1.251790499102416e-05,0.1197827812303862,1.1760733596429915,tilde_q_mu,asymptotic,default,sidak_approx
0.124,2016+2021,2,1.1562595528040917e-05,0.1736427371266887,0.9398676082820404,tilde_q_mu,asymptotic,default,sidak_approx
0.125,2016+2021,2,1.0659639546624776e-05,0.2481015445383386,0.6804760381787882,tilde_q_mu,asymptotic,default,sidak_approx
0.126,2016+2021,2,9.528702813347624e-06,0.3578614349972369,0.3641809786436423,tilde_q_mu,asymptotic,default,sidak_approx
0.127,2016+2021,2,8.269687202783886e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.128,2016+2021,2,7.518661086679082e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.129,2016+2021,2,7.387795789207751e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.13,2016+2021,2,7.347028439757904e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.131,2016+2021,2,7.053460187011116e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.132,2016+2021,2,6.941313044186302e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.133,2016+2021,2,6.758323054961628e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.134,2016+2021,2,6.608687391294967e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.135,2016+2021,2,6.641043816523751e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.136,2016+2021,2,2.5485854898650874e-05,0.4967069075795514,0.0082546523154622,tilde_q_mu,asymptotic,default,sidak_approx
0.137,2016+2021,2,7.244576465970057e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.138,2016+2021,2,8.475707549989692e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.139,2016+2021,2,1.0451271998361148e-05,0.3825186597577226,0.2988725143075577,tilde_q_mu,asymptotic,default,sidak_approx
0.14,2016+2021,2,1.2054276454442524e-05,0.2545451098515054,0.6602549733036369,tilde_q_mu,asymptotic,default,sidak_approx
0.141,2016+2021,2,1.3388751113815052e-05,0.180982104841694,0.9116286985941356,tilde_q_mu,asymptotic,default,sidak_approx
0.142,2016+2021,2,1.4425255558659458e-05,0.1350862978724778,1.102665174281107,tilde_q_mu,asymptotic,default,sidak_approx
0.143,2016+2021,2,1.4502029430701944e-05,0.1317111662686951,1.1183387744790323,tilde_q_mu,asymptotic,default,sidak_approx
0.144,2016+2021,2,1.4313268531181564e-05,0.1528954365346681,1.0240940106782026,tilde_q_mu,asymptotic,default,sidak_approx
0.145,2016+2021,2,1.3238350303631428e-05,0.2090247443481891,0.8098098184328166,tilde_q_mu,asymptotic,default,sidak_approx
0.146,2016+2021,2,1.1428540537979268e-05,0.3554464325685691,0.3706572098228699,tilde_q_mu,asymptotic,default,sidak_approx
0.147,2016+2021,2,1.0763411551898965e-05,0.4321134851848595,0.1709959242562282,tilde_q_mu,asymptotic,default,sidak_approx
0.148,2016+2021,2,1.0261446437682207e-05,0.4891269275900856,0.0272581258478628,tilde_q_mu,asymptotic,default,sidak_approx
0.149,2016+2021,2,9.827561500880135e-06,0.4999827823003121,4.315837287515549e-05,tilde_q_mu,asymptotic,default,sidak_approx
0.15,2016+2021,2,9.601492527878655e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.151,2016+2021,2,1.0050175598064034e-05,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.152,2016+2021,2,1.0561472892277075e-05,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.153,2016+2021,2,1.103039756754956e-05,0.4727559786958689,0.0683438010867485,tilde_q_mu,asymptotic,default,sidak_approx
0.154,2016+2021,2,1.1101068264818509e-05,0.4822285254446424,0.0445612237675318,tilde_q_mu,asymptotic,default,sidak_approx
0.155,2016+2021,2,1.1436378349895944e-05,0.453014198421441,0.1180495503322514,tilde_q_mu,asymptotic,default,sidak_approx
0.156,2016+2021,2,1.1672494528724746e-05,0.4484887586285295,0.1294804198037432,tilde_q_mu,asymptotic,default,sidak_approx
0.157,2016+2021,2,1.1367702078531305e-05,0.4954366619760744,0.011438841569109,tilde_q_mu,asymptotic,default,sidak_approx
0.158,2016+2021,2,1.061421414853458e-05,0.4993799239721059,0.0015543007297664,tilde_q_mu,asymptotic,default,sidak_approx
0.159,2016+2021,2,4.03728375950898e-05,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.16,2016+2021,2,1.0068188323401332e-05,0.4999827823003121,4.315837287515549e-05,tilde_q_mu,asymptotic,default,sidak_approx
0.161,2016+2021,2,9.61979792544931e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.162,2016+2021,2,9.504804216167216e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.163,2016+2021,2,9.184398726107726e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.164,2016+2021,2,9.234967212415416e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.165,2016+2021,2,9.600806095974104e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.166,2016+2021,2,0.0002315025966876,0.0195172596505962,2.063822812458633,tilde_q_mu,asymptotic,default,sidak_approx
0.167,2016+2021,2,9.850661343511746e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.168,2016+2021,2,9.989286679070594e-06,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.169,2016+2021,2,1.056823705884018e-05,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.17,2016+2021,2,1.1303970516907508e-05,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.171,2016+2021,2,1.213861566597191e-05,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.172,2016+2021,2,1.3517507851477368e-05,0.5,0.0,tilde_q_mu,asymptotic,default,sidak_approx
0.173,2016+2021,2,1.607604882645592e-05,0.3117287744989618,0.490956027018574,tilde_q_mu,asymptotic,default,sidak_approx
0.174,2016+2021,2,1.8683176911822923e-05,0.2026640527330939,0.8321432258807343,tilde_q_mu,asymptotic,default,sidak_approx
0.175,2016+2021,2,2.2217671610449774e-05,0.0931760203197764,1.3214479687073803,tilde_q_mu,asymptotic,default,sidak_approx
0.176,2016+2021,2,2.4974764981873316e-05,0.0518300159487545,1.6273629670077523,tilde_q_mu,asymptotic,default,sidak_approx
0.177,2016+2021,2,2.754807856628138e-05,0.027705608779691,1.915637777170754,tilde_q_mu,asymptotic,default,sidak_approx
0.178,2016+2021,2,2.95027947875664e-05,0.0180501007584627,2.0957970122667,tilde_q_mu,asymptotic,default,sidak_approx
0.179,2016+2021,2,3.00071785625166e-05,0.0155087934755845,2.1568470090405576,tilde_q_mu,asymptotic,default,sidak_approx
0.18,2016+2021,2,3.013517379669208e-05,0.0179469539157749,2.098127228770068,tilde_q_mu,asymptotic,default,sidak_approx
