fit_id,panel,bin,low_MeV,high_MeV,observed,gp_mean,profiled_background,signal,total,null_background
combined_m083,2015,1,77.0,79.25000000000001,26562.0,26655.754628682225,26693.06901663138,-3.2156505171191316,26689.85336611426,26688.93591654661
combined_m083,2015,2,79.25000000000001,81.50000000000001,21087.0,21169.446475671943,21186.33036912518,-4.998115088463628,21181.332254036715,21182.05974480421
combined_m083,2015,3,81.50000000000001,83.75000000000001,16766.0,16854.725129248036,16856.071966286258,-5.962334592001527,16850.109631694257,16852.029743238032
combined_m083,2015,4,83.75000000000001,86.0,13343.0,13438.336214262195,13429.640048498753,-5.458981815577328,13424.181066683177,13426.089805304106
combined_m083,2015,5,86.0,88.25000000000001,10791.0,10720.338272321846,10706.635211472782,-3.836064373658817,10702.79914709912,10703.726524314248
combined_m083,2015,6,88.25000000000001,90.50000000000001,8532.0,8552.93428152067,8538.180158721521,-2.0687794379202744,8536.1113792836,8535.957893603518
combined_m083,2015,7,90.50000000000001,92.75000000000001,6836.0,6824.723964064415,6811.565685595306,-0.8561580277067871,6810.709527567598,6809.99275558053
combined_m083,2016,0,75.5,77.25,1960941.0,1960075.8359419738,1960599.7888206395,-63.5681814527079,1960536.220639187,1960427.4436815723
combined_m083,2016,1,77.25,78.99999999999999,1870557.0,1870872.4645527345,1871542.6971453347,-149.61570695486574,1871393.08143838,1871335.10267196
combined_m083,2016,2,78.99999999999999,80.74999999999999,1781421.0,1779322.8750986443,1780103.660313807,-271.3566671698817,1779832.3036466371,1779873.5732343714
combined_m083,2016,3,80.74999999999999,82.49999999999999,1685515.0,1686324.8093909712,1687172.0806801636,-379.2878680810285,1686792.7928120825,1686933.513303197
combined_m083,2016,4,82.49999999999999,84.24999999999999,1593723.0,1592748.2822331022,1593615.422526375,-408.58748872706326,1593206.8350376477,1593381.9241303303
combined_m083,2016,5,84.24999999999999,86.0,1500893.0,1499423.934615207,1500266.9429477951,-339.22970897122593,1499927.713238824,1500050.2194812386
combined_m083,2016,6,86.0,87.75000000000001,1407111.0,1407127.8657036738,1407909.378541315,-217.06150715460672,1407692.3170341603,1407718.369907835
combined_m083,2016,7,87.75000000000001,89.5,1316445.0,1316565.994644383,1317257.8575099856,-107.03407624102508,1317150.8234337447,1317098.2996202633
combined_m083,2021,0,78.5,79.75,2312477.0,2312768.709033133,2311978.304564584,-222.85493370490624,2311755.4496308793,2311608.6266089743
combined_m083,2021,1,79.75,81.0,2304562.0,2304740.0553544615,2303758.0583814494,-463.9846390225903,2303294.073742427,2303336.4160425346
combined_m083,2021,2,81.0,82.25,2293972.0,2292864.3655539146,2291726.8615040714,-728.5597990783733,2290998.301704993,2291274.5541173415
combined_m083,2021,3,82.25,83.5,2273264.0,2277496.793974767,2276251.828631674,-862.8701593612784,2275388.9584723124,2275791.7355124475
combined_m083,2021,4,83.5,84.74999999999999,2255962.0,2258963.2973809205,2257665.8358382415,-770.830597376698,2256895.005240865,2257220.16744327
combined_m083,2021,5,84.74999999999999,86.0,2236320.0,2237569.412973013,2236276.060682455,-519.392819024886,2235756.66786343,2235864.4358487693
combined_m083,2021,6,86.0,87.25000000000001,2210991.0,2213605.4578377483,2212369.5719256755,-263.9506357220639,2212105.6212899536,2212007.5839852993
combined_m083,2021,7,87.25000000000001,88.5,2183578.0,2187348.7080257563,2186216.3411605153,-101.15394871063698,2186115.187211804,2185914.692383984
combined_m083,sum,0,78.5,79.75,3626011.0,3625269.658664,3625022.663806074,-379.90428301348413,3624642.7595230606,3624491.752848601
combined_m083,sum,1,79.75,81.0,3571129.0,3568543.363537468,3568145.9775593453,-686.287135449255,3567459.690423896,3567554.642590166
combined_m083,sum,2,81.0,82.25,3507561.0,3507734.0097684967,3507206.5094520906,-1003.8927432277173,3506202.6167088635,3506581.2682474237
combined_m083,sum,3,82.25,83.5,3439422.0,3443394.6465561166,3442768.917666276,-1161.208732182377,3441607.708934094,3442137.672299552
combined_m083,sum,4,83.5,84.75,3374201.0,3376046.3038886534,3375361.6890910454,-1053.6275684134544,3374308.061522632,3374751.2169706463
combined_m083,sum,5,84.75,86.0,3305618.0,3306184.0059049777,3305482.801407827,-753.9072630897898,3304728.8941447367,3304916.63411475
combined_m083,sum,6,86.0,87.25,3230762.0,3234279.1912649157,3233602.35599043,-434.1085442428274,3233168.2474461873,3233099.2131036576
combined_m083,sum,7,87.25,88.5,3157271.0,3160779.27884014,3160162.79331974,-209.2076294829737,3159953.585690256,3159735.6497727954
