lower_support,higher_support,mass_GeV,mass_MeV,inj_nsigma,n_pairs,mean_pull_difference_higher_minus_lower,pull_difference_sd,pull_difference_ci90_low,pull_difference_ci90_high,median_limit_excess_difference_higher_minus_lower,median_abs_paired_limit_excess_difference,used_for_support_ranking
030_210,031_210,0.059,59.0,5.0,25,-0.014111006119032331,1.7290448867921384,-0.6057493885533713,0.5775273763153066,-0.025116092451606065,0.06877465778813097,False
031_210,032_210,0.044,44.0,0.0,25,-0.07143440655771963,0.22855811965104395,-0.14964160478347283,0.006772791668033559,0.0008377304766327143,0.0699663010192122,False
031_210,032_210,0.044,44.0,2.0,25,0.24058775656780476,1.0748467621074989,-0.12719945621987358,0.6083749693554831,-0.004679643177686099,0.12638167363697983,False
031_210,032_210,0.044,44.0,5.0,25,0.07163599771141105,0.9674149499168271,-0.2593905826184242,0.4026625780412463,-0.007699375789133378,0.1486476763234299,False
031_210,032_210,0.049,49.0,0.0,25,-0.015189549662933031,0.18510916287833049,-0.07852953958204725,0.04815044025618118,-0.0007961364462968357,0.06288217723854483,False
031_210,032_210,0.049,49.0,2.0,25,-0.013436492313431572,0.17951976132438355,-0.07486392084133264,0.0479909362144695,-0.015769899653139685,0.076301077862588,False
031_210,032_210,0.049,49.0,5.0,25,0.0045555970046268525,0.1836627632637936,-0.058289469078307565,0.06740066308756126,-0.026133800117822903,0.07126354977845573,False
031_210,032_210,0.054,54.0,0.0,25,-0.07952354329929705,0.18268916902118154,-0.14203546839367387,-0.017011618204920226,-0.004253234947100393,0.004930035793222376,False
031_210,032_210,0.054,54.0,2.0,24,-0.08326191815390556,0.1845729027841802,-0.14783337508844296,-0.018690461219368154,-0.011242926826411481,0.013989511348492578,False
031_210,032_210,0.054,54.0,5.0,25,-0.08328865754137876,0.19021800316451556,-0.14837677211944367,-0.01820054296331386,-0.0120721403970534,0.03928749646554741,False
031_210,032_210,0.059,59.0,0.0,25,-0.2593073841684114,1.4662332651154657,-0.7610178278190394,0.24240305948221647,0.0030519082402724607,0.019140434994380673,False
031_210,032_210,0.059,59.0,2.0,25,0.0471309934674786,0.17688810553776668,-0.013395944515259925,0.10765793145021713,0.03129413782683077,0.04860284938802106,False
031_210,032_210,0.059,59.0,5.0,25,-0.0057719965205687805,1.7244958453357675,-0.5958538042532138,0.5843098112120761,0.005989570713330394,0.04848231757406829,False
032_210,033_210,0.044,44.0,0.0,25,-0.060456158343802385,0.5931736428365583,-0.263426189504535,0.1425138728169302,-0.0019622850231817424,0.17289549676608162,False
032_210,033_210,0.044,44.0,2.0,25,-0.06689441581117689,0.5966707135718984,-0.2710610621025633,0.1372722304802095,0.026416730246171305,0.1994552179537039,False
032_210,033_210,0.044,44.0,5.0,25,0.007995677022434524,0.35873444501327667,-0.11475478966145929,0.13074614370632834,0.00318400685327358,0.16868401467223082,False
032_210,033_210,0.049,49.0,0.0,25,-0.05097698604357236,0.25272864320555605,-0.13745476739161425,0.035500795304469514,-0.025273581268265954,0.11467509442427115,False
032_210,033_210,0.049,49.0,2.0,25,-0.19564015426905107,0.729267408544096,-0.44517826241706737,0.053897953878965205,-0.05318054607651679,0.1663202324450972,False
032_210,033_210,0.049,49.0,5.0,25,-0.3522774674991115,1.0539962233589346,-0.7129301176665146,0.00837518266829168,-0.08567105746929604,0.19394624433119922,False
032_210,033_210,0.054,54.0,0.0,25,0.22417122891039554,0.9944582396602171,-0.11610892738019252,0.5644513852009836,0.004462747685322732,0.014709479291923233,False
032_210,033_210,0.054,54.0,2.0,24,0.2293064877774373,0.9970458277317795,-0.11950257767039121,0.5781155532252659,0.00997092439401115,0.041256526573765814,False
032_210,033_210,0.054,54.0,5.0,25,0.13768127407592107,0.5603214225642237,-0.05404750209497661,0.32941005024681874,0.04615056218506752,0.11108020475970282,False
032_210,033_210,0.059,59.0,0.0,25,-0.046609017700770236,0.1757450508204949,-0.10674482931708151,0.013526793915541048,-0.020730071701109076,0.049326090101234676,False
032_210,033_210,0.059,59.0,2.0,25,-0.03989006660625591,0.16969466402299332,-0.09795557855289398,0.018175445340382165,-0.023029394950271787,0.04576303428223305,False
032_210,033_210,0.059,59.0,5.0,25,0.015567276944947781,1.7336586870818678,-0.577649839136587,0.6087843930264825,-0.022770297629997938,0.06356004188060238,False
033_210,034_210,0.044,44.0,0.0,25,0.2833779498763953,0.668294329949948,0.05470339123310644,0.5120525085196842,0.04966932523529999,0.16499588386798214,False
033_210,034_210,0.044,44.0,2.0,25,-0.004200600740784619,0.9515211191975614,-0.3297886870388787,0.3213874855573095,0.0032318717008921194,0.1859861344320496,False
033_210,034_210,0.044,44.0,5.0,25,-0.01506148492943324,0.9044538992273152,-0.3245442785878775,0.29442130872901096,0.028481704591336587,0.18721359430697804,False
033_210,034_210,0.049,49.0,0.0,25,-0.07482330405688258,0.31629771590935635,-0.18305292287000274,0.03340631475623761,-0.008700671023689321,0.09467821930128517,False
033_210,034_210,0.049,49.0,2.0,25,0.060069540521215326,0.5892986846453193,-0.14157457133355944,0.2617136523759901,-0.010705584943859314,0.09906785569055732,False
033_210,034_210,0.049,49.0,5.0,25,0.10945001619313813,0.7198385301229056,-0.13686175212998627,0.3557617845162625,0.024239523825638987,0.13087458594476598,False
033_210,034_210,0.054,54.0,0.0,25,0.023856558790777124,0.1865222266525922,-0.039966948226167795,0.08768006580772204,0.0032376189483327433,0.014821047661826459,False
033_210,034_210,0.054,54.0,2.0,25,-0.1257550115408678,0.8849343951084401,-0.4285586912381716,0.17704866815643602,0.0110776960611466,0.044919564210979646,False
033_210,034_210,0.054,54.0,5.0,25,-0.03700762769280422,0.5767572093748476,-0.23436034248840354,0.1603450871027951,0.0482679762293019,0.1165037426844262,False
033_210,034_210,0.059,59.0,0.0,25,0.25119628563611474,1.4136178053733879,-0.23251038857472978,0.7349029598469592,-0.04886271360757277,0.1169965662465442,False
033_210,034_210,0.059,59.0,2.0,25,-0.012684382939773742,0.3481101938779788,-0.13179948144769985,0.10643071556815235,-0.05598549801591801,0.10427240131369597,False
033_210,034_210,0.059,59.0,5.0,25,-0.0016801203905376027,2.041439748271875,-0.7002126568971704,0.6968524161160953,-0.045678720957562646,0.10815983153134168,False
