mass_MeV,toy_id,r,Ahat_total,sigma_A_total,kernel_ls_sigma,max_score
17.25,76,-1.5022385019085194,-2707.2854550251377,1801.9822392642577,7.959484193982749,3.888001032237298e-13
17.25,77,0.712110769554116,1248.3351484103177,1753.0987604781553,8.0,6.408762409648716e-14
17.25,78,-0.47352261268325047,-837.1691941462327,1767.89980656967,8.0,9.348251339691416e-14
17.25,79,-1.179479279924635,-2116.476715339532,1794.2690746289188,8.0,3.518296765037121e-13
17.25,80,-1.23535868438923,-2226.3456491132947,1802.031492567105,8.0,8.882418378597379e-08
17.25,81,-0.4832070573538606,-854.6836527306946,1768.7112322357439,8.0,2.4606617299305356e-08
17.25,82,-0.06862570041307953,-120.82213389139382,1760.5872024130279,8.0,2.375877272697835e-14
17.25,83,-2.4369230087825735,-4406.064199292639,1807.743353640387,8.0,2.3416435457335183e-11
17.25,84,-1.337631755123065,-2339.9130305553977,1749.1232201612834,8.0,4.363176486776865e-14
17.25,85,-1.3496273377906034,-2368.8869457375213,1755.040349577873,8.0,3.751550936570425e-08
17.25,86,0.5110367674459219,889.2365004976214,1740.1298399295563,8.0,2.930988785010413e-14
17.25,87,-0.9127695797388493,-1679.1518339029776,1839.512635920217,8.0,9.581224702515101e-14
17.25,88,0.6549736626197221,1173.1268281786326,1791.188142742189,8.0,2.3031923590544068e-14
17.25,89,-1.5344078013208404,-2730.3780326179726,1779.2409463262684,8.0,7.599476603559197e-14
17.25,90,-0.9918283777857905,-1794.1247723093356,1808.7843568988774,8.0,2.5217605781335806e-12
17.25,91,-1.0507033306112676,-1862.055782162807,1772.0651141059127,8.0,3.936382775293623e-09
17.25,92,-0.28253206615731297,-498.1472660180804,1763.1172267157435,8.0,1.0637046798933625e-11
17.25,93,-2.347514841179355,-4176.0290832363435,1778.6217421797787,8.0,2.2876489591538984e-10
17.25,94,0.8859128852413559,1593.561426764317,1798.8890727526223,8.0,1.4710455076283324e-13
17.25,95,0.6596171370279782,1168.6147885211303,1771.7399443817021,8.0,4.144700927952161e-09
17.25,96,0.41478688461228574,719.4782904638963,1734.6275703097886,8.0,3.453383734530746e-08
17.25,97,-0.9167782071104761,-1632.4276062379406,1780.4983632021285,8.0,8.748557434046234e-14
17.25,98,-1.6249761862806917,-2874.8538140594164,1768.9622855741281,8.0,3.643441104372869e-11
17.25,99,-0.6817935539422963,-1211.1326548637608,1776.3056312736758,8.0,7.224333542499295e-08
20.0,10,-0.47586104611836855,-1754.7720951289295,3687.5398520269828,8.0,1.2012613126444194e-13
20.0,11,1.5284943832341096,5600.961306114214,3664.4716289637463,8.0,3.049782648645305e-13
20.0,12,0.6230550864504322,2281.615597290719,3662.023639243735,8.0,1.2173058570180695e-07
20.0,13,-0.9250563451122621,-3473.9115048340254,3755.2920322661266,8.0,6.195044477408373e-14
20.0,14,-1.9983922802845113,-7372.027732155607,3688.8455655875177,8.0,7.965850201685498e-14
20.0,15,0.4440619370588252,1652.0898039030349,3720.4331187662683,8.0,1.2603249349707468e-07
20.0,16,0.003425463524289742,12.607194957595318,3680.434957093578,8.0,1.1324274851176597e-13
20.0,17,0.717969070345091,2643.1463076441078,3681.469895911979,8.0,2.4491519923230953e-13
20.0,18,1.0169232425275327,3740.666766575326,3678.4853409247758,8.0,1.555977569012157e-13
20.0,19,1.4792575330637883,5464.095162623229,3693.9078752378646,8.0,8.865211154063246e-08
20.0,20,1.0965712469408369,4077.3020534741277,3718.299467294897,8.0,8.146653959761885e-08
20.0,21,0.38100008776246824,1403.3942185325895,3683.4744655137642,8.0,2.2493118478905672e-13
20.0,22,1.3165577733234337,4845.185334254363,3680.281629349577,8.0,8.269723023035525e-08
20.0,23,1.010216852416415,3682.7444511187723,3645.5705503212835,8.0,1.5065726444163374e-13
20.0,24,1.6212569149947818,5941.853797411651,3665.0788845764973,8.0,1.0924125137812268e-07
20.0,25,0.12366019299852608,455.07848559326976,3680.0815656240115,8.0,1.451387764972445e-07
20.0,26,-0.28664503540651415,-1061.469337575549,3703.0604093125808,8.0,2.116947950270287e-09
20.0,27,0.19688449326232055,715.4934096579053,3634.091129540866,8.0,2.2581936320875684e-13
20.0,28,2.078927463618539,7626.332608206426,3668.542131248265,8.0,5.325739849126876e-13
20.0,29,0.7575145305484519,2772.5690714539032,3660.140018297161,8.0,1.2523315717771766e-13
20.0,30,-0.4497541716647289,-1687.1121690206726,3751.158798684936,8.0,6.731751378552531e-08
20.0,31,-1.7601224102839677,-6590.891807450433,3744.450605757244,8.0,3.051774735696178e-08
20.0,32,0.5909547874366088,2183.8170888989316,3695.4444218957274,8.0,9.059419880941277e-14
20.0,33,-0.4858276180073463,-1797.0815162778858,3698.978275527374,8.0,1.48066995109275e-07
20.0,34,0.5805941204975558,2177.775860129698,3750.9808797249416,8.0,1.7961498865320946e-07
20.0,35,-0.38789901660392984,-1418.484702255006,3656.8130451177417,8.0,3.397282455352979e-13
20.0,36,0.2909922595287068,1105.6026060150984,3799.4400905725624,8.0,9.192646643896296e-14
20.0,37,1.100199483518923,4058.4275201652194,3688.8850916328643,8.0,1.1890488593735427e-13
20.0,38,1.0473939611323377,3890.828465340358,3714.840198202474,8.0,1.4421797089880783e-13
20.0,39,-0.09558810243930171,-357.20974237046727,3736.9624274244925,8.0,2.3581137043038325e-13
20.0,40,2.2587962285172205,8251.586567308363,3653.249650649311,8.0,3.2109204184394e-11
20.0,41,-0.7944439256167455,-2915.11813451506,3669.326951962774,8.0,5.619031104298067e-08
20.0,42,2.5261156889854828,9194.505911640523,3639.958874414485,8.0,4.351241589262145e-13
20.0,43,0.4958810072775132,1840.8053138411976,3712.2243682348426,8.0,8.582954093977468e-09
20.0,44,1.274013974232562,4612.8705511039825,3620.8297499977893,8.0,1.4794832026154836e-12
20.0,45,1.2157870476008192,4467.396210720919,3674.572563677983,8.0,9.705569681273118e-13
20.0,46,0.13519508302925415,495.78389277480005,3667.1833554263662,8.0,5.2513549064769904e-14
20.0,47,1.0383420809768673,3812.0283076698047,3671.3360241557657,8.0,8.168465903679589e-14
20.0,48,0.4303149962006906,1574.6031754132166,3659.2174165588985,8.0,3.6060043839825084e-13
20.0,49,1.581483687258558,5939.054349988395,3755.4699691780756,8.0,6.798728247048302e-14
20.0,50,0.6701892499952568,2471.503151026738,3687.8144264831326,7.975656798465717,6.505906924303417e-14
20.0,51,-0.23638191189252777,-896.0661248603099,3790.741389423044,8.0,4.41681017315787e-08
20.0,52,1.2806214895629555,4673.780159466115,3649.7074788844675,8.0,7.399636459126668e-14
20.0,53,-0.5891210521674769,-2165.5884603373606,3675.925024285909,8.0,1.8847809646338476e-08
20.0,54,0.27329765929481525,1003.0229482055739,3670.094095159905,8.0,3.5138558729386205e-14
20.0,55,-0.21466972112524335,-787.9894562491045,3670.691324752692,8.0,1.325606291402437e-13
20.0,56,2.081105517905674,7639.663939490288,3671.106993466988,8.0,1.3300471835009375e-13
20.0,57,1.7646548281840069,6514.518756703299,3691.786731059696,8.0,7.815970093361102e-14
20.0,58,-0.41012570521447256,-1514.5575690146486,3692.8828391804277,8.0,1.2961853812498703e-13
20.0,59,1.3900142412253218,5189.9560989067895,3733.832663542581,7.877450267682923,1.915134717478395e-13
20.0,60,-0.3393097680580796,-1257.8850901298829,3707.165508091343,8.0,2.3685514730087398e-08
20.0,61,0.29445322507865984,1098.5204669536292,3730.7320240949216,8.0,8.91802875990777e-09
20.0,62,2.228703164150859,8172.7501909607845,3667.1954225097643,8.0,2.0816681711721685e-14
20.0,63,1.0261576245903508,3741.3620789535516,3646.062933520568,8.0,8.137934770502397e-14
20.0,64,1.047648322484094,3850.3359701585914,3675.290102140177,8.0,1.694200335577989e-13
20.0,65,0.21323796405895556,788.9819103871545,3700.021051687365,8.0,3.54130669233399e-10
20.0,66,2.0864259159010317,7705.222199290705,3693.1663779876476,7.913846121296819,9.531264666406969e-12
20.0,67,0.7131150368029128,2673.205518340528,3748.676395287314,8.0,6.361577931102147e-14
20.0,68,1.1553454665233265,4238.418800236894,3668.6080750646033,8.0,8.33544581690937e-08
20.0,69,0.8697904724818315,3175.197675179224,3650.592115949356,8.0,1.5766554728458004e-13
20.0,70,-0.9674513151800489,-3574.9387511818345,3695.147800445392,8.0,3.2369233404772046e-08
20.0,71,0.20176482620480202,753.3266410325446,3733.6996228650137,7.979215071632433,1.1455595361198334e-09
20.0,72,1.4101796110263023,5236.437654831162,3713.4053997861874,8.0,1.8962609260597674e-13
20.0,73,0.288500147779998,1057.0622616550968,3664.012164276583,8.0,1.0428078101032412e-07
20.0,74,-0.5960739174099715,-2237.4221476877287,3753.5601793580017,8.0,6.145652742262087e-08
20.0,75,1.2124563438161549,4486.213968335406,3700.1850676024446,8.0,1.2074369282188968e-13
20.0,76,-0.27290794974311616,-1007.4740352102374,3691.60748468851,8.0,1.6716055650789485e-08
20.0,77,1.591359355512902,5873.7675597630005,3691.144621371308,8.0,1.6888961773542377e-07
20.0,78,0.04524931172905152,165.52329277204478,3658.032089705265,8.0,1.5867875069464077e-09
20.0,79,-0.010255358844019746,-37.76159942935923,3682.1315035790135,8.0,8.049617325478486e-08
20.0,80,0.07791657387993084,292.4637652076757,3753.5551256192266,8.0,1.8188228700921627e-13
20.0,81,0.3302403375721153,1226.559184823226,3714.162846464087,8.0,7.657136036343104e-11
20.0,82,0.18221662938564537,664.8579952559385,3648.7358515186006,8.0,1.3034018309099338e-13
20.0,83,1.7812556613390094,6648.203289381529,3732.4289001071625,8.0,8.232303727595536e-14
20.0,84,0.6483564896269604,2385.2246094092966,3678.922758586434,8.0,8.970602038971265e-14
20.0,85,-1.6622292458074859,-6195.924202052531,3727.370309877756,8.0,8.859579736508749e-14
20.0,86,0.015293222984245146,56.283038582864506,3680.2611397839446,8.0,1.141309269314661e-13
20.0,87,1.9249092458513926,7050.706302085664,3663.011463116798,8.0,2.458588888032409e-13
20.0,88,0.7540037132157054,2809.05903448863,3725.573431894131,8.0,7.627123127518232e-09
20.0,89,1.583176982825266,5788.575800247392,3656.413464860082,8.0,1.567634910770721e-13
20.0,90,1.264882640552131,4609.222926912214,3644.081925845043,8.0,2.73003841755326e-13
20.0,91,-1.1619031387052854,-4287.422385297107,3689.9218615309924,8.0,9.825473767932635e-14
20.0,92,0.7167447710313921,2586.944099977097,3609.3485510912838,8.0,1.930011706008372e-12
20.0,93,-0.27857645785267443,-1038.1522067644248,3726.614875755036,8.0,8.1601392309949e-14
20.0,94,0.8279410404322485,3107.365009639246,3753.176629500012,8.0,3.1508129438861943e-13
20.0,95,-0.2513927039150367,-928.9803969906524,3695.318801909347,8.0,2.2921880560300423e-08
20.0,96,0.6504633379734807,2400.350588724648,3690.260401952742,7.976630659225943,4.2098056471373546e-08
20.0,97,-0.21541571528601244,-789.9753076458993,3667.198171295303,8.0,2.847739932754223e-09
20.0,98,1.1192592534196832,4154.251050575598,3711.6812975823486,8.0,2.343372362823004e-08
20.0,99,-0.24517886804396952,-908.6635333072624,3706.108613903417,8.0,1.5891662413086705e-07
