method,mass_MeV,sigma_MeV,r,p0,Ahat_window,sigma_A_window,Ahat_total,sigma_A_total,signal_fraction_in_fit,fit_low_MeV,fit_high_MeV,support_low_MeV,support_high_MeV,nfit,nleft,nright,left_events,right_events,count_min_fit,nll_fit,nll_null,max_score,min_lambda,kernel_constant,kernel_ls_logmass,kernel_ls_sigma,kernel_upper_factor,kernel_at_boundary,log_marginal_likelihood,covariance_load_relative,warning_count,poisson_deviance,gof_nominal_dof
expcheb5,19.75,0.9588486031323749,-0.42594145479880424,0.5,,,-1424.4171581702021,3345.3951583339717,,,,13.0,26.5,54,,,,,,49.4922757703804,49.58298883183846,2.479206173688908e-09,106.68413471905151,,,,,,,,,98.9845515407608,47.0
expcheb5,20.0,0.9721533740988,0.7374869906272676,0.23041312582299223,,,2472.690237958664,3351.01734389418,,,,13.0,27.0,56,,,,,,66.26835887266854,66.54030240334077,2.980818925024664e-09,110.26665506260436,,,,,,,,,132.53671774533709,49.0
expcheb5,20.25,0.9854581450652249,2.9014188328998833,0.0018573850058661648,,,10038.446421854704,3452.962720795575,,,,13.25,27.25,56,,,,,,58.84789759655169,63.05701321850475,1.7350475500776952e-09,200.8395410951274,,,,,,,,,117.69579519310338,49.0
expcheb5,20.5,0.99876291603165,4.261132770597211,1.0169667478093785e-05,,,15131.31226686785,3541.4489939304663,,,,13.5,27.5,56,,,,,,56.25106305582932,65.32968930015805,1.1327845328423791e-09,354.6266013483514,,,,,,,,,112.50212611165864,49.0
expcheb5,20.75,1.012067686998075,5.409509265508306,3.159884066177593e-08,,,19150.34617749653,3529.6021909471006,,,,13.5,28.0,58,,,,,,59.072941333681136,73.70433658049124,1.226109214158555e-09,358.56392596190716,,,,,,,,,118.14588266736227,51.0
expcheb5,21.0,1.0253724579644998,6.151849196283489,3.829234133023214e-10,,,22223.965823821614,3601.1994288558762,,,,13.75,28.25,58,,,,,,49.355816721663146,68.27844098857005,6.420002307550021e-10,603.5295052733209,,,,,,,,,98.71163344332629,51.0
expcheb5,21.25,1.038677228930925,6.849885143340033,3.695465253384234e-12,,,24646.457923883303,3587.013929193639,,,,13.75,28.75,60,,,,,,49.25543375752027,72.71589699599552,6.500993077196426e-10,608.1794044287058,,,,,,,,,98.51086751504054,53.0
expcheb5,21.5,1.0519819998973499,6.780038511145127,6.007192627784606e-12,,,24797.54235481622,3646.960358271054,,,,14.0,29.0,60,,,,,,48.8783997567226,71.86286086302812,3.7682656994775243e-10,983.6050865252521,,,,,,,,,97.7567995134452,53.0
expcheb5,21.75,1.065286770863775,6.608373803541599,1.9428227968352247e-11,,,24539.889428924605,3703.6313422028397,,,,14.25,29.25,60,,,,,,47.844230401340205,69.67953256500763,2.4042112745092936e-10,1521.5215472962736,,,,,,,,,95.68846080268041,53.0
expcheb5,22.0,1.0785915418302,6.763847000063284,6.718749469793464e-12,,,24950.888632546707,3680.0017897991133,,,,14.25,29.75,62,,,,,,55.281808886903164,78.15662200703571,2.5699142813806475e-10,1537.406145325264,,,,,,,,,110.56361777380633,55.0
