method,mass_MeV,sigma_MeV,r,p0,Ahat_window,sigma_A_window,Ahat_total,sigma_A_total,signal_fraction_in_fit,fit_low_MeV,fit_high_MeV,support_low_MeV,support_high_MeV,nfit,nleft,nright,left_events,right_events,count_min_fit,nll_fit,nll_null,max_score,min_lambda,kernel_constant,kernel_ls_logmass,kernel_ls_sigma,kernel_upper_factor,kernel_at_boundary,log_marginal_likelihood,covariance_load_relative,warning_count
gp_ceiling32,19.75,0.9588486031323749,-0.6236183892974826,0.5,-1967.8286466395762,3155.449919940815,-2005.8339678957911,3216.392161085663,0.9810526086084362,17.499999999999996,22.0,11.999999999999998,27.999999999999996,18,22,24,173520.0,4376024.0,38639.0,10.856629532083112,11.051079479818105,1.766493143984249e-07,38284.412369392245,167.23800643020212,0.43877127816193046,9.255296716730058,32.0,False,122.39566574626545,1e-07,0
gp_ceiling32,20.0,0.9721533740988,0.15524625971151287,0.4383135901844292,503.61542474793436,3243.991555954025,514.2307267402053,3312.369028792679,0.9793569278530609,17.75,22.25,11.999999999999998,27.999999999999996,18,23,23,212159.0,4232316.0,43342.0,11.313214453694203,11.32526515427141,1.9806378759312793e-13,43624.420496825434,219.49686663647023,0.46708247547146464,9.840928130327319,32.0,False,121.50556630553879,1e-07,0
gp_ceiling32,20.25,0.9854581450652249,1.244480003553397,0.10666147720123892,4399.487288393034,3535.302474099991,4500.37891074459,3616.3761035332286,0.9775815271663729,18.0,22.5,11.999999999999998,27.999999999999996,18,24,22,255501.0,4084232.0,49502.0,8.163851190297509,8.93821642991964,3.090092581814474e-08,49163.27453783268,158.46144690999702,0.4392112981133563,9.243139525089212,32.0,False,118.95919802066754,1e-07,0
gp_ceiling32,20.5,0.99876291603165,1.6875387836562412,0.04574989946742624,6313.31348766662,3741.273760620951,6470.36602559563,3834.343198775827,0.9757274105811421,18.25,22.75,11.999999999999998,27.999999999999996,18,25,21,305003.0,3931415.0,54719.0,7.18926831474092,8.613161887912913,3.9096363035895365e-08,54940.016899885224,174.0948318716395,0.4451812898406728,9.358346241415571,32.0,False,117.98783691224847,1e-07,0
gp_ceiling32,20.75,1.012067686998075,2.904976131484087,0.0018364055370421793,10441.901786327891,3594.7940401649003,10722.886891586159,3691.527719759558,0.9737957596588336,18.5,23.0,11.999999999999998,27.999999999999996,18,26,20,359722.0,3773733.0,61080.0,6.7007936583000305,10.920236820546156,1.9312329513354598e-13,60891.72007679837,315.9276412158124,0.5227966245797374,10.978003945246895,32.0,False,117.65922111554798,1e-07,2
gp_ceiling32,21.0,1.0253724579644998,3.238212746840256,0.0006014053930664709,11391.897288533546,3518.3501638516304,11722.616721766964,3620.491777547263,0.9717879172301754,18.75,23.249999999999996,11.999999999999998,27.999999999999996,18,27,19,420802.0,3612400.0,66658.0,6.601176370598144,11.844187267497503,1.1834977442504169e-13,66981.93262541502,455.7488555109207,0.5638029821706942,11.826551397556594,32.0,False,116.9504233403313,1e-07,0
gp_ceiling32,21.25,1.038677228930925,3.6200764657605715,0.00014725798352005089,12356.758337574629,3413.895843542454,12742.796628513543,3520.5495856389643,0.969705371419402,19.0,23.499999999999996,11.999999999999998,27.999999999999996,18,28,18,487460.0,3446663.0,73015.0,7.4601771035738125,14.012653912550588,8.081313396246514e-13,73156.1340592446,581.1967530062534,0.6033533700171981,12.643111171069936,32.0,False,117.41421196500377,1e-06,0
gp_ceiling32,21.5,1.0519819998973499,3.1459347404985287,0.0008277847099513204,11043.938004694177,3510.9836717118133,11414.336180514745,3628.7371349044806,0.9675497400845027,19.25,23.749999999999996,11.999999999999998,27.999999999999996,18,29,17,560475.0,3277878.0,79172.0,8.968887389285362,13.917340085023135,1.3677947663381929e-13,79404.72346679005,594.9532018740715,0.6029829066182754,12.622621888799515,32.0,False,116.98605935467089,1e-06,1
gp_ceiling32,21.75,1.065286770863775,2.9493900615393196,0.0015920091653079968,11009.731569689658,3733.193802150677,11222.237326177861,3805.250524698497,0.9810638689673319,19.25,24.249999999999996,11.999999999999998,27.999999999999996,20,29,15,560475.0,2928139.0,79172.0,12.147314891735322,16.496765759288778,2.4220625505222415e-12,79424.87261530307,798.7042635568355,0.6452474319862177,13.494093709401646,32.0,False,108.69949758355088,1e-06,0
gp_ceiling32,22.0,1.0785915418302,2.389729728909741,0.008430387705495843,9374.271288396889,3922.971886165387,9570.056952193672,4004.904831261577,0.979541849669776,19.5,24.499999999999996,11.999999999999998,27.999999999999996,20,30,14,639647.0,2748700.0,85833.0,13.63417061246313,16.48957470108064,1.5059065106015623e-12,85689.6118262927,926.3069601332081,0.6608057580915713,13.806202942603644,32.0,False,108.13398029774424,1e-06,0
gp_ceiling64,15.0,0.7060579547703,0.7177722532142354,0.2364488621771988,292.34634093351997,407.4270559379218,302.5203223358941,421.60597562851945,0.9663692629843302,13.499999999999998,16.499999999999996,11.999999999999998,27.999999999999996,12,6,46,331.0,6077417.0,305.0,2.104410666084354,2.3620091698264742,1.8371415499984778e-13,315.8619247220957,98.52542319185086,0.3950045792613735,8.587747978262884,64.0,False,161.4946740187936,1e-10,0
gp_ceiling64,15.25,0.7193627257367249,0.5163819271029527,0.302793842951947,267.9501484484119,518.9836395073096,278.26055388108483,538.9535173641781,0.9629469384400092,13.749999999999998,16.749999999999996,11.999999999999998,27.999999999999996,12,7,45,636.0,6057302.0,548.0,2.2365453818641416,2.3698705291834212,9.797718192317006e-13,545.6083491926762,94.0626608594404,0.3928789648916853,8.523697029598654,64.0,False,159.39915813830225,1e-09,0
