mass_MeV,old_gp_mean_counts_per_0p625MeV,old_gp_pointwise_std_counts_per_0p625MeV,new_gp_mean_counts_per_0p625MeV,new_gp_pointwise_std_counts_per_0p625MeV,delta_gp_mean_new_minus_old_counts_per_0p625MeV
60.243367775937507,782293.42148139712,472.30201952408703,783283.87190983014,466.34108520331819,990.45042843301781
60.244322539531254,782338.45067254594,472.38169365719227,783329.28734307201,466.43338724689437,990.83667052607052
60.245277303125008,782383.47833421244,472.46144992948666,783374.70071284845,466.5255977056151,991.22237863601185
60.246232066718754,782428.50403307262,472.54112251425857,783420.11218958558,466.61786156499829,991.60815651295707
60.247186830312508,782473.52770021488,472.62078473485633,783465.5219208051,466.71008559619878,991.9942205902189
60.248141593906254,782518.54940338538,472.70055643468157,783510.92954109237,466.8023440549166,992.38013770699035
60.249096357500001,782563.56916456681,472.78017990164403,783556.33531202399,466.89463256381185,992.76614745717961
60.250051121093762,782608.58718824608,472.85986696101384,783601.73911891389,466.9868996629811,993.15193066780921
60.251005884687508,782653.60304103361,472.93960813827283,783647.14084708272,467.07914996140505,993.53780604910571
60.251960648281255,782698.61722334544,473.01930250122746,783692.54079240479,467.17143501752128,993.92356905934867
60.252915411875001,782743.62927899533,473.09897753159856,783737.93878316437,467.26370816505454,994.30950416903943
60.253870175468755,782788.63966297277,473.17865162311199,783783.33473889774,467.35600175721652,994.69507592497393
60.254824939062509,782833.6478051329,473.25837058003401,783828.72877298365,467.44827397821678,995.08096785075031
60.255779702656255,782878.65438830131,473.33807960579497,783874.12089621555,467.54056686275084,995.46650791424327
60.256734466250002,782923.65886501758,473.4177323718045,783919.51121060539,467.63284778664433,995.85234558780212
60.257689229843756,782968.66128022387,473.49737491177439,783964.89946460421,467.72520063404284,996.23818438034505
60.258643993437509,783013.6619067759,473.57708098431198,784010.2857373117,467.8174573889608,996.62383053579833
60.259598757031256,783058.66081236582,473.65673104066934,784055.67018792394,467.90980502007835,997.00937555811834
60.260553520625002,783103.65747225494,473.73641689622042,784101.05253048253,468.0021030278989,997.39505822758656
60.261508284218756,783148.65211367398,473.81612000063694,784146.43295834051,468.09441702231209,997.78084466652945
60.262463047812503,783193.64523742243,473.89580401029775,784191.81137956644,468.18674227917273,998.16614214400761
60.263417811406256,783238.63620463014,473.97539497015327,784237.18799892964,468.2790835851107,998.55179429950658
60.264372575000003,783283.62533389719,474.05508620442288,784282.56273590995,468.37141756085032,998.93740201275796
60.265327338593757,783328.61248777271,474.13479485462517,784327.93535021029,468.46377220334841,999.32286243757699
60.266282102187503,783373.59787071752,474.21436472656336,784373.30610366154,468.55611005405149,999.70823294401634
60.267236865781257,783418.58107189892,474.29408996317267,784418.67498422228,468.64843125673929,1000.0939123233547
60.268191629375004,783463.56243254349,474.3737589959901,784464.04184289637,468.74079169748103,1000.4794103528839
60.269146392968757,783508.54183800542,474.45334432790384,784509.40686165669,468.83314017489329,1000.8650236512767
60.270101156562504,783553.51953863888,474.53307595125773,784554.76970881072,468.92550447517237,1001.2501701718429
60.27105592015625,783598.49482672079,474.61269602195404,784600.13068051799,469.01786160308217,1001.6358537971973
60.272010683750011,783643.46870512643,474.69233385495289,784645.48976474011,469.11022525079062,1002.0210596136749
60.272965447343758,783688.44035223895,474.7720257166917,784690.84692659008,469.20259554263691,1002.406574351131
60.273920210937504,783733.41017790709,474.8516983181438,784736.20214260381,469.29499111159333,1002.7919646967202
60.274874974531251,783778.37802179984,474.93127818408681,784781.55527507479,469.38736991663711,1003.1772532749455
60.275829738125012,783823.34406588378,475.01093976569746,784826.90658601839,469.47973678073356,1003.562520134612
60.276784501718758,783868.30810419214,475.09061874147284,784872.25583497237,469.57210088554552,1003.9477307802299
60.277739265312505,783913.2701360113,475.17019564917234,784917.60316979641,469.66451839134459,1004.3330337851075
60.278694028906251,783958.23018362769,475.2498542928488,784962.94864695298,469.75696106877911,1004.7184633252909
60.279648792500005,784003.18838324782,475.32949367212848,785008.29212868097,469.84933578367651,1005.1037454331527
60.280603556093759,784048.14473427483,475.40914135329473,785053.63370578561,469.94174511120593,1005.4889715107856
60.281558319687505,784093.09903067478,475.48873304334194,785098.9732976309,470.03413774829562,1005.8742669561179
60.282513083281252,784138.05152291246,475.56839723091412,785144.31085787446,470.12652298926952,1006.2593349620001
