mass_MeV,mass_GeV,old_A_up_events,old_eps2_up,old_p0_local_asymptotic,old_Z_local_asymptotic,old_gp_const,old_gp_length_scale_log_mass,old_gp_log_marginal_likelihood,old_selected_attempt,old_v4p2_attempt_selection_applied,new_A_up_events,new_eps2_up,new_p0_local_asymptotic,new_Z_local_asymptotic,new_A_hat_events,new_sigma_A_events,new_gp_const,new_gp_length_scale_log_mass,new_gp_log_marginal_likelihood,delta_Z_new_minus_old,p0_ratio_new_over_old,relative_eps2_up_change
63,0.063,22481.496249325806,8.0476440241868879e-06,0.015687431141457101,2.1522856633540144,60.389489325128061,0.31457790766952742,1653.7036466165916,attempt_01,False,14631.86803423478,5.2377325798291533e-06,0.26115478993762081,0.63978931535466599,4485.3519622239128,7019.4106244273762,52.524187444755256,0.27689744101590902,1677.9188311431212,-1.5124963479993485,16.647390358735553,-0.34915951002711509
64,0.064000000000000001,30762.829619915858,1.0397638050899988e-05,0.0003019480953144,3.4298584532656098,64.438142640030804,0.3174273435948769,1653.7337151889126,attempt_02,True,23183.302686355761,7.835806820615999e-06,0.021686503595887599,2.0201000836572289,14068.411237347458,6986.1312910216129,53.683145529520885,0.28183988787122838,1677.4320696279874,-1.4097583696083809,71.821958583003394,-0.24638588280751361
65,0.065000000000000002,36520.123384880768,1.1718399421447499e-05,1.0570204527233524e-05,4.2524927206050007,66.347717364884332,0.31947504048628561,1648.8060880772948,attempt_03,True,26243.502137290991,8.420887219392701e-06,0.0081333210583870007,2.4028773513795936,17100.853570312258,7136.4977695838315,52.088108913158905,0.27486550341709981,1676.03939277367,-1.8496153692254071,769.45730212049989,-0.28139612616545184
66,0.066000000000000003,33612.196668291712,1.0287584294357032e-05,6.2298223658095983e-05,3.836901440676121,67.579088246067286,0.31682366635362452,1652.4780967636707,attempt_01,False,26459.441780384492,8.0983620435055634e-06,0.0089911932808613999,2.3659806023308012,17142.493018625621,7244.2418475131581,52.383352545138671,0.2759733265566941,1669.8809603230811,-1.4709208383453198,144.32503453399747,-0.21280236333541447
67,0.067000000000000004,24132.866837733036,7.0772471691134347e-06,0.010778001292053301,2.2981016814890567,61.72821198910988,0.31206715103842431,1646.9506838453135,attempt_03,True,17910.851452499726,5.2525679435822189e-06,0.1243584077607412,1.1534717276307562,8232.9790562122434,7140.1514640494088,52.177914335298695,0.27691255896086131,1675.3065600510577,-1.1446299538583005,11.538169683875578,-0.25782330077356796
68,0.068000000000000005,12514.586308368558,3.5319539156384782e-06,0.37687409214627232,0.31370094326146192,59.022113715068755,0.31048709521109391,1648.6595084582216,attempt_03,True,9991.1395454355006,2.819769153343404e-06,0.49990260198329139,0.000244140625,-3733.9910470344721,7177.997763082155,53.532125767437869,0.28092710021721501,1668.7890180907489,-0.31345680263646192,1.3264445935680536,-0.20164044585681729
69,0.069000000000000006,7271.5949948303523,1.9823744322324803e-06,0.49990260198329117,0.000244140625,57.855984387035249,0.31046299409004702,1655.6329192289695,attempt_02,True,7152.0304694977513,1.949778879511259e-06,0.5,0,-16718.228898030309,7103.1284124122149,54.50051858158627,0.28505230365978618,1669.3204401466978,-0.000244140625,1.0001948339863054,-0.016442682165000111
70,0.070000000000000007,6123.0717536564625,1.618256816893212e-06,0.5,0,55.259784189827855,0.30853244645333322,1647.7225543067591,attempt_02,True,6355.9261854609458,1.6797975413484459e-06,0.5,0,-23627.195408681575,7004.6234536947104,54.137688684819722,0.28503166636514787,1674.5933879501081,0,1,0.038029022224903786
71,0.070999999999999799,5585.3708618026467,1.4351281685636445e-06,0.5,0,55.804900565957581,0.31061036988707502,1655.8592899057896,attempt_03,True,6015.4278963474771,1.5456287923601888e-06,0.5,0,-28123.191490654459,6994.7886300097543,55.826446264533821,0.29121138301872229,1672.8399976293426,0,1,0.076997041948622336
72,0.0719999999999998,5647.2275948042497,1.4147692062034203e-06,0.49990260198329117,0.000244140625,55.480800082681469,0.31115059048763422,1650.119188338899,attempt_03,True,6386.1444819528879,1.5998860339444171e-06,0.5,0,-22050.907501055084,6917.9258478492675,55.249580606382125,0.28872509852822331,1679.2218003120738,-0.000244140625,1.0001948339863054,0.13084595489448336
73,0.072999999999999801,6220.0382323924041,1.5230213347751717e-06,0.5,0,57.119655627789363,0.31010738125064302,1645.9622714414795,attempt_02,True,7876.9564069509915,1.9287297300528069e-06,0.5,0,-11329.817074768886,7059.7734463222614,54.109625785421805,0.28377986373202951,1672.0627642453787,0,1,0.26638392123215127
74,0.073999999999999802,7149.6985503455235,1.7149423494176792e-06,0.5,0,59.623690462048607,0.31232901629211302,1647.787881208744,attempt_01,False,10795.987619781365,2.5895492296045521e-06,0.5,0,-1530.0631925629775,7081.1508269008582,52.938596723419394,0.27971771128219292,1672.8400045712724,0,1,0.50999200088787355
75,0.0749999999999999,10705.069604091719,2.5212474724955189e-06,0.5,0,57.06836921683275,0.30753547238395201,1644.4407859998876,attempt_01,False,16387.039766360249,3.8594595010225357e-06,0.17582595030993439,0.93138992487246197,6577.3877275726554,7065.5281388577132,52.166881343396277,0.27793206319854802,1672.0519414310083,0.93138992487246197,0.35165190061986878,0.53077377097078893
76,0.075999999999999901,18321.950823485931,4.2444679734795294e-06,0.079360155914918101,1.4093885366123848,53.285772846684495,0.3026495298653013,1643.2713263922444,attempt_03,True,21821.79108182263,5.0552418933485123e-06,0.035292026221726301,1.8081442519480613,12686.227838074812,7017.0592081899131,52.065450201929963,0.27888520044007598,1672.9921902816354,0.39875571533567644,0.44470711800973306,0.19101897456522132
77,0.076999999999999902,24540.659696809736,5.6019612716615748e-06,0.0089207908673280007,2.3688895272501997,50.682951961147182,0.29924756169389172,1644.5699831240142,attempt_02,True,27113.935682668722,6.1893697843982063e-06,0.0047374170030692001,2.5944284218269109,18125.118231627857,6990.9794417879903,52.414520644282668,0.28241883331194462,1671.8610366265184,0.22553889457671117,0.531053476482649,0.10485765328441876
78,0.078,27243.135199968376,6.1381077290591789e-06,0.0024994027696113,2.8071107304758152,50.447959420058403,0.29957453965962683,1645.1362731293505,attempt_02,True,28076.979073653361,6.3259797741937052e-06,0.0024748453213004999,2.8102898178618991,19272.633487634295,6866.7079855148213,53.143610275488989,0.28326268745966238,1677.1710483792667,0.0031790873860839675,0.99017467348224986,0.030607485796493528
79,0.079000000000000001,27984.29066902175,6.2323014890725495e-06,0.0020312636076022001,2.8732653650828728,50.496851894789557,0.30005071682675571,1639.4147498909076,attempt_02,True,26693.816069750246,5.9449035749437786e-06,0.0044329798213582003,2.6171799161431051,17899.162659221554,6842.7301419911109,53.383833177161243,0.28250507709732148,1676.1129308291411,-0.2560854489397677,2.1823754458886309,-0.046114250832165582
80,0.080000000000000002,25752.216388855464,5.6780265325146663e-06,0.0041324259457572003,2.6410541072908633,53.295849448021066,0.30374677402947842,1642.3067046994358,attempt_02,True,23679.602296518267,5.22104226249093e-06,0.0162827691095127,2.1373991780735397,14761.596609480321,6907.532328892421,53.222768531272195,0.28078415058085948,1667.6463329161193,-0.50365492921732358,3.9402446222249594,-0.08048294022700675
81,0.081000000000000003,23620.167299821711,5.1628653284198426e-06,0.010279674903532701,2.315980199837913,53.816702632437647,0.30508947284676802,1637.0959628026203,attempt_03,True,20409.329988001758,4.4610447010732654e-06,0.043108788465717203,1.7156966571400207,11585.418115767914,6753.8845386104686,54.14042132473493,0.28290357144140871,1674.5274636583558,-0.6002835426978923,4.1935945319537771,-0.1359362645938661
82,0.082000000000000003,18690.96016651933,4.0544490656683226e-06,0.0570681847706365,1.5798711841620774,56.092229897293649,0.306652886368383,1633.7383623848425,attempt_01,False,13266.48476746417,2.8777701247524891e-06,0.33404491907698158,0.42877106473018861,2947.7415847743669,6874.4886742447034,51.704803694922049,0.27648497363866381,1662.9011768459354,-1.1511001194318888,5.8534351569012744,-0.29021919423764508
83,0.083000000000000004,12479.789425232297,2.6891342535821664e-06,0.33842212061504451,0.41677328970764532,53.366846570654424,0.30178107753224143,1635.8073236654857,attempt_03,True,9080.3222586516258,1.9566200027329515e-06,0.5,0,-4990.1278983197481,6865.1681696659643,49.896650748710051,0.27353125641956699,1663.128640688858,-0.41677328970764532,1.477444793181089,-0.27239779861248681
84,0.084000000000000005,9611.6800084943152,2.060078827647928e-06,0.5,0,53.800877078292075,0.30239652910845383,1635.9367852273729,attempt_02,True,7874.2086992026452,1.687685254957798e-06,0.49990260198329139,0.000244140625,-9221.4618893991137,6776.4607634010099,51.178461912280213,0.27606412097401201,1661.1595931310103,0.000244140625,0.99980520396658279,-0.18076666178609591
85,0.085000000000000006,7715.7961160384893,1.6463486225854844e-06,0.5,0,51.951302491100833,0.29928575458888113,1641.576853902405,attempt_02,True,7095.1548520670958,1.5139200468828342e-06,0.5,0,-13341.922242476292,6717.5005868511435,51.263262064170455,0.27696008928089638,1662.4881484169332,0,1,-0.080437748047967883
86,0.085999999999999799,7064.2052031431667,1.5021594171079614e-06,0.5,0,51.048749923344666,0.29792678996926591,1636.1333565105394,attempt_03,True,6877.3895810946451,1.4624342338986449e-06,0.5,0,-15207.90836755216,6722.0621402044299,51.52152355249234,0.2774089568459418,1656.5414805321641,0,1,-0.02644538439588362
87,0.0869999999999998,6653.7587739600431,1.4109815894826874e-06,0.5,0,49.54210298115342,0.29526813443086852,1635.923138951279,attempt_02,True,6650.7414939280789,1.4103417516526662e-06,0.5,0,-15645.71926191133,6608.7093275761981,51.389726558549192,0.27769136936943251,1662.5577729904919,0,1,-0.00045347000612228072
88,0.087999999999999801,6582.1225977742743,1.3929907435637049e-06,0.5,0,49.604032690204072,0.29556455696294492,1636.2270119267862,attempt_03,True,6828.9677969011655,1.4452311982755591e-06,0.5,0,-13657.852222588161,6550.511835506516,51.873490185308555,0.27817145260162279,1661.1568620082198,0,1,0.037502370315976918
89,0.088999999999999801,6826.4517374200077,1.4431638993591236e-06,0.5,0,51.874700338435979,0.29933419765513042,1633.917698979659,attempt_02,True,7430.6435764135258,1.5708946566928583e-06,0.5,0,-9572.8235962930303,6512.2038133120923,51.754986153198779,0.27718031818489008,1659.2934386165566,0,1,0.088507450463843451
90,0.0899999999999999,7470.7341213552563,1.578700953030274e-06,0.5,0,52.488657154799384,0.3000834999178551,1628.5367769856375,attempt_02,True,9329.8336342081493,1.9715622334671361e-06,0.5,0,-2734.7801612045869,6509.6017331012808,50.31476089820088,0.27363417890086311,1661.7503881236148,0,1,0.24885098072739842
91,0.0909999999999999,8859.6908423885616,1.87271047218352e-06,0.5,0,52.25748479196978,0.29927824131650321,1634.921182130435,attempt_03,True,13253.702416518188,2.8014913558683615e-06,0.28995264603465409,0.55352306374428772,3619.3989126382512,6537.6252878219248,49.6368998694197,0.27218804274091091,1656.9868757298591,0.55352306374428772,0.57990529206930819,0.4959554066047982
92,0.091999999999999901,9939.6026615603496,2.1029935167152852e-06,0.5,0,54.579449074517527,0.30348544273779932,1632.3344609282722,attempt_02,True,16368.598729349476,3.4632226435631154e-06,0.1109143903094854,1.2216796875,7820.2071720184349,6401.6909006319956,50.232733884623805,0.27348107148340361,1662.6467874637869,1.2216796875,0.22182878061897079,0.64680614373571821
93,0.092999999999999902,10681.60546592693,2.264279973250057e-06,0.4269129810536732,0.1842390043789808,55.978003713474969,0.30528045980563812,1632.8240179892673,attempt_03,True,18180.06039878853,3.8537977090395288e-06,0.064892944139136696,1.5149467563085908,9693.5807785260095,6425.7383424175796,49.906750937751731,0.2723152418389661,1657.7510173557553,1.33070775192961,0.15200508538993829,0.70199699443878472
94,0.094,10614.355643271789,2.2558592871397296e-06,0.41418948421045731,0.2167810657682456,55.719619972489369,0.303924624318823,1627.8939957930295,attempt_02,True,17644.864905600611,3.750046984044306e-06,0.078741783691939002,1.4135857510796312,9199.3472571469993,6395.465499807623,48.827308365030483,0.27044320671606498,1657.8121654532024,1.1968046853113856,0.19011053320689536,0.66235855464154469
95,0.095000000000000001,10495.884504528956,2.2374197716475607e-06,0.43710066710812012,0.15832420707635381,52.499620559864617,0.29924570933311673,1628.9778393282031,attempt_02,True,14640.303258448204,3.1208902841141055e-06,0.17514005547785061,0.93404610500451679,5896.6347513439823,6312.6799638837301,49.558673095720472,0.27224755427893887,1659.3102596744225,0.77572189792816304,0.40068585718842747,0.39486131465441865
96,0.096000000000000002,9409.5063685805744,2.0128802997402996e-06,0.5,0,52.01934469472279,0.2982784420240574,1629.0493901579855,attempt_02,True,11754.602881180561,2.5145430210669087e-06,0.36019991591845141,0.35792447799193727,2180.7010307794772,6267.2548756176684,49.51370568873979,0.27222622890056591,1659.137219657568,0.35792447799193727,0.72039983183690282,0.24922630590171369
97,0.097000000000000003,8835.0757002372484,1.8979712073347817e-06,0.49990260198329117,0.000244140625,52.688634401818049,0.2994425859234866,1628.9587023772428,attempt_01,False,9601.0956519036354,2.0625293686720685e-06,0.5,0,-1131.1884193143424,6212.1915237201674,49.755856301412727,0.27220592689877821,1658.4691849186361,-0.000244140625,1.0001948339863054,0.086702137894055342
98,0.098000000000000004,9182.5263781890244,1.9824446848020895e-06,0.5,0,53.244538668616109,0.30043511433578041,1629.2505908954668,attempt_01,False,9618.6542864203711,2.0766017193651205e-06,0.5,0,-800.4358299409314,6139.0289519120506,50.521172209547139,0.27386756981029609,1659.5237184455111,0,1,0.047495415778741279
99,0.099000000000000005,10650.48435517576,2.3119653120144898e-06,0.39462236261206152,0.26729150722040013,53.021717941880794,0.30024300065956822,1624.0272563306398,attempt_01,False,9886.9039044969086,2.1462102668888667e-06,0.5,0,-241.56910933184488,6098.6801483680347,50.207730644586938,0.27291160761414551,1658.8901102552859,-0.26729150722040013,1.2670341252087918,-0.07169443428249167
100,0.10000000000000001,12030.92830465971,2.6265877607728291e-06,0.2620691745188729,0.63697926627090995,53.930602734712977,0.3018511164893623,1630.6400270194508,attempt_02,True,11874.735236651351,2.5924877486740605e-06,0.3126359250497131,0.48839250441523768,2881.1836316942904,6061.0578758833035,51.730948535573042,0.2758905029087888,1654.7608025843444,-0.14858676185567227,1.1929519205136376,-0.012982628110905114
101,0.10100000000000001,13567.802064938192,2.9805864819773141e-06,0.1629511286275068,0.98240115559079721,54.897839286879027,0.30339827582498191,1624.9610822299865,attempt_01,False,12831.369220489574,2.8188062783347535e-06,0.2301743786702577,0.73827269211103164,4327.5206381337794,5970.1497070382347,51.28870710499293,0.2747229441490881,1656.9959215865083,-0.24412846347976558,1.4125362653757241,-0.054277976707200248
102,0.1019999999999999,14079.998684431452,3.1133522990963064e-06,0.1334245671947514,1.1103479121944175,55.022135644659656,0.3031961906533201,1624.8555877581591,attempt_01,False,12326.073356810772,2.7255264495648733e-06,0.28177048904772872,0.57758997311250138,3509.1802275675072,6016.4084561747222,49.317121523993357,0.27068083978928131,1652.0974459418787,-0.53275793908191615,2.1118336373274209,-0.12456857183943015
103,0.1029999999999999,14984.7597009325,3.3379675410343124e-06,0.093063081612046405,1.3221261022706876,54.28292593248424,0.30266662785724802,1623.9286301989946,attempt_01,False,13151.081311621736,2.9295019355541984e-06,0.2117528402703546,0.80035407605182152,4796.441879460961,5921.4939751522816,50.968673394781327,0.2740790374339433,1652.1050446934462,-0.52177202621886609,2.2753688853018228,-0.12236955586259102
104,0.104,15202.74933120658,3.4134274973091826e-06,0.081968429664171602,1.3919522455960649,54.227876148294435,0.302911338929714,1624.8598628334769,attempt_03,True,12470.246488908761,2.79990686790375e-06,0.23639952240099921,0.717932277413042,4133.4060823523441,5848.5636703355494,51.653080210303067,0.27565847386010239,1651.846244848037,-0.6740199681830229,2.8840313687786732,-0.17973741346171057
105,0.105,14432.92403172511,3.2671825467849012e-06,0.1078609601701542,1.2379841974679602,54.359333256645101,0.30307426653285052,1619.5051869800436,attempt_02,True,11228.464733585295,2.5417887549412116e-06,0.33084149762577542,0.43759072589217518,2536.4271348128773,5798.0614095079045,51.70191679540482,0.27573528103132128,1652.1781309089804,-0.800393471575785,3.067296055068137,-0.22202426141065168
106,0.106,12855.327171431518,2.9352791946143803e-06,0.16798247255641691,0.96216854853610956,55.538620085831802,0.30405884986137671,1621.6790430030578,attempt_01,False,9811.2456598013596,2.2402187726863318e-06,0.47156123486409479,0.0713458945127073,412.67366754794949,5808.5462505511787,50.762877743628501,0.27382523941827802,1645.4853171268717,-0.89082265402340222,2.8072049880425527,-0.23679533558624954
107,0.107,11464.65532632716,2.6414169434189679e-06,0.25232418799117851,0.66719376071967385,55.05926787477825,0.30332133040675102,1621.9884142002093,attempt_03,True,8638.3983115389801,1.9902571001592219e-06,0.5,0,-1419.656972558425,5721.8567310800581,50.245669229463005,0.27292828475431352,1650.2781533760476,-0.66719376071967385,1.9815777630382405,-0.24651914378080153
108,0.108,9789.8763369198641,2.2771709452520723e-06,0.40386185732495322,0.24336363174854811,54.164017475486389,0.30203005111245951,1618.0465313895861,attempt_03,True,7825.967533955145,1.8203565881216856e-06,0.5,0,-3254.0369595521515,5696.9231676057389,50.900028941892714,0.2744235502836162,1645.8830426940851,-0.24336363174854811,1.2380470968757336,-0.20060608892048704
109,0.109,8642.9965700161301,2.0303229387860828e-06,0.49990260198329117,0.000244140625,54.727030087174583,0.3028622700272452,1624.1261335030483,attempt_03,True,7584.4833584808803,1.7816680148857564e-06,0.49990260198329139,0.000244140625,-3759.9600532304639,5647.9285507285986,50.903933637786331,0.27417609333727988,1646.1621287158423,0,1.0000000000000004,-0.12247062728306446
110,0.11,7553.7124812838338,1.7930416424513645e-06,0.5,0,53.495728838879344,0.30105293545635642,1618.6669216805783,attempt_03,True,7096.3343055059686,1.6844727609179269e-06,0.5,0,-4828.8672312316803,5544.5142922668738,51.104724750712734,0.27476495710288018,1651.8535410243674,0,1,-0.060550117165715789
111,0.111,6894.1492212255662,1.6541249788570128e-06,0.5,0,52.788360852495813,0.30000617993707102,1618.6708383269788,attempt_02,True,6863.5340049780261,1.6467794178163187e-06,0.5,0,-5561.6208126600795,5525.307262219686,51.675816433681618,0.27582778575612849,1646.2730850553755,0,1,-0.0044407533497075047
112,0.112,6324.9315573992699,1.5344742162385858e-06,0.5,0,51.506665360024222,0.29804500179562432,1619.9176677358946,attempt_01,False,6471.4029031850569,1.5700092258250729e-06,0.5,0,-6834.8812782921996,5457.7795603438071,52.234504071351381,0.2771542299706109,1646.4542669732041,0,1,0.023157775614889742
113,0.113,6125.9089346434648,1.5032371845718974e-06,0.49990260198329117,0.000244140625,51.695151532369415,0.29826138186132911,1619.9392056152756,attempt_03,True,6381.3995823380646,1.5659320509211038e-06,0.5,0,-6903.6144209916047,5406.0110944173439,52.237420697546249,0.27707315881149408,1646.3758170417316,-0.000244140625,1.0001948339863054,0.041706569656910775
114,0.114,6004.1754638631592,1.4911776372372934e-06,0.5,0,52.403678012381718,0.29958917402848562,1614.8848153173533,attempt_01,False,6563.7733195735309,1.6301575543472351e-06,0.5,0,-5875.1987781908547,5372.7275055710898,51.422241685985441,0.2751420280135794,1644.2523744537359,0,1,0.093201449404398229
115,0.115,5906.1941300595463,1.4845885905021652e-06,0.49990260198329117,0.000244140625,52.759155109810969,0.30010583959368931,1619.7944114610509,attempt_02,True,6600.815457825659,1.6591895052727468e-06,0.5,0,-5610.1630532677427,5354.0863359526184,51.60500203911549,0.27550353936378819,1638.7444270663138,-0.000244140625,1.0001948339863054,0.1176089563718945
116,0.11600000000000001,5924.3646068233029,1.5079689060091542e-06,0.5,0,52.481486068608831,0.29982460540287492,1614.6137908739474,attempt_01,False,6776.9654630870009,1.7249872135930011e-06,0.5,0,-4468.4684306512354,5267.9258537678616,51.41560454335535,0.27506910000320839,1643.5524749423405,0,1,0.14391431197224525
117,0.11700000000000001,6163.1379996756878,1.5891268936974385e-06,0.5,0,53.345270383558471,0.30088198138191502,1614.8416413425848,attempt_03,True,7213.4288913392884,1.8599378835269568e-06,0.5,0,-3041.9357428620506,5253.8496528143323,51.350596385730142,0.27499411420575243,1638.3670841764776,0,1,0.1704149561017243
118,0.1179999999999999,6604.4913753725541,1.7257390657422533e-06,0.5,0,52.754199808609656,0.2998387481730902,1615.9781828019477,attempt_03,True,8454.6747457158672,2.2091879097961996e-06,0.5,0,-195.2305201122096,5211.8085085698913,50.610709564327891,0.2738188787932862,1641.5319990882538,0,1,0.28014017510000055
119,0.1189999999999999,7128.0744465885,1.8873116443395368e-06,0.5,0,53.734006741762663,0.30140227293759481,1618.4239847158533,attempt_02,True,9620.3951372519168,2.5472073701997869e-06,0.36699159052101449,0.33983182338087908,1752.4930895658138,5157.3311589556197,50.751454102215973,0.27394943817816497,1642.7367735154371,0.33983182338087908,0.73398318104202898,0.34964852139784264
120,0.12,7793.5830295745309,2.0922040124161119e-06,0.5,0,54.308249216713513,0.3022909245066554,1613.2488812658817,attempt_01,False,10824.40665753266,2.9058350895826468e-06,0.24970293529665219,0.67542486771396126,3451.7422431318873,5118.5035097392756,50.23390642212032,0.2728774442738286,1643.3824482048296,0.67542486771396126,0.49940587059330438,0.38888706471169621
121,0.121,8650.8028229061274,2.355920761968503e-06,0.41048725422957222,0.22629175780824851,54.117406516953494,0.30181878525395822,1617.2561197426894,attempt_02,True,12104.547568666963,3.2964980840561824e-06,0.16009705966115209,0.99405905158444019,5074.0880836391771,5102.2749132217114,49.944677129134043,0.27250242030553629,1637.6548744777965,0.76776729377619168,0.39001712723488119,0.39923979501830731
122,0.122,9654.6063724185333,2.667641067919182e-06,0.29348079545746392,0.54324432624982333,52.926895971687649,0.29997870748139083,1618.36155207812,attempt_02,True,12266.662341844312,3.3893719709677062e-06,0.13940357085876021,1.083002886748055,5429.0058587916692,5007.1481322395957,50.635736187865056,0.27375270693592679,1642.6885873140209,0.53975856049823168,0.47500065768005212,0.27055022946227547
123,0.123,9785.8459558658396,2.7437279414679862e-06,0.2765464086373996,0.59313199858159216,53.694054227215624,0.30104584143866592,1613.6787822727829,attempt_03,True,12640.092638458083,3.543993591488403e-06,0.118066305255229,1.1847087782325203,5892.2557061913276,4984.470879597734,50.764259255338835,0.27412566026554419,1637.5763611270224,0.59157677965092814,0.42693125481891342,0.29167091894404362
124,0.124,9822.6766160826792,2.7959070874193493e-06,0.25996608255559472,0.64344997451346997,52.798981353735932,0.29964704887288901,1620.0168321022738,attempt_01,False,12013.54482042221,3.4195114449205792e-06,0.14281394271934369,1.0677619951610913,5269.1327770590624,4934.971074359898,50.758793395084822,0.27411483680645421,1639.0929940948911,0.4243120206476213,0.54935605951134947,0.22304187442681545
125,0.125,10400.072225387965,3.0068598976579189e-06,0.2129645555546259,0.79617709097034706,50.647863106859461,0.2959806464571334,1615.8873612933394,attempt_03,True,11419.006344117355,3.3014532498544252e-06,0.16414864768975879,0.977549275622144,4734.8020533455192,4843.4244253995148,51.126474067093383,0.27483109338244732,1645.5063710089769,0.18137218465179694,0.77077919028480901,0.097973754090095344
