method,mass_MeV,dataset_set,observed_r,asimov_r,response_sd,z_standardized,p_raw_gaussian,p_local_deficit,gp_k,gp_n,gp_p,gp_low95,gp_high95,gp_upper95,direct_k,direct_n,direct_p,direct_low95,direct_high95,direct_upper95,raw_gp_k,raw_gp_n,raw_gp_p,raw_gp_low95,raw_gp_high95,raw_gp_upper95,raw_direct_k,raw_direct_n,raw_direct_p,raw_direct_low95,raw_direct_high95,raw_direct_upper95
profiled,54,2015+2016+2021,0.1394787853569337,-3.7032118790960573,0.9703397862045212,3.9601495466692698,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,55,2015+2016+2021,-0.5683086290002352,-5.625989682079866,0.9698067453020754,5.215143200003485,0.2849127103815396,0.9999999081623575,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,56,2015+2016+2021,-0.3651531244495694,-5.756690464852594,0.9689852955434233,5.564106457755233,0.35749855354512566,0.9999999868250472,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,57,2015+2016+2021,-0.7604204827546351,-6.298373618728128,0.9707318824675331,5.704925568012045,0.22350164182679422,0.999999994180303,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,58,2015+2016+2021,-1.0793006382795192,-5.545973030434334,0.9697912630736969,4.6058080354301785,0.14022686423156067,0.9999979456635678,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,59,2015+2016+2021,-1.2825878749977144,-4.164612554434173,0.9686518878544219,2.9752945465477647,0.09981825016839091,0.9985364632595057,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,60,2015+2016+2021,-1.3918691954880849,-2.261546830392524,0.9692733855020202,0.8972469975062847,0.08198100576026096,0.815206433974023,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,61,2015+2016+2021,-1.2259822364173314,-0.24342534953050682,0.9717595097556926,-1.011111161787186,0.11010267990117084,0.15598161435763136,199998,200000,0.99999,0.9999638770334925,0.999998788951313,0.999998223189583,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,62,2015+2016+2021,-0.4267586506774395,2.194645501476228,0.9751565129941274,-2.6881881187512042,0.33477756332260644,0.003592045560974485,53791,200000,0.268955,0.26701253647792156,0.27090416203314543,0.2705908550580875,266,1000,0.266,0.23883557486330328,0.29454943668033895,0.2899776773173086,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,63,2015+2016+2021,0.1689430802693185,4.211972320373547,0.9782436116502714,-4.132947245404182,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,64,2015+2016+2021,1.6457703874752494,6.7928349804198245,0.9799476928031716,-5.2523870720295625,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,65,2015+2016+2021,2.5628618256353413,8.363273275875594,0.9816748022440641,-5.9086893510771334,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,66,2015+2016+2021,2.7601586408223695,8.987000526031471,0.980225984740507,-6.35245543593452,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,67,2015+2016+2021,2.054371869573021,8.0122315640541,0.9767233117556281,-6.099843858310313,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,68,2015+2016+2021,1.0108553422609914,6.345107368122638,0.9755914419839803,-5.46771096619484,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,69,2015+2016+2021,-0.552938489756725,3.652371482634545,0.9758493203889718,-4.309384537681535,0.29015276513004984,8.185475070515754e-06,231,200000,0.001155,0.0010109167982073305,0.0013138398583858754,0.001287960132730535,1,1000,0.001,2.531748749129404e-05,0.005558924279826672,0.004734993575499777,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,70,2015+2016+2021,-1.7563198625565672,-0.08464989671747514,0.9758553284728162,-1.713030525185741,0.039516903808172084,0.04335346199159742,189534,200000,0.94767,0.9466850214704543,0.948641977694375,0.9484867638670547,953,1000,0.953,0.9379873693066949,0.965264937733204,0.963501530278021,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,71,2015+2016+2021,-2.9060527262286913,-4.34712294566344,0.975463305745411,1.477318737616213,0.0018300988336218047,0.9302048912218329,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,72,2015+2016+2021,-3.49033909388161,-7.160215369020897,0.9779350133398793,3.7526790891817976,0.00024120400815993902,0.9999125226196279,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,73,2015+2016+2021,-3.004738294039544,-9.635880549201715,0.9803807555860368,6.763843759048809,0.0013290472557706235,0.9999999999932812,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,74,2015+2016+2021,-1.452419347117753,-11.43844229479664,0.9790972357542234,10.199214728643781,0.0731925199949835,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,75,2015+2016+2021,-0.665900785269954,-10.831120507857815,0.9789990101824114,10.383278856118386,0.25273725927827184,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,76,2015+2016+2021,0.1655686465492273,-8.700091018061123,0.9793535499525367,9.052562953429856,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,77,2015+2016+2021,0.8832856323477757,-5.599486469840698,0.9797907413645813,6.616486386837805,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,78,2015+2016+2021,1.5294371511854,-1.839116112526774,0.9802235294226622,3.43651540959867,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,79,2015+2016+2021,1.8651951116169123,2.2187027767888994,0.9812762736662021,-0.3602529426817047,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,80,2015+2016+2021,1.6570491396701763,5.424543353669543,0.9815286322995821,-3.838394612261757,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,81,2015+2016+2021,1.3827593588556413,7.484830856300552,0.9826277791339486,-6.209952157899554,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,82,2015+2016+2021,0.2618156358537285,8.155927523006088,0.9832840611084567,-8.02831267116577,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,83,2015+2016+2021,-0.6760956729013468,7.706822817228085,0.9825024950848191,-8.532210892152225,0.24948995189243584,7.178850715909869e-18,0,200000,0.0,0.0,1.8444227173720117e-05,1.4978549188181866e-05,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,84,2015+2016+2021,-1.3270416647831007,6.884834245294654,0.9828107433720794,-8.355500756841895,0.09224745026824938,3.25778584214772e-17,0,200000,0.0,0.0,1.8444227173720117e-05,1.4978549188181866e-05,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,85,2015+2016+2021,-1.0180680119036123,4.464011516990753,0.9833456259500999,-5.574926439112015,0.15432281790043767,1.2381724161309966e-08,2,200000,1e-05,1.2110486870274128e-06,3.612296650749235e-05,3.147863004319031e-05,0,1000,0.0,0.0,0.003682083896865671,0.002991249545095295,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,86,2015+2016+2021,-1.0099740001042337,2.6133916815117835,0.9830228928847451,-3.6859423191895493,0.15625387340660352,0.00011392897944763413,2602,200000,0.01301,0.01251794319746115,0.013516245590410505,0.013434541545852123,9,1000,0.009,0.004123395660342473,0.017015783069894586,0.015652573749606477,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,87,2015+2016+2021,-0.949658483524674,0.781513014340776,0.9829148816369692,-1.761262882684528,0.171142905736911,0.039096959611638255,186182,200000,0.93091,0.9297897800830981,0.9320177109658943,0.9318406509084114,941,1000,0.941,0.9245509269157591,0.9547866455972034,0.9527765277306204,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,88,2015+2016+2021,-0.4964457173011144,-0.9051526377483918,0.9828371805837142,0.4158439755042065,0.30978998835031757,0.6612379112485642,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,89,2015+2016+2021,0.1718499694253169,-2.0997997746346266,0.9829921986725254,2.3109539904056984,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,90,2015+2016+2021,1.2484501533736982,-2.8233144431116357,0.9833133381557005,4.140861756357666,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,91,2016+2021,1.984180313650248,-3.0382250268653297,0.9832060855288097,5.108191878017431,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,92,2016+2021,2.4158559091818677,-2.998816289584117,0.9843073960535228,5.5009971686442105,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,93,2016+2021,2.373015821150732,-2.814741294132769,0.9837898363079703,5.273237152715919,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,94,2016+2021,1.8639506557824324,-1.8795447790949167,0.9831268768740112,3.80774396767619,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
profiled,95,2016+2021,1.0134285496017446,-1.3424828290249482,0.9830946167651908,2.396423842069918,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
