mass_MeV,lane,r,Ahat,sigma_A,nll,null_nll,max_score,min_lambda
82,background,0.13593386071240313,913.4219202959323,6719.636124316868,0.012584466625042852,0.02182347386913236,1.1149553502676213e-12,1102200.2425013978
82,inject_66,0.659409107460324,4429.953950363977,6718.214589682149,0.337314015397852,0.5547242008986626,4.911680506758387e-10,1102191.98117252
82,inject_78,-0.5971003281444391,-4014.0383540505736,6722.418124639908,2.8102864165210373,2.9885508174561357,1.0694112262399358e-11,1102402.8527149006
82,double_65_78,-0.3420308311259457,-2299.0400291422575,6721.656272753746,4.353947214425988,4.4124397591463405,1.2290701789652303e-10,1102504.0404465299
83,observed,-0.7267362152726843,-4875.562813535235,6708.684090085596,9.440119208434348,9.70419197172878,3.2667587746004756e-08,1089565.8871868125
83,background,0.038759664043485284,259.6855782953935,6699.901145704848,0.0062384661445783526,0.006989621922960276,9.920748033839799e-14,1089142.1775314675
83,inject_66,0.3216518207859,2154.7658317550645,6699.135705114705,0.2164044573765478,0.26813440428399016,2.936217935456398e-11,1089191.6114431114
83,inject_78,-1.4817076342268107,-9932.470153681983,6703.059525183751,1.1381570102690937,2.2358857669320997,1.1546955613894738e-09,1089188.902828801
83,double_65_78,-1.4761351528605835,-9894.978012075211,6702.967560969749,1.9208666196389999,3.010354114394369,9.71745461875173e-10,1089287.8507355924
84,observed,-1.3608219484679935,-9004.769662553417,6616.8438353798765,6.867490308031439,7.793408495747552,1.143629524413825e-08,1082564.7160955002
84,background,0.022877219858957503,151.21272721425538,6609.756250549654,0.00873105981350624,0.008992743407743779,3.661418499119329e-14,1082242.4163702938
84,inject_66,0.1287818352798282,851.163779964173,6609.3760255166435,0.21364239922019965,0.22193477976922005,4.110378704069717e-12,1082325.4120801666
84,inject_78,-1.8216956263068456,-12046.92089893227,6612.609510349458,0.42543870609525886,2.084726183548004,4.091240152215292e-09,1082237.7037616838
84,double_65_78,-1.9718846144209685,-13040.610078129876,6612.821365155537,0.78375321523712,2.727917681532186,5.181766071782334e-09,1082331.7864572802
85,observed,-1.9854988797108049,-13019.201641679243,6556.684006444177,7.148543325473131,9.119646226139562,3.5297075928752975e-08,1067859.8845902984
85,background,-0.023251663832354462,-152.30063855783538,6550.090968646329,0.007725648369007498,0.007995968304493908,3.4250033364990884e-13,1067752.171206077
85,inject_66,-0.10599229960877785,-694.2726485599791,6550.19324909903,0.13915252308266837,0.14476970687084684,2.765843110097421e-13,1067846.6428227467
85,inject_78,-1.8564006564836777,-12165.640838263149,6552.9186826648065,0.5072789381264399,2.2303906368229547,1.0372010639247975e-08,1067660.3085090555
85,double_65_78,-2.155653167886796,-14128.139035790671,6553.495216742125,0.6370338977053017,2.960454187815491,1.8672903445704492e-08,1067736.6604627275
86,observed,-2.261513079188056,-14938.792513979968,6605.148899698476,6.548908651364275,9.106129355033596,3.6203427367098584e-08,1052351.8235792958
86,background,-0.07297652074379926,-481.6371179255337,6599.874893366583,0.008201872030015775,0.010864658319950857,2.5679805504275066e-13,1052421.8992413052
86,inject_66,-0.3129023607287252,-2065.2791449269303,6600.323759186885,0.12018309818234438,0.169137041857149,7.324509054829065e-12,1052500.735000579
86,inject_78,-1.6085276312515357,-10620.786019266403,6602.434287993092,1.0981897802339327,2.391870350483771,1.2287942552369202e-08,1052276.4363757668
86,double_65_78,-2.014302497381152,-13301.90651399232,6603.270624244693,1.312262225949644,3.340969501427617,2.805626209134715e-08,1052328.373531748
87,observed,-2.3665497663537716,-15241.20707612813,6439.708726918939,6.336277782499316,9.136556680813861,5.964880722686416e-08,1044331.1306943345
87,background,-0.11725396829026305,-754.4658547977012,6434.431455329924,0.006350613683865929,0.013224860223772936,4.02025635004577e-13,1044472.4802499819
87,inject_66,-0.47558970903443304,-3060.5169619886065,6435.092522147992,0.07908546357222926,0.1921782492419576,4.0281368518524374e-11,1044540.9023881607
87,inject_78,-1.1952830614128973,-7693.327187597465,6436.125103066217,1.2213237208987153,1.9356745193490092,3.975256235300151e-09,1044311.2359845868
87,double_65_78,-1.657948346873478,-10672.869785049397,6437.006123044744,1.5112308655055022,2.8856272259557514,1.2293782214456428e-08,1044349.9439040315
88,observed,-2.0845677695290616,-13289.593675959964,6374.734503254086,5.513065128652908,7.685776521532592,3.9255711570262974e-08,1027813.6473772067
88,background,-0.1543897132168586,-983.54942753091,6370.526688105632,0.007540609490019466,0.019458701263611388,1.0278999873492012e-12,1028060.7486975552
88,inject_66,-0.5911483619384926,-3766.48807604262,6371.336970758787,0.08753288392773084,0.2622610768390124,1.1961207024846487e-10,1028104.8542972843
88,inject_78,-0.7295558550844456,-4648.353550763302,6371.311552807115,0.8719083376880803,1.1380342105320786,6.255731488380434e-10,1027886.9698884559
88,double_65_78,-1.2076349512721363,-7695.642063136521,6372.204717674635,1.1927349383897599,1.9219260261567874,3.531367198661428e-09,1027898.6043261111
