mass_MeV,dataset_set,observed_r,asimov_r,response_sd,z,eligible,nominal_local_p,conditional_local_gaussian,ungated_signed_gaussian,direct_local_k,direct_local_n,direct_local_p,direct_local_low95,direct_local_high95,direct_local_upper95,direct_global_k,direct_global_n,direct_global_p,direct_global_low95,direct_global_high95,direct_global_upper95,gp_global_k,gp_global_n,gp_global_p,gp_global_low95,gp_global_high95,gp_global_upper95,gp_raw_global_k,gp_raw_global_n,gp_raw_global_p,gp_raw_global_low95,gp_raw_global_high95,gp_raw_global_upper95,direct_raw_global_k,direct_raw_global_n,direct_raw_global_p,direct_raw_global_low95,direct_raw_global_high95,direct_raw_global_upper95
136,2016+2021,-1.2440830866939898,-0.22509267115781495,0.9865208725859044,-1.0329131839503407,False,0.5,1.0,0.8491777357972051,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
137,2016+2021,-1.2967455289535037,-0.35710717930590447,0.9863491124802869,-0.9526427689327686,False,0.5,1.0,0.829614450154886,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
138,2016+2021,-1.287814651893432,-0.4088822837603597,0.9855361606012454,-0.8918316782987066,False,0.5,1.0,0.8137584203009989,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
139,2016+2021,-1.2005605132801456,-0.5605357250191256,0.9849871294219036,-0.649779849038896,False,0.5,1.0,0.7420827814317463,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
140,2016+2021,-1.0078848176352075,-0.6755145571933554,0.9846281342943584,-0.3375591747437198,False,0.5,1.0,0.6321522940735075,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
141,2016+2021,-1.221626620678271,-0.5854696013482765,0.9842961455048828,-0.646306522925258,False,0.5,1.0,0.7409595678358467,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
142,2016+2021,-1.0038710536149758,-0.664138232119977,0.983925884416573,-0.34528293937144067,False,0.5,1.0,0.6350591643411686,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
143,2016+2021,-0.7917960508065258,-0.6878956724477143,0.9842071307088592,-0.10556759356536966,False,0.5,1.0,0.5420372811884057,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
144,2016+2021,-0.5421641581429166,-0.8043636391274472,0.9837877204097826,0.2665203839658775,False,0.5,1.0,0.3949192314077594,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
145,2016+2021,-0.485783288586233,-0.6796185653870929,0.984403009970146,0.19690642433807504,False,0.5,1.0,0.42195038310459265,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
146,2016+2021,-0.4809447640794171,-0.6823888346299473,0.984878692757246,0.20453693640845402,False,0.5,1.0,0.4189669654783331,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
147,2016+2021,-0.3443263076650193,-0.6163292782989533,0.9856128196333814,0.27597345044183885,False,0.5,1.0,0.39128422906303784,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
148,2016+2021,-0.2103315377263454,-0.5485660621375575,0.9861096698543885,0.3429988922643429,False,0.5,1.0,0.36579964675424004,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
149,2016+2021,-0.0591954193190207,-0.5277317437520463,0.9863697678875175,0.47501083233367714,False,0.5,1.0,0.31738962619837174,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
150,2016+2021,0.0256228236511098,-0.3744226281388068,0.9868795785027064,0.4053639983075397,True,0.48977909070192116,0.34260498513200605,0.34260498513200605,354,1000,0.354,0.324327652518398,0.3845349797344154,0.3796706192526296,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
151,2016+2021,0.0818319035983768,-0.20829543313983773,0.9870194710268761,0.2939428706876184,True,0.46739019287098504,0.38440077915436005,0.38440077915436005,393,1000,0.393,0.362581243010654,0.4240506766489178,0.41911502841725123,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
152,2016+2021,0.0939951171810421,-0.07400529378695905,0.9873268180582162,0.17015683955431188,True,0.4625565177449538,0.4324433968523812,0.4324433968523812,449,1000,0.449,0.41786093838627947,0.4804401427121304,0.4754584060713151,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
153,2016+2021,0.1756717229393806,0.014196229221751452,0.987506294308677,0.16351844504512572,True,0.4302759258080984,0.4350551257782955,0.4350551257782955,447,1000,0.447,0.4158797727960041,0.4784331181226722,0.4734519237107967,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
154,2016+2021,0.2324381599467207,0.0649940614610934,0.987428314156869,0.16957595410721238,True,0.40809885652211225,0.4326718172382935,0.4326718172382935,446,1000,0.446,0.4148893786593341,0.47742941728770866,0.47244852421741146,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
155,2016+2021,0.5919714163669084,0.1744547712005491,0.9868919135749823,0.42306218079538166,True,0.27693486457038263,0.3361249472055129,0.3361249472055129,334,1000,0.334,0.30479300743097343,0.3641880865639165,0.35937349815737796,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
156,2016+2021,0.9736091287947196,0.2746116177175375,0.9866039852005748,0.7084884326055881,True,0.16512532597862728,0.23932099651331618,0.23932099651331618,228,1000,0.228,0.20232872987103118,0.2552831775215669,0.25090329271344847,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
157,2016+2021,1.2443905680750624,0.40712112411621726,0.9858885896824137,0.8492536101148676,True,0.1066779262776354,0.19787009404210104,0.19787009404210104,192,1000,0.192,0.16802331747153554,0.2178048177562843,0.21365136625235978,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
158,2016+2021,1.488582205106819,0.46340936993522075,0.9850985239534212,1.0406805108765667,True,0.068298710192722,0.14901192563096866,0.14901192563096866,147,1000,0.147,0.1256172111335115,0.17048407987908912,0.16668938527143073,1000,1000,1.0,0.9963179161031344,1.0,1.0,199989,200000,0.999945,0.9999015919434324,0.9999725438886725,0.9999691546681291,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
159,2016+2021,1.6477518584678887,0.5403020718624639,0.9846085197007038,1.124761531559834,True,0.049701800801929985,0.13034504980762918,0.13034504980762918,128,1000,0.128,0.10791224133119769,0.15030592857487085,0.1466944488606244,999,1000,0.999,0.9944410757201734,0.9999746825125088,0.999948708021091,199971,200000,0.999855,0.9997917623980116,0.9999028891416468,0.9998962682325688,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
160,2016+2021,1.738991466025662,0.5887865554672419,0.9840507936535992,1.1688470940487954,True,0.041018132021105595,0.12123262118993333,0.12123262118993333,121,1000,0.121,0.10142580723074801,0.14283576268156783,0.13929756089217785,999,1000,0.999,0.9944410757201734,0.9999746825125088,0.999948708021091,199944,200000,0.99972,0.9996364119097758,0.9997884842939991,0.9997785681123714,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
161,2016+2021,1.645116534414138,0.6379991666805064,0.9834729062507382,1.0240418026085054,True,0.04997289073283728,0.15290776537182837,0.15290776537182837,153,1000,0.153,0.13123547334590274,0.1768291393460899,0.17298090659368098,1000,1000,1.0,0.9963179161031344,1.0,1.0,199991,200000,0.999955,0.9999145777093285,0.9999794229346759,0.9999765236683367,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
162,2016+2021,1.4012922233279377,0.6574874936727176,0.98325381353239,0.7564727636123405,True,0.08056335287288119,0.22468289812387277,0.22468289812387277,223,1000,0.223,0.19754669372311712,0.250095158915035,0.24574395039944524,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
163,2016+2021,1.1134834069340385,0.6818774488178876,0.9833810248967321,0.43890002673325446,True,0.132750435422954,0.33036698868102066,0.33036698868102066,335,1000,0.335,0.30576835989020584,0.36520680815029155,0.360389510424971,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
164,2016+2021,0.7527166048011537,0.680466459173297,0.9837222904358185,0.07344567296106273,True,0.22581011481309504,0.47072573697070275,0.47072573697070275,459,1000,0.459,0.4277742928195362,0.49046774349962385,0.4854845016830057,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
165,2016+2021,0.3577449471257063,0.6600507569634633,0.9838790951939353,-0.3072591046140365,True,0.360267096603056,0.6206769195906694,0.6206769195906694,602,1000,0.602,0.5708980373110477,0.63249959962615,0.6277133253326157,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
166,2016+2021,0.0047144528989056,0.6106927165872262,0.9846164578271945,-0.6154460032341579,True,0.49811921237675305,0.7308698906959348,0.7308698906959348,719,1000,0.719,0.6900239857126379,0.7466802940214341,0.7423801358008404,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
167,2016+2021,-0.4333070620986174,0.5535956228385316,0.9846612106113533,-1.0022763914142652,False,0.5,1.0,0.8418949392078329,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
168,2016+2021,-0.7933956911810162,0.4764619304756841,0.985067532442536,-1.2891071726910028,False,0.5,1.0,0.9013195848509634,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
169,2016+2021,-1.193208837436199,0.38289646340837596,0.9854540673235527,-1.5993696237159014,False,0.5,1.0,0.9451307511679564,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
170,2016+2021,-1.4341288273427375,0.28637733913701,0.9862130749508383,-1.744558260460614,False,0.5,1.0,0.9594691041310557,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
171,2016+2021,-1.6488792482506462,0.20090960180013104,0.9865898653906009,-1.874931939746236,False,0.5,1.0,0.9695989563246241,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
172,2016+2021,-1.8557456227940583,0.06798907834359533,0.9867031753677964,-1.9496589746157207,False,0.5,1.0,0.9743916104122246,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
173,2016+2021,-1.8897126287902808,-0.02174049445355777,0.9869404321332546,-1.892689845829027,False,0.5,1.0,0.970800436221811,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
174,2016+2021,-1.722302978020552,-0.10594805697577496,0.9868838318942241,-1.6378370673500109,False,0.5,1.0,0.949272156568025,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
175,2016+2021,-1.3626748564177678,-0.15884624865053426,0.9865091435610007,-1.2202913836376368,False,0.5,1.0,0.8888227825106789,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
176,2016+2021,-1.0537271456045745,-0.24333938003950673,0.9862249541051458,-0.8217068146489718,False,0.5,1.0,0.7943781101164081,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
177,2016+2021,-0.5497191384190513,-0.2710233715390288,0.9853635781580136,-0.28283546607334686,False,0.5,1.0,0.6113485170601922,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
178,2016+2021,0.024394579238783,-0.3563758642222695,0.984496785608886,0.3867665684916948,True,0.49026893609066863,0.349464514617932,0.349464514617932,368,1000,0.368,0.33803571361495927,0.39874405992252415,0.39385026830631253,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
179,2016+2021,0.5903658324560511,-0.3923918986010614,0.9838342743223255,0.9989057676751966,True,0.27747270612168023,0.15892017098099676,0.15892017098099676,152,1000,0.152,0.1302982503249819,0.1757724687331127,0.17193302466269572,1000,1000,1.0,0.9963179161031344,1.0,1.0,199996,200000,0.99998,0.9999487928556655,0.9999945506471093,0.9999931683801144,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
180,2016+2021,0.9588802618026084,-0.4441320825776873,0.982855682178407,1.427485611387677,True,0.1688095346903239,0.07671998483035203,0.07671998483035203,81,1000,0.081,0.064843539708495,0.09967169896848728,0.09662856143454333,990,1000,0.99,0.9816867569448875,0.9951944893089507,0.9945648598552932,198713,200000,0.993565,0.9932048154677755,0.9939107646356982,0.9938562904758959,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
181,2021,1.5650823408732035,-0.3922845485372153,0.9820145955596384,1.9932156795438858,True,0.05878180181524516,0.023118917448335677,0.023118917448335677,28,1000,0.028,0.018684686195537575,0.04021488737384331,0.038188865025176225,827,1000,0.827,0.8021033919072953,0.8499536317613713,0.8464425383994962,163094,200000,0.81547,0.8137628476960133,0.8171680038962926,0.8168958736533639,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
182,2021,1.571407880749679,-0.4126399791592405,0.9811897211654763,2.022083820397373,True,0.05804396830594761,0.021583846607500085,0.021583846607500085,27,1000,0.027,0.01786690592524968,0.03904174680597016,0.03704306937436179,806,1000,0.806,0.7801050610268591,0.8300788590524635,0.8263813234722732,159066,200000,0.79533,0.7935550156890739,0.7970964205907749,0.7968132615298671,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
183,2021,1.5479022646422738,-0.4227817602168259,0.9808770461679082,2.0091040284388044,True,0.06082291466153101,0.02226305126591129,0.02226305126591129,29,1000,0.029,0.019505937324384624,0.041384719116401916,0.0393318759187474,814,1000,0.814,0.7884716407300622,0.8376640223583917,0.8340352998957008,160861,200000,0.804305,0.802559360331171,0.8060418154197653,0.8057634291128553,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
184,2021,1.310454546350945,-0.43080421927844864,0.9807587406073672,1.7754200839964593,True,0.09502105564121993,0.03791427511708444,0.03791427511708444,45,1000,0.045,0.03300962543114874,0.05975283269340776,0.057326263253131136,935,1000,0.935,0.9178989300786289,0.949479690310382,0.9473569907779817,185564,200000,0.92782,0.9266771300113613,0.928950451475608,0.9287697309204999,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
185,2021,1.0203680239703856,-0.4274672666730363,0.9806786091603484,1.4763606314234288,True,0.1537769765101134,0.06992355270028451,0.06992355270028451,73,1000,0.073,0.0576536252279326,0.09091417539450122,0.08798997591736037,986,1000,0.986,0.9766218439896855,0.9923254984349792,0.9915167646852153,198063,200000,0.990315,0.9898761077349779,0.9907395917999833,0.9906724410761816,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
186,2021,0.7026795544471982,-0.3902311556404567,0.9810836329368827,1.1139832256869038,True,0.24112773601217602,0.13264319148240838,0.13264319148240838,147,1000,0.147,0.1256172111335115,0.17048407987908912,0.16668938527143073,999,1000,0.999,0.9944410757201734,0.9999746825125088,0.999948708021091,199978,200000,0.99989,0.9998334633863307,0.9999310623425411,0.99992553017044,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
187,2021,0.2472852239502449,-0.3509165947932394,0.9811905383555345,0.6096693714006503,True,0.40234374666875616,0.2710404238706292,0.2710404238706292,292,1000,0.292,0.2639658854305837,0.32126443305845886,0.31658565070177835,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
188,2021,-0.1621636910851573,-0.30909201828524313,0.9817959888921528,0.14965260488167,False,0.5,1.0,0.44051935139143455,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
189,2021,-0.5591660513931107,-0.2811811304726234,0.982554950723791,-0.28292048268212583,False,0.5,1.0,0.6113811035613311,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
190,2021,-0.8506933182665406,-0.2858890276530313,0.9843632196538019,-0.5737763046572886,False,0.5,1.0,0.7169404073453677,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
191,2021,-1.0279698309611978,-0.23370420180191082,0.9850133007273836,-0.8063501564626193,False,0.5,1.0,0.7899795110234471,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
192,2021,-1.1680308450324128,-0.22113150135819384,0.9863020209204014,-0.9600500897185504,False,0.5,1.0,0.8314849970243243,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
193,2021,-1.1664308437336732,-0.17670324537758322,0.9870044059728704,-1.0027590478489663,False,0.5,1.0,0.8420114338943867,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
194,2021,-1.0289915202977242,-0.12524396560603807,0.9872968566593194,-0.9153757034633575,False,0.5,1.0,0.8200027855254826,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
195,2021,-0.8602468331819909,-0.08744270132900843,0.9875066702783423,-0.7825811765252756,False,0.5,1.0,0.7830634506074696,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
196,2021,-0.6871914523676325,-0.04875471891748316,0.9871901088785262,-0.6467211611099205,False,0.5,1.0,0.741093787492204,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
197,2021,-0.4408983191314492,0.02543524926307092,0.9869326088640925,-0.4725080154472204,False,0.5,1.0,0.6817178890757565,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
198,2021,-0.1844914276377043,0.07250821689017127,0.9860206850442118,-0.2606432587328044,False,0.5,1.0,0.6028161866346013,1000,1000,1.0,0.9963179161031344,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
199,2021,0.1136075826632945,0.11034084966726135,0.9848703889139155,0.0033169166550286937,True,0.4547744380885038,0.49867674413213786,0.49867674413213786,499,1000,0.499,0.46755218625373823,0.5304537166614578,0.52548440313541,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
200,2021,0.2203731306466081,0.16165553925420229,0.9838427240111487,0.059681888130465495,True,0.41279028484235286,0.4762044985979456,0.4762044985979456,460,1000,0.46,0.428766316502669,0.4914698156977872,0.48648653364631544,1000,1000,1.0,0.9963179161031344,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,200000,200000,1.0,0.9999815557728263,1.0,1.0,1000,1000,1.0,0.9963179161031344,1.0,1.0
