model,source,mass_GeV,mass_MeV,z,sigmaA_diagonal_poisson,injected_amplitude,refit_absorption_fraction,z_times_abs_absorption,gap_projection_amplitude,gap_abs_shift_sigmaA,tangent_absorption_fraction,tangent_solver_absorption_spread,refit_best_basin_repeats,gap_best_basin_repeats,refit_optimizer_success,gap_optimizer_success,refit_constraints_feasible,gap_constraints_feasible,refit_failure,gap_failure
knot_spline,one_pct,0.17499999999999993,174.99999999999994,5.0,570.052413321774,2850.26206660887,0.1928128551924611,0.9640642759623055,15.325585416961026,0.0268845198420558,0.19279606440635008,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.17999999999999994,179.99999999999994,1.0,541.6953106259347,541.6953106259347,0.19485460662302861,0.19485460662302861,-125.9738991580747,0.2325549006737949,0.19484803556133307,0.0,3,4,True,True,True,True,,
knot_spline,one_pct,0.17999999999999994,179.99999999999994,3.0,541.6953106259347,1625.085931877804,0.19486367501706253,0.5845910250511877,-125.9738991580747,0.2325549006737949,0.19484803556133307,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.17999999999999994,179.99999999999994,5.0,541.6953106259347,2708.4765531296734,0.19487366121665925,0.9743683060832963,-125.9738991580747,0.2325549006737949,0.19484803556133307,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.18499999999999994,184.99999999999994,1.0,514.6019245319526,514.6019245319526,0.19317104553100367,0.19317104553100367,-202.0744719705903,0.3926811431076238,0.19316297981338382,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.18499999999999994,184.99999999999994,3.0,514.6019245319526,1543.8057735958578,0.1931835692275831,0.5795507076827493,-202.0744719705903,0.3926811431076238,0.19316297981338382,0.0,3,4,True,True,True,True,,
knot_spline,one_pct,0.18499999999999994,184.99999999999994,5.0,514.6019245319526,2573.009622659763,0.1931964869842652,0.965982434921326,-202.0744719705903,0.3926811431076238,0.19316297981338382,0.0,4,4,True,True,True,True,,
knot_spline,one_pct,0.18999999999999995,189.99999999999994,1.0,488.723730589601,488.723730589601,0.18801919788170368,0.18801919788170368,-287.5819121815737,0.5884345166432416,0.18801002850836032,0.0,3,3,True,True,True,True,,
knot_spline,one_pct,0.18999999999999995,189.99999999999994,3.0,488.723730589601,1466.171191768803,0.18803381128866123,0.5641014338659837,-287.5819121815737,0.5884345166432416,0.18801002850836032,0.0,4,3,True,True,True,True,,
knot_spline,one_pct,0.18999999999999995,189.99999999999994,5.0,488.723730589601,2443.618652948005,0.18804939345982008,0.9402469672991004,-287.5819121815737,0.5884345166432416,0.18801002850836032,0.0,4,3,True,True,True,True,,
